Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,770.52576,484.0,1861.0,613.0,562.0,1.0,0.052779783,396.33865
2.6,611.9077,380.0,1483.0,487.0,458.0,1.0,0.052779783,314.70087
2.7,486.04254,299.0,1178.0,388.0,350.0,1.0,0.052779783,249.98451
2.8,386.12137,234.0,934.0,308.0,297.0,1.0,0.052779783,198.594
2.9,306.69467,184.0,743.0,245.0,222.0,1.0,0.052779783,157.72325
3.0,243.59937,143.0,591.0,195.0,175.0,1.0,0.052779783,125.28478
3.1,193.50145,111.0,471.0,155.0,139.0,1.0,0.052779783,99.51636
3.2,153.68628,87.0,376.0,124.0,112.0,1.0,0.052779783,79.023125
3.3,122.06606,67.0,299.0,98.0,87.0,1.0,0.052779783,62.756226
3.4,96.95828,52.0,239.0,78.0,67.0,1.0,0.052779783,49.842815
3.5,77.02766,39.0,189.0,62.0,56.0,1.0,0.052779783,39.598774
3.6,61.154404,30.0,151.0,50.0,48.0,1.0,0.052779783,31.44379
3.7,48.555073,23.0,121.0,39.0,36.0,1.0,0.052779783,24.971498
3.8,38.557148,17.0,98.0,31.0,29.0,1.0,0.052779783,19.826624
3.9,30.598864,12.0,78.0,25.0,21.0,1.0,0.052779783,15.724783
4.0,24.276281,9.0,63.0,20.0,19.0,1.0,0.052779783,12.485974
4.1,19.272997,7.0,50.0,16.0,14.0,1.0,0.052779783,9.911245
4.2,15.293033,5.0,41.0,12.0,10.0,0.99990976,0.052779783,7.8570037
4.3,12.142022,3.0,33.0,10.0,8.0,0.9994946,0.052779783,6.23787
4.4,9.642744,2.0,27.0,8.0,6.0,0.99801445,0.052779783,4.953231
4.5,7.644621,1.0,22.0,6.0,5.0,0.9933755,0.052779783,3.9273646
4.6,6.0616965,1.0,18.0,5.0,4.0,0.98144406,0.052779783,3.1151445
4.7,4.8020034,0.0,15.0,4.0,3.0,0.9591155,0.052779783,2.4678159
4.8,3.8005958,0.0,12.0,3.0,2.0,0.92243683,0.052779783,1.9522202
4.9,3.0062816,0.0,10.0,2.0,1.0,0.87041515,0.052779783,1.5440614
5.0,2.3755414,0.0,9.0,2.0,1.0,0.80546933,0.052779783,1.2201985
5.1,1.8720217,0.0,7.0,1.0,1.0,0.7296931,0.052779783,0.96202165
5.2,1.473935,0.0,6.0,1.0,0.0,0.6477437,0.052779783,0.7567329
5.3,1.158231,0.0,5.0,1.0,0.0,0.56416965,0.052779783,0.5935559
5.4,0.906787,0.0,4.0,0.0,0.0,0.48433214,0.052779783,0.46444044
5.5,0.70691335,0.0,4.0,0.0,0.0,0.40889892,0.052779783,0.36238268
5.6,0.5491336,0.0,3.0,0.0,0.0,0.34037906,0.052779783,0.28270757
5.7,0.42409748,0.0,3.0,0.0,0.0,0.2791336,0.052779783,0.21940432
5.8,0.3225993,0.0,2.0,0.0,0.0,0.22444044,0.052779783,0.16651624
5.9,0.24406137,0.0,2.0,0.0,0.0,0.17794223,0.052761734,0.1254332
6.0,0.18734658,0.0,2.0,0.0,0.0,0.14120938,0.05272563,0.09525271
6.1,0.1351444,0.0,1.0,0.0,0.0,0.1064982,0.04532491,0.06911553
6.2,0.089440435,0.0,1.0,0.0,0.0,0.073610105,0.035451263,0.04566787
6.3,0.06619134,0.0,1.0,0.0,0.0,0.05637184,0.029530685,0.03438628
6.4,0.05063177,0.0,1.0,0.0,0.0,0.043826714,0.025920577,0.02631769
6.5,0.038176894,0.0,1.0,0.0,0.0,0.03330325,0.021714801,0.01965704
6.6,0.03140794,0.0,1.0,0.0,0.0,0.028212996,0.019765344,0.016768953
6.7,0.025415162,0.0,0.0,0.0,0.0,0.023086643,0.016931407,0.01366426
6.8,0.02032491,0.0,0.0,0.0,0.0,0.018754512,0.014458484,0.011028881
6.9,0.015234657,0.0,0.0,0.0,0.0,0.014566787,0.011931408,0.008465704
7.0,0.011967509,0.0,0.0,0.0,0.0,0.011534296,0.010036101,0.0064801443
7.1,0.009729242,0.0,0.0,0.0,0.0,0.009476534,0.00866426,0.005306859
7.2,0.0075270757,0.0,0.0,0.0,0.0,0.0073826713,0.006967509,0.004097473
7.3,0.0052888086,0.0,0.0,0.0,0.0,0.0051805056,0.0049819495,0.00299639
7.4,0.004765343,0.0,0.0,0.0,0.0,0.0046931407,0.004638989,0.0027436824
7.5,0.0038086642,0.0,0.0,0.0,0.0,0.003772563,0.003772563,0.0021480145
7.6,0.001967509,0.0,0.0,0.0,0.0,0.001931408,0.001931408,0.0010649819
7.7,7.942238E-4,0.0,0.0,0.0,0.0,7.942238E-4,7.942238E-4,3.971119E-4
7.8,5.595668E-4,0.0,0.0,0.0,0.0,5.595668E-4,5.595668E-4,3.068592E-4
7.9,3.6101084E-4,0.0,0.0,0.0,0.0,3.6101084E-4,3.6101084E-4,1.6245487E-4
8.0,1.0830325E-4,0.0,0.0,0.0,0.0,1.0830325E-4,1.0830325E-4,9.025271E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
