Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,292.22385,207.0,625.0,253.0,243.0,1.0,0.0,205.67355
2.6,231.91602,161.0,483.0,201.0,197.0,1.0,0.0,163.31798
2.7,184.24821,125.0,386.0,159.0,160.0,1.0,0.0,129.62445
2.8,146.29767,98.0,306.0,127.0,121.0,1.0,0.0,102.9448
2.9,116.18185,76.0,246.0,101.0,96.0,1.0,0.0,81.68439
3.0,92.227905,59.0,195.0,80.0,73.0,1.0,0.0,64.85676
3.1,73.19641,45.0,153.0,63.0,63.0,1.0,0.0,51.506264
3.2,58.039284,34.0,123.0,51.0,47.0,1.0,0.0,40.82662
3.3,46.17372,26.0,100.0,40.0,42.0,1.0,0.0,32.443615
3.4,36.614292,20.0,78.0,32.0,30.0,1.0,0.0,25.700644
3.5,29.095835,14.0,63.0,26.0,26.0,1.0,0.0,20.423975
3.6,23.130714,11.0,51.0,20.0,18.0,1.0,0.0,16.245174
3.7,18.391466,8.0,42.0,16.0,16.0,1.0,0.0,12.911277
3.8,14.613275,6.0,34.0,13.0,11.0,1.0,0.0,10.241111
3.9,11.576363,4.0,27.0,10.0,9.0,1.0,0.0,8.100575
4.0,9.203183,3.0,22.0,8.0,7.0,0.9993227,0.0,6.415171
4.1,7.309177,2.0,18.0,6.0,5.0,0.99593633,0.0,5.0951576
4.2,5.810701,1.0,15.0,5.0,4.0,0.9867931,0.0,4.0548596
4.3,4.58212,0.0,13.0,4.0,3.0,0.9647816,0.0,3.1815102
4.4,3.622418,0.0,10.0,3.0,3.0,0.93565863,0.0,2.506265
4.5,2.8665764,0.0,9.0,2.0,2.0,0.8940061,0.0,1.988825
4.6,2.267186,0.0,7.0,2.0,1.0,0.8354216,0.0,1.5733153
4.7,1.8120556,0.0,6.0,1.0,1.0,0.7680325,0.0,1.2533017
4.8,1.4412462,0.0,5.0,1.0,1.0,0.6881138,0.0,0.99288857
4.9,1.1517102,0.0,5.0,1.0,0.0,0.61056554,0.0,0.786319
5.0,0.9177108,0.0,4.0,1.0,0.0,0.53369457,0.0,0.62377244
5.1,0.7277345,0.0,3.0,0.0,0.0,0.4578395,0.0,0.49339655
5.2,0.5790721,0.0,3.0,0.0,0.0,0.3826617,0.0,0.39248222
5.3,0.45072806,0.0,3.0,0.0,0.0,0.31053168,0.0,0.30545208
5.4,0.3599729,0.0,2.0,0.0,0.0,0.25634947,0.0,0.2451744
5.5,0.27971554,0.0,2.0,0.0,0.0,0.20826279,0.0,0.19065358
5.6,0.22621064,0.0,2.0,0.0,0.0,0.17202845,0.0,0.15645106
5.7,0.17913985,0.0,2.0,0.0,0.0,0.13816458,0.0,0.12563495
5.8,0.13613275,0.0,1.0,0.0,0.0,0.10802574,0.0,0.09481883
5.9,0.11141212,0.0,1.0,0.0,0.0,0.090077884,0.0,0.07754826
6.0,0.086014226,0.0,1.0,0.0,0.0,0.07213004,0.0,0.062648155
6.1,0.06806637,0.0,1.0,0.0,0.0,0.056891296,0.0,0.049441244
6.2,0.054182187,0.0,1.0,0.0,0.0,0.045038942,0.0,0.037250254
6.3,0.04334575,0.0,1.0,0.0,0.0,0.037588894,0.0,0.029461564
6.4,0.03555706,0.0,1.0,0.0,0.0,0.031832036,0.0,0.0253979
6.5,0.030138843,0.0,1.0,0.0,0.0,0.027768372,0.0,0.021334236
6.6,0.0253979,0.0,0.0,0.0,0.0,0.023366068,0.0,0.016931934
6.7,0.019641044,0.0,0.0,0.0,0.0,0.017947849,0.0,0.012190992
6.8,0.013884186,0.0,0.0,0.0,0.0,0.013545547,0.0,0.009481883
6.9,0.010836437,0.0,0.0,0.0,0.0,0.010497799,0.0,0.007111412
7.0,0.0074500507,0.0,0.0,0.0,0.0,0.0074500507,0.0,0.0044023027
7.1,0.0047409413,0.0,0.0,0.0,0.0,0.0047409413,0.0,0.0027091093
7.2,0.0033863867,0.0,0.0,0.0,0.0,0.0033863867,0.0,0.0016931933
7.3,0.0027091093,0.0,0.0,0.0,0.0,0.0027091093,0.0,0.0013545547
7.4,0.002031832,0.0,0.0,0.0,0.0,0.002031832,0.0,0.001015916
7.5,0.0016931933,0.0,0.0,0.0,0.0,0.0016931933,0.0,6.7727733E-4
7.6,0.0013545547,0.0,0.0,0.0,0.0,0.0013545547,0.0,3.3863867E-4
7.7,6.7727733E-4,0.0,0.0,0.0,0.0,6.7727733E-4,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
