Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2215.0818,1756.0,4320.0,2008.0,1897.0,1.0,0.14919356,1431.3029
2.6,1759.2837,1388.0,3436.0,1596.0,1541.0,1.0,0.14919356,1136.7445
2.7,1397.2406,1099.0,2734.0,1268.0,1251.0,1.0,0.14919356,902.5794
2.8,1109.8563,867.0,2172.0,1008.0,984.0,1.0,0.14919356,716.87866
2.9,881.6984,685.0,1733.0,801.0,769.0,1.0,0.14919356,569.5546
3.0,700.333,540.0,1380.0,637.0,603.0,1.0,0.14919356,452.37405
3.1,556.12787,425.0,1098.0,506.0,489.0,1.0,0.14919356,359.2241
3.2,441.7955,335.0,871.0,403.0,392.0,1.0,0.14919356,285.34628
3.3,350.95242,262.0,695.0,320.0,305.0,1.0,0.14919356,226.64551
3.4,278.71384,206.0,546.0,254.0,239.0,1.0,0.14919356,179.99084
3.5,221.31041,160.0,436.0,202.0,190.0,1.0,0.14919356,142.90063
3.6,175.75662,124.0,347.0,161.0,156.0,1.0,0.14919356,113.46159
3.7,139.56718,97.0,274.0,128.0,123.0,1.0,0.14919356,90.13498
3.8,110.78486,75.0,218.0,102.0,98.0,1.0,0.14919356,71.5365
3.9,87.99877,57.0,174.0,81.0,79.0,1.0,0.14919356,56.816704
4.0,69.89489,44.0,140.0,64.0,64.0,1.0,0.14919356,45.12377
4.1,55.517563,34.0,112.0,51.0,47.0,1.0,0.14919356,35.829414
4.2,44.05686,26.0,88.0,41.0,41.0,1.0,0.14919356,28.441498
4.3,34.99665,19.0,71.0,32.0,29.0,1.0,0.14919356,22.592468
4.4,27.771938,14.0,56.0,26.0,25.0,1.0,0.14919356,17.93111
4.5,22.033556,10.0,45.0,20.0,20.0,1.0,0.14919356,14.228472
4.6,17.463915,8.0,37.0,16.0,15.0,1.0,0.14919356,11.273851
4.7,13.831466,5.0,29.0,13.0,11.0,0.99993163,0.14919356,8.925916
4.8,10.956533,4.0,24.0,10.0,9.0,0.99979496,0.14919356,7.076818
4.9,8.649945,2.0,20.0,8.0,7.0,0.99904317,0.14919356,5.5861125
5.0,6.843357,2.0,16.0,6.0,6.0,0.9963778,0.14919356,4.4169626
5.1,5.40801,1.0,13.0,5.0,4.0,0.98762983,0.14919356,3.4861262
5.2,4.2608666,0.0,11.0,4.0,3.0,0.9673319,0.14919356,2.743849
5.3,3.3442454,0.0,9.0,3.0,2.0,0.93609893,0.14919356,2.1531575
5.4,2.6107845,0.0,8.0,2.0,2.0,0.88655,0.14919356,1.6869191
5.5,2.0299344,0.0,6.0,2.0,1.0,0.82100874,0.14919356,1.3124658
5.6,1.5647211,0.0,5.0,1.0,1.0,0.7385183,0.14919356,1.0128485
5.7,1.1987425,0.0,5.0,1.0,0.0,0.6443412,0.14919356,0.77713233
5.8,0.90862495,0.0,4.0,1.0,0.0,0.5483871,0.14919356,0.58946145
5.9,0.6776244,0.0,3.0,0.0,0.0,0.4517496,0.14919356,0.43767086
6.0,0.51647073,0.0,3.0,0.0,0.0,0.36816567,0.1491252,0.33064517
6.1,0.37677693,0.0,2.0,0.0,0.0,0.28649536,0.12896392,0.2424139
6.2,0.24473757,0.0,2.0,0.0,0.0,0.19935757,0.09814106,0.15718973
6.3,0.18439038,0.0,1.0,0.0,0.0,0.15712138,0.08406233,0.12007928
6.4,0.1383953,0.0,1.0,0.0,0.0,0.11973756,0.072922364,0.089051396
6.5,0.10511208,0.0,1.0,0.0,0.0,0.09219519,0.06349098,0.06759158
6.6,0.08706944,0.0,1.0,0.0,0.0,0.078731544,0.059117004,0.05795517
