Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,512.64594,445.0,642.0,496.0,495.0,1.0,0.056,457.51047
2.6,407.2068,349.0,512.0,394.0,392.0,1.0,0.056,363.38644
2.7,323.48468,274.0,410.0,313.0,311.0,1.0,0.056,288.6826
2.8,256.98785,214.0,328.0,249.0,248.0,1.0,0.056,229.3404
2.9,204.07216,167.0,261.0,198.0,197.0,1.0,0.056,182.11299
3.0,162.09206,130.0,208.0,157.0,159.0,1.0,0.056,144.65128
3.1,128.78111,101.0,167.0,125.0,122.0,1.0,0.056,114.91888
3.2,102.30304,78.0,135.0,99.0,98.0,1.0,0.056,91.286
3.3,81.27395,61.0,109.0,79.0,78.0,1.0,0.056,72.52728
3.4,64.5144,46.0,88.0,63.0,63.0,1.0,0.056,57.576614
3.5,51.234905,35.0,72.0,50.0,50.0,1.0,0.056,45.715626
3.6,40.67952,27.0,58.0,39.0,39.0,1.0,0.056,36.295734
3.7,32.29619,20.0,48.0,31.0,31.0,1.0,0.056,28.821493
3.8,25.64416,15.0,39.0,25.0,23.0,1.0,0.056,22.887466
3.9,20.363707,11.0,32.0,20.0,20.0,1.0,0.056,18.167654
4.0,16.183626,8.0,27.0,16.0,15.0,1.0,0.056,14.437173
4.1,12.847787,6.0,22.0,12.0,12.0,1.0,0.056,11.460667
4.2,10.194027,4.0,18.0,10.0,9.0,0.99992,0.056,9.09504
4.3,8.093547,3.0,15.0,8.0,7.0,0.99946666,0.056,7.22264
4.4,6.4219465,2.0,13.0,6.0,6.0,0.99725336,0.056,5.73336
4.5,5.0994935,1.0,11.0,5.0,4.0,0.9913333,0.056,4.5506134
4.6,4.0455465,1.0,9.0,4.0,3.0,0.9771733,0.056,3.6114132
4.7,3.20504,0.0,8.0,3.0,3.0,0.94968,0.056,2.86136
4.8,2.53368,0.0,7.0,2.0,2.0,0.9057867,0.056,2.26408
4.9,2.0073066,0.0,6.0,2.0,1.0,0.8458933,0.056,1.79456
5.0,1.5885067,0.0,5.0,1.0,1.0,0.77288,0.056,1.41872
5.1,1.2534133,0.0,4.0,1.0,1.0,0.692,0.056,1.12088
5.2,0.9844267,0.0,4.0,1.0,0.0,0.60528,0.056,0.8816533
5.3,0.77394664,0.0,3.0,1.0,0.0,0.51976,0.056,0.69274664
5.4,0.60696,0.0,3.0,0.0,0.0,0.43706667,0.056,0.54304
5.5,0.47453332,0.0,2.0,0.0,0.0,0.36402667,0.056,0.42504
5.6,0.37224,0.0,2.0,0.0,0.0,0.30096,0.055973332,0.33493334
5.7,0.28850666,0.0,2.0,0.0,0.0,0.2428,0.055973332,0.25997335
5.8,0.22261333,0.0,1.0,0.0,0.0,0.19424,0.055973332,0.20032
5.9,0.17066666,0.0,1.0,0.0,0.0,0.15264,0.055973332,0.15336
6.0,0.13184,0.0,1.0,0.0,0.0,0.119946666,0.055946667,0.11832
6.1,0.10248,0.0,1.0,0.0,0.0,0.094746664,0.05224,0.09245333
6.2,0.067786664,0.0,1.0,0.0,0.0,0.0636,0.039146665,0.061226666
6.3,0.051413335,0.0,1.0,0.0,0.0,0.048986666,0.032853335,0.0468
6.4,0.04002667,0.0,1.0,0.0,0.0,0.03816,0.028453333,0.036426667
6.5,0.031626668,0.0,1.0,0.0,0.0,0.030373333,0.02496,0.02912
6.6,0.027226666,0.0,1.0,0.0,0.0,0.026693333,0.022746667,0.025306666
6.7,0.02368,0.0,0.0,0.0,0.0,0.023253333,0.02032,0.021973334
6.8,0.020346666,0.0,0.0,0.0,0.0,0.020053333,0.017946666,0.018986667
6.9,0.01664,0.0,0.0,0.0,0.0,0.016506666,0.01496,0.0156
7.0,0.0145333335,0.0,0.0,0.0,0.0,0.014426666,0.013253333,0.013653333
7.1,0.013173333,0.0,0.0,0.0,0.0,0.013066667,0.012293333,0.0124
7.2,0.01,0.0,0.0,0.0,0.0,0.00992,0.009573333,0.009386667
7.3,0.0070133335,0.0,0.0,0.0,0.0,0.00696,0.0067733335,0.0065066665
7.4,0.0061066668,0.0,0.0,0.0,0.0,0.006053333,0.0059466665,0.005626667
7.5,0.0048533333,0.0,0.0,0.0,0.0,0.0048,0.0047466666,0.0044533336
7.6,0.0026133333,0.0,0.0,0.0,0.0,0.0025866667,0.0025866667,0.0023733333
7.7,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,8.0E-4,7.2E-4
7.8,5.6E-4,0.0,0.0,0.0,0.0,5.6E-4,5.6E-4,5.0666666E-4
7.9,2.6666667E-4,0.0,0.0,0.0,0.0,2.6666667E-4,2.6666667E-4,2.1333333E-4
8.0,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,8.0E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
