Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,4383.4287,2963.0,12903.0,3632.0,3444.0,1.0,0.32241714,2085.4956
2.6,3481.8066,2354.0,10274.0,2888.0,2609.0,1.0,0.32241714,1656.7139
2.7,2766.366,1863.0,8198.0,2294.0,2020.0,1.0,0.32241714,1315.7996
2.8,2197.6982,1474.0,6473.0,1822.0,1657.0,1.0,0.32241714,1045.742
2.9,1745.632,1167.0,5115.0,1448.0,1321.0,1.0,0.32241714,830.57544
3.0,1386.9197,923.0,4039.0,1149.0,1082.0,1.0,0.32241714,659.8873
3.1,1101.5424,730.0,3251.0,915.0,869.0,1.0,0.32241714,524.50525
3.2,875.5197,579.0,2589.0,727.0,679.0,1.0,0.32241714,416.92358
3.3,695.50134,455.0,2060.0,577.0,521.0,1.0,0.32241714,331.2955
3.4,552.5415,358.0,1637.0,459.0,459.0,1.0,0.32241714,263.1033
3.5,438.65927,282.0,1300.0,365.0,349.0,1.0,0.32241714,208.75517
3.6,348.28616,221.0,1030.0,290.0,268.0,1.0,0.32241714,165.70526
3.7,276.59415,173.0,814.0,231.0,215.0,1.0,0.32241714,131.60623
3.8,219.72281,135.0,650.0,184.0,167.0,1.0,0.32241714,104.63275
3.9,174.52008,104.0,520.0,146.0,140.0,1.0,0.32241714,83.17895
4.0,138.60663,81.0,413.0,116.0,107.0,1.0,0.32241714,66.053024
4.1,110.01637,63.0,330.0,93.0,89.0,1.0,0.32241714,52.381287
4.2,87.39883,48.0,258.0,74.0,66.0,1.0,0.32241714,41.691227
4.3,69.44483,37.0,203.0,59.0,55.0,1.0,0.32241714,33.138012
4.4,54.982456,28.0,162.0,46.0,42.0,1.0,0.32241714,26.236647
4.5,43.60156,21.0,128.0,37.0,34.0,1.0,0.32241714,20.794931
4.6,34.62105,15.0,101.0,29.0,25.0,1.0,0.32241714,16.499025
4.7,27.53918,11.0,82.0,24.0,21.0,1.0,0.32241714,13.090448
4.8,21.826511,8.0,66.0,19.0,16.0,1.0,0.32241714,10.348538
4.9,17.296297,6.0,53.0,15.0,14.0,1.0,0.32241714,8.207797
5.0,13.660429,4.0,42.0,12.0,10.0,1.0,0.32241714,6.4764132
5.1,10.808577,3.0,34.0,9.0,9.0,1.0,0.32241714,5.1606236
5.2,8.495517,2.0,27.0,7.0,6.0,0.99883044,0.32241714,4.065497
