Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1487.1227,1204.0,2951.0,1352.0,1301.0,1.0,0.14432384,1064.591
2.6,1181.2262,951.0,2349.0,1075.0,1057.0,1.0,0.14432384,845.5664
2.7,938.31866,751.0,1868.0,854.0,830.0,1.0,0.14432384,671.6777
2.8,745.30194,592.0,1484.0,679.0,657.0,1.0,0.14432384,533.51184
2.9,591.9557,466.0,1179.0,540.0,519.0,1.0,0.14432384,423.75134
3.0,470.21713,366.0,936.0,430.0,417.0,1.0,0.14432384,336.6337
3.1,373.4871,288.0,744.0,342.0,329.0,1.0,0.14432384,267.37418
3.2,296.66437,225.0,591.0,272.0,268.0,1.0,0.14432384,212.37222
3.3,235.62814,176.0,470.0,216.0,207.0,1.0,0.14432384,168.702
3.4,187.06683,137.0,374.0,172.0,167.0,1.0,0.14432384,133.9515
3.5,148.5675,107.0,296.0,137.0,132.0,1.0,0.14432384,106.368576
3.6,117.95098,83.0,237.0,109.0,107.0,1.0,0.14432384,84.452385
3.7,93.675964,64.0,188.0,86.0,84.0,1.0,0.14432384,67.05822
3.8,74.35541,49.0,150.0,68.0,66.0,1.0,0.14432384,53.23744
3.9,59.046886,37.0,119.0,54.0,53.0,1.0,0.14432384,42.26605
4.0,46.879948,28.0,95.0,43.0,43.0,1.0,0.14432384,33.564396
4.1,37.218613,22.0,76.0,34.0,32.0,1.0,0.14432384,26.645428
4.2,29.540195,16.0,61.0,27.0,26.0,1.0,0.14432384,21.149359
4.3,23.44,12.0,49.0,22.0,20.0,1.0,0.14432384,16.780302
4.4,18.590534,9.0,39.0,17.0,17.0,1.0,0.14432384,13.311014
4.5,14.745694,6.0,32.0,14.0,12.0,0.9999822,0.14432384,10.555
4.6,11.69637,4.0,26.0,11.0,10.0,0.999911,0.14432384,8.36605
4.7,9.264448,3.0,21.0,8.0,8.0,0.999484,0.14432384,6.624751
4.8,7.3357472,2.0,17.0,7.0,6.0,0.9975623,0.14432384,5.249591
4.9,5.804822,1.0,14.0,5.0,5.0,0.99201065,0.14432384,4.1606584
5.0,4.5880785,1.0,12.0,4.0,3.0,0.97827405,0.14432384,3.2875445
5.1,3.622598,0.0,10.0,3.0,3.0,0.9530071,0.14432384,2.5972064
5.2,2.8525622,0.0,8.0,2.0,2.0,0.9130249,0.14432384,2.0483985
5.3,2.2419572,0.0,7.0,2.0,1.0,0.85535586,0.14432384,1.6103915
5.4,1.7597865,0.0,6.0,1.0,1.0,0.7814947,0.14432384,1.264395
5.5,1.3780961,0.0,5.0,1.0,1.0,0.699395,0.14432384,0.9914413
5.6,1.073096,0.0,4.0,1.0,0.0,0.61014235,0.14430605,0.77494663
5.7,0.83010674,0.0,3.0,1.0,0.0,0.5217972,0.14430605,0.60048044
5.8,0.63793594,0.0,3.0,0.0,0.0,0.43569395,0.14430605,0.46176156
5.9,0.4866192,0.0,2.0,0.0,0.0,0.3577936,0.14428826,0.35345197
6.0,0.37886122,0.0,2.0,0.0,0.0,0.29266903,0.14423488,0.27482206
6.1,0.2891815,0.0,2.0,0.0,0.0,0.2347153,0.13243772,0.21238434
6.2,0.19051601,0.0,1.0,0.0,0.0,0.16346975,0.10064057,0.14076513
6.3,0.14359431,0.0,1.0,0.0,0.0,0.12731317,0.08412811,0.10665481
6.4,0.11158363,0.0,1.0,0.0,0.0,0.099412814,0.07245552,0.08236655
6.5,0.087259784,0.0,1.0,0.0,0.0,0.07912812,0.06259786,0.06553381
