Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,72.0,147.93745,132.0,123.0,73.0,2507.0,99.0,113.0,169.0,303.0
2.65,50.0,117.53239,105.0,98.0,55.0,2000.0,77.0,89.0,135.0,241.0
2.75,48.0,93.31493,83.0,77.0,37.0,1591.0,60.0,70.0,107.0,192.0
2.85,30.0,74.15491,66.0,62.0,31.0,1219.0,46.0,55.0,86.0,153.0
2.95,20.0,58.92968,53.0,49.0,23.0,1000.0,36.0,43.0,69.0,122.0
3.05,18.0,46.78224,42.0,39.0,12.0,805.0,27.0,34.0,55.0,97.0
3.15,11.0,37.1069,33.0,31.0,7.0,668.0,21.0,26.0,44.0,78.0
3.25,11.0,29.50381,27.0,26.0,5.0,522.0,16.0,21.0,36.0,62.0
3.35,8.0,23.42842,21.0,20.0,3.0,423.0,12.0,16.0,29.0,50.0
3.45,11.0,18.61806,17.0,15.0,2.0,314.0,9.0,12.0,23.0,40.0
3.55,12.0,14.80786,13.0,12.0,1.0,243.0,6.0,9.0,19.0,32.0
3.65,2.0,11.74954,11.0,10.0,0.0,198.0,4.0,7.0,15.0,26.0
3.75,3.0,9.32161,8.0,8.0,0.0,170.0,3.0,5.0,13.0,21.0
3.85,1.0,7.41116,7.0,6.0,0.0,134.0,2.0,4.0,10.0,17.0
3.95,5.0,5.87685,5.0,5.0,0.0,100.0,1.0,3.0,8.0,14.0
4.05,0.0,4.66846,4.0,4.0,0.0,78.0,1.0,2.0,7.0,11.0
4.15,0.0,3.71136,3.0,3.0,0.0,80.0,0.0,2.0,6.0,10.0
4.25,0.0,2.95195,3.0,2.0,0.0,48.0,0.0,1.0,5.0,8.0
4.35,1.0,2.3409,2.0,2.0,0.0,49.0,0.0,1.0,4.0,7.0
4.45,0.0,1.86623,2.0,1.0,0.0,28.0,0.0,0.0,3.0,6.0
4.55,0.0,1.47763,1.0,1.0,0.0,26.0,0.0,0.0,3.0,5.0
4.65,0.0,1.16837,1.0,1.0,0.0,25.0,0.0,0.0,2.0,4.0
