Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.056379996,0.057847656,0.039
6.1,0.056379996,0.057847656,0.035
6.2,0.040352356,0.041512124,0.025
6.3,0.03800251,0.03913385,0.023
6.4,0.03653733,0.037656743,0.021
6.5,0.03266122,0.033725377,0.018
6.6,0.030461147,0.031500753,0.018
6.7,0.027150687,0.028122062,0.015
6.8,0.02317657,0.02406618,0.013
6.9,0.019483525,0.020283563,0.011
7.0,0.015299807,0.01595366,0.009
7.1,0.011427626,0.011945428,0.007
7.2,0.0078734625,0.008247374,0.003
7.3,0.0048670513,0.0051080575,0.001
7.4,8.116137E-4,8.3499384E-4,0.0
