Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.02953276,0.017885394,0.0055555557
6.1,0.02953276,0.017885394,0.0055555557
6.2,0.02953276,0.017885394,0.0055555557
6.3,0.027392931,0.015699496,0.0055555557
6.4,0.027392931,0.015699496,0.0055555557
6.5,0.027392931,0.015699496,0.0055555557
6.6,0.027392931,0.015699496,0.0055555557
6.7,0.024281556,0.013268605,0.0055555557
6.8,0.022075787,0.011598961,0.0055555557
6.9,0.019979808,0.010353591,0.0055555557
7.0,0.01762848,0.009034015,0.0055555557
7.1,0.014487443,0.0077800234,0.0055555557
7.2,0.00997365,0.0055214944,0.0055555557
7.3,0.006865244,0.004422219,0.0055555557
7.4,0.004664585,0.0034058366,0.0055555557
7.5,0.00352852,0.0025183219,0.0055555557
7.6,6.708552E-4,4.6790883E-4,0.0
