Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,52.03354,31.0,93.0,46.0,44.0,1.0,0.00428,39.77518
2.6,41.33104,23.0,75.0,37.0,35.0,1.0,0.00428,31.594
2.7,32.82558,18.0,60.0,29.0,27.0,1.0,0.00428,25.09032
2.8,26.07385,13.0,49.0,23.0,22.0,1.0,0.00428,19.92728
2.9,20.71413,10.0,39.0,18.0,17.0,1.0,0.00428,15.83033
3.0,16.45168,7.0,32.0,15.0,14.0,1.0,0.00428,12.57378
3.1,13.06869,5.0,26.0,12.0,11.0,0.99997,0.00428,9.98815
3.2,10.38396,3.0,21.0,9.0,8.0,0.99968,0.00428,7.93752
3.3,8.24993,2.0,18.0,7.0,6.0,0.99853,0.00428,6.30517
3.4,6.55709,1.0,15.0,6.0,5.0,0.99479,0.00428,5.01064
3.5,5.20413,1.0,12.0,4.0,4.0,0.98487,0.00428,3.97649
3.6,4.13549,0.0,10.0,4.0,3.0,0.96525,0.00428,3.16168
3.7,3.28653,0.0,9.0,3.0,2.0,0.93272,0.00428,2.51188
3.8,2.60853,0.0,7.0,2.0,2.0,0.88352,0.00428,1.99523
3.9,2.07414,0.0,6.0,2.0,1.0,0.81903,0.00428,1.58452
4.0,1.64687,0.0,5.0,1.0,1.0,0.74482,0.00428,1.25714
4.1,1.30696,0.0,5.0,1.0,0.0,0.6638,0.00428,0.99723
4.2,1.03601,0.0,4.0,1.0,0.0,0.58003,0.00428,0.78968
4.3,0.82112,0.0,3.0,0.0,0.0,0.49836,0.00428,0.6259
4.4,0.65247,0.0,3.0,0.0,0.0,0.42424,0.00428,0.4973
4.5,0.51724,0.0,3.0,0.0,0.0,0.35609,0.00428,0.39441
4.6,0.41013,0.0,2.0,0.0,0.0,0.296,0.00428,0.31273
4.7,0.32518,0.0,2.0,0.0,0.0,0.24392,0.00428,0.24846
4.8,0.25735,0.0,2.0,0.0,0.0,0.20006,0.00428,0.19668
4.9,0.20439,0.0,2.0,0.0,0.0,0.16279,0.00428,0.15608
5.0,0.16051,0.0,1.0,0.0,0.0,0.131,0.00428,0.12257
5.1,0.12675,0.0,1.0,0.0,0.0,0.10564,0.00428,0.09681
5.2,0.10054,0.0,1.0,0.0,0.0,0.08502,0.00428,0.07663
5.3,0.07784,0.0,1.0,0.0,0.0,0.06698,0.00428,0.05943
5.4,0.06128,0.0,1.0,0.0,0.0,0.05365,0.00428,0.04685
5.5,0.04739,0.0,1.0,0.0,0.0,0.04192,0.00428,0.03617
5.6,0.03681,0.0,1.0,0.0,0.0,0.03298,0.00428,0.02817
5.7,0.02828,0.0,1.0,0.0,0.0,0.02552,0.00428,0.02155
5.8,0.02148,0.0,0.0,0.0,0.0,0.01963,0.00428,0.01635
5.9,0.01656,0.0,0.0,0.0,0.0,0.01525,0.00428,0.01252
6.0,0.01252,0.0,0.0,0.0,0.0,0.01157,0.00428,0.00937
6.1,0.00925,0.0,0.0,0.0,0.0,0.0086,0.00363,0.00704
6.2,0.00618,0.0,0.0,0.0,0.0,0.00585,0.00284,0.00478
6.3,0.0046,0.0,0.0,0.0,0.0,0.0044,0.00237,0.00354
6.4,0.00329,0.0,0.0,0.0,0.0,0.00314,0.00196,0.00246
6.5,0.00254,0.0,0.0,0.0,0.0,0.00243,0.00158,0.00195
6.6,0.00213,0.0,0.0,0.0,0.0,0.00207,0.00148,0.00167
6.7,0.00167,0.0,0.0,0.0,0.0,0.00164,0.00127,0.00129
6.8,0.00146,0.0,0.0,0.0,0.0,0.00145,0.00115,0.00114
6.9,0.00112,0.0,0.0,0.0,0.0,0.00112,9.5E-4,9.0E-4
7.0,8.8E-4,0.0,0.0,0.0,0.0,8.8E-4,7.6E-4,7.2E-4
7.1,7.6E-4,0.0,0.0,0.0,0.0,7.6E-4,7.1E-4,6.2E-4
7.2,5.8E-4,0.0,0.0,0.0,0.0,5.8E-4,5.4E-4,4.8E-4
7.3,3.7E-4,0.0,0.0,0.0,0.0,3.7E-4,3.5E-4,3.1E-4
7.4,3.2E-4,0.0,0.0,0.0,0.0,3.2E-4,3.2E-4,2.6E-4
7.5,2.5E-4,0.0,0.0,0.0,0.0,2.5E-4,2.5E-4,2.1E-4
7.6,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,1.0E-4
7.7,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,2.0E-5
7.8,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,2.0E-5
7.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
