Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1713.8289,1123.0,4680.0,1397.0,1283.0,1.0,0.126,853.00696
2.6,1361.3328,887.0,3719.0,1110.0,1009.0,1.0,0.126,677.63556
2.7,1081.3612,702.0,2953.0,883.0,812.0,1.0,0.126,538.28516
2.8,858.95734,553.0,2348.0,702.0,637.0,1.0,0.126,427.59958
2.9,682.29803,436.0,1870.0,558.0,519.0,1.0,0.126,339.64023
3.0,541.9358,343.0,1486.0,444.0,412.0,1.0,0.126,269.79092
3.1,430.40823,269.0,1177.0,353.0,326.0,1.0,0.126,214.28328
3.2,341.87616,211.0,938.0,280.0,251.0,1.0,0.126,170.20027
3.3,271.52838,165.0,743.0,223.0,205.0,1.0,0.126,135.19604
3.4,215.68723,129.0,591.0,177.0,167.0,1.0,0.126,107.4063
3.5,171.30685,100.0,468.0,141.0,133.0,1.0,0.126,85.31573
3.6,136.05562,78.0,374.0,112.0,102.0,1.0,0.126,67.75277
3.7,108.06837,60.0,297.0,89.0,79.0,1.0,0.126,53.81059
3.8,85.8247,46.0,236.0,71.0,64.0,1.0,0.126,42.74547
3.9,68.15254,35.0,188.0,57.0,50.0,1.0,0.126,33.94567
4.0,54.09796,27.0,150.0,45.0,40.0,1.0,0.126,26.94599
4.1,42.93014,20.0,119.0,36.0,32.0,1.0,0.126,21.3854
4.2,34.07501,15.0,95.0,28.0,24.0,1.0,0.126,16.96808
4.3,27.03549,11.0,76.0,22.0,20.0,1.0,0.126,13.45456
4.4,21.4543,8.0,61.0,18.0,16.0,1.0,0.126,10.67945
4.5,17.01242,6.0,49.0,14.0,12.0,0.99997,0.126,8.46675
4.6,13.47959,4.0,39.0,11.0,10.0,0.99985,0.126,6.70896
4.7,10.68124,3.0,31.0,9.0,7.0,0.99904,0.126,5.32019
4.8,8.45887,2.0,25.0,7.0,6.0,0.99603,0.126,4.21568
4.9,6.69123,1.0,21.0,5.0,4.0,0.98881,0.126,3.33454
5.0,5.2877,0.0,17.0,4.0,3.0,0.97267,0.126,2.63608
5.1,4.17842,0.0,14.0,3.0,2.0,0.94399,0.126,2.08413
5.2,3.29186,0.0,11.0,3.0,2.0,0.9008,0.126,1.64495
5.3,2.5861,0.0,9.0,2.0,1.0,0.84263,0.126,1.29289
5.4,2.02406,0.0,8.0,1.0,1.0,0.76998,0.126,1.0129
5.5,1.57958,0.0,6.0,1.0,0.0,0.68825,0.126,0.79101
5.6,1.22417,0.0,5.0,1.0,0.0,0.60101,0.126,0.61393
5.7,0.94631,0.0,4.0,1.0,0.0,0.51488,0.126,0.47484
5.8,0.72326,0.0,4.0,0.0,0.0,0.43093,0.126,0.36408
5.9,0.54638,0.0,3.0,0.0,0.0,0.35366,0.12597,0.2755
6.0,0.4244,0.0,3.0,0.0,0.0,0.29035,0.1259,0.21306
6.1,0.31159,0.0,2.0,0.0,0.0,0.22728,0.10736,0.15933
6.2,0.20551,0.0,2.0,0.0,0.0,0.16054,0.08368,0.10582
6.3,0.15498,0.0,1.0,0.0,0.0,0.12568,0.07105,0.08061
6.4,0.11843,0.0,1.0,0.0,0.0,0.09716,0.0609,0.06051
6.5,0.09159,0.0,1.0,0.0,0.0,0.07653,0.05178,0.04735
6.6,0.07345,0.0,1.0,0.0,0.0,0.06429,0.047,0.0398
6.7,0.06038,0.0,1.0,0.0,0.0,0.05367,0.04137,0.03299
6.8,0.04902,0.0,1.0,0.0,0.0,0.04469,0.03622,0.02749
6.9,0.03734,0.0,1.0,0.0,0.0,0.03507,0.0297,0.02166
7.0,0.03002,0.0,1.0,0.0,0.0,0.02861,0.02513,0.01769
7.1,0.02545,0.0,0.0,0.0,0.0,0.02458,0.02264,0.01528
7.2,0.01918,0.0,0.0,0.0,0.0,0.01868,0.01759,0.01128
7.3,0.01386,0.0,0.0,0.0,0.0,0.01353,0.01299,0.00803
7.4,0.01231,0.0,0.0,0.0,0.0,0.01201,0.01177,0.00719
7.5,0.00961,0.0,0.0,0.0,0.0,0.00938,0.00927,0.00565
7.6,0.00493,0.0,0.0,0.0,0.0,0.00481,0.00478,0.00292
7.7,0.00156,0.0,0.0,0.0,0.0,0.00155,0.00154,8.6E-4
7.8,0.00101,0.0,0.0,0.0,0.0,0.00101,0.001,5.6E-4
7.9,6.9E-4,0.0,0.0,0.0,0.0,6.9E-4,6.9E-4,3.7E-4
8.0,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.7E-4,9.0E-5
8.1,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
