Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,100 yr Probability,100 yr Supra-Seis Prob
5.0,8.2772,6.29,10.58,8.2,7.6,1.0,1.0
5.1,6.56522,4.98,8.45,6.5,6.43,1.0,1.0
5.2,5.2044,3.94,6.73,5.15,4.82,1.0,1.0
5.3,4.12392,3.1,5.32,4.08,4.0,1.0,1.0
5.4,3.26535,2.45,4.23,3.22,3.09,1.0,1.0
5.5,2.5843,1.92,3.39,2.55,2.51,1.0,1.0
5.6,2.04109,1.51,2.7,2.02,2.09,1.0,1.0
5.7,1.60819,1.17,2.13,1.59,1.51,1.0,1.0
5.8,1.26516,0.9,1.69,1.26,1.27,1.0,1.0
5.9,0.98268,0.69,1.33,0.97,0.89,1.0,1.0
6.0,0.79378,0.55,1.08,0.78,0.75,1.0,1.0
6.1,0.62543,0.42,0.87,0.62,0.66,1.0,1.0
6.2,0.50076,0.33,0.71,0.5,0.5,1.0,1.0
6.3,0.39978,0.25,0.58,0.39,0.35,1.0,1.0
6.4,0.32019,0.2,0.47,0.31,0.3,1.0,1.0
6.5,0.25119,0.15,0.37,0.25,0.23,1.0,1.0
6.6,0.1982,0.11,0.31,0.2,0.2,1.0,1.0
6.7,0.15471,0.08,0.25,0.15,0.16,1.0,1.0
6.8,0.12215,0.06,0.2,0.12,0.12,1.0,1.0
6.9,0.09642,0.04,0.16,0.09,0.09,1.0,1.0
7.0,0.07582,0.03,0.14,0.07,0.07,1.0,1.0
7.1,0.05821,0.02,0.11,0.06,0.05,1.0,1.0
7.2,0.0452,0.01,0.09,0.04,0.04,0.997,0.997
7.3,0.03644,0.01,0.07,0.03,0.03,0.994,0.994
7.4,0.02811,0.01,0.06,0.03,0.03,0.981,0.981
7.5,0.01934,0.0,0.05,0.02,0.01,0.938,0.937
7.6,0.01461,0.0,0.04,0.01,0.01,0.887,0.887
7.7,0.01006,0.0,0.03,0.01,0.01,0.757,0.757
7.8,0.00739,0.0,0.02,0.01,0.01,0.642,0.641
7.9,0.00419,0.0,0.01,0.0,0.0,0.404,0.404
8.0,0.00226,0.0,0.01,0.0,0.0,0.225,0.225
8.1,8.0E-4,0.0,0.01,0.0,0.0,0.08,0.08
8.2,2.8E-4,0.0,0.01,0.0,0.0,0.028,0.028
8.3,6.0E-5,0.0,0.0,0.0,0.0,0.006,0.006
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
