Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.025178261,0.025174823,0.022
6.1,0.025178261,0.025174823,0.022
6.2,0.025178261,0.025174823,0.022
6.3,0.025178261,0.025174823,0.022
6.4,0.025178261,0.025174823,0.022
6.5,0.016416937,0.016319461,0.012
6.6,0.016056862,0.015956001,0.012
6.7,0.013534125,0.013414911,0.007
6.8,0.01284709,0.012722229,0.007
6.9,0.011091897,0.010953943,0.007
7.0,0.010011095,0.009865658,0.007
7.1,0.008496585,0.008340969,0.006
7.2,0.0075095277,0.0073474026,0.006
7.3,0.006249431,0.0060789105,0.005
7.4,0.005052551,0.0048736585,0.004
7.5,0.0037367668,0.0035479881,0.004
7.6,0.002373172,0.0021728326,0.002
7.7,0.0011041958,8.914374E-4,0.001
7.8,5.150581E-4,2.9943415E-4,0.0
7.9,2.838065E-4,9.707622E-5,0.0
8.0,9.481456E-5,1.7790408E-5,0.0
