Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.13784198,0.1418215,0.088
6.1,0.13784198,0.1418215,0.088
6.2,0.13784198,0.1418215,0.088
6.3,0.07473393,0.07593712,0.041
6.4,0.07473393,0.07593712,0.041
6.5,0.06459564,0.06547615,0.032
6.6,0.04916491,0.049496178,0.027
6.7,0.03972137,0.039755184,0.021
6.8,0.03296164,0.032814786,0.016
6.9,0.016190905,0.01545656,0.009
7.0,0.011880912,0.0110694785,0.006
7.1,0.006727577,0.0058261994,0.003
7.2,0.0024576345,0.0014746297,0.001
7.3,0.0020553358,0.0010800927,0.001
7.4,0.0018491268,9.1262144E-4,0.001
7.5,0.0013741831,6.758051E-4,0.001
7.6,6.62403E-4,3.6319243E-4,0.001
