Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2208.948,294.0,9057.0,1410.0,549.0,1.0,0.13940212,1432.5371
2.6,1754.5404,234.0,7197.0,1119.0,565.0,1.0,0.13940212,1137.8956
2.7,1393.6073,185.0,5706.0,889.0,404.0,1.0,0.13940212,903.7733
2.8,1106.8754,146.0,4538.0,705.0,377.0,1.0,0.13940212,717.84326
2.9,879.2371,115.0,3610.0,560.0,191.0,1.0,0.13940212,570.1844
3.0,698.2831,91.0,2864.0,444.0,222.0,1.0,0.13940212,452.85583
3.1,554.7124,72.0,2263.0,353.0,173.0,1.0,0.13940212,359.75806
3.2,440.64642,57.0,1802.0,280.0,142.0,1.0,0.13940212,285.78485
3.3,349.99142,45.0,1430.0,223.0,121.0,1.0,0.13940212,227.008
3.4,278.06378,35.0,1138.0,177.0,77.0,1.0,0.13940212,180.33849
3.5,220.7962,28.0,906.0,141.0,67.0,1.0,0.13940212,143.21832
3.6,175.32309,22.0,721.0,112.0,52.0,1.0,0.13940212,113.73545
3.7,139.2168,17.0,572.0,89.0,35.0,1.0,0.13940212,90.30458
3.8,110.594734,13.0,454.0,70.0,30.0,1.0,0.13940212,71.75939
3.9,87.81839,10.0,360.0,56.0,30.0,0.9998962,0.13940212,56.957825
4.0,69.731094,8.0,288.0,44.0,18.0,0.9997232,0.13940212,45.215626
4.1,55.316345,6.0,229.0,35.0,16.0,0.9995502,0.13940212,35.871048
4.2,43.88959,4.0,181.0,28.0,13.0,0.9989966,0.13940212,28.462633
4.3,34.81143,3.0,144.0,22.0,10.0,0.9982354,0.13940212,22.575565
4.4,27.610027,2.0,115.0,18.0,9.0,0.9968168,0.13940212,17.900595
4.5,21.879213,1.0,91.0,14.0,7.0,0.9924573,0.13940212,14.184105
4.6,17.332607,1.0,72.0,11.0,6.0,0.98654073,0.13940212,11.238876
4.7,13.733755,1.0,58.0,9.0,3.0,0.97685283,0.13940212,8.901045
4.8,10.858661,0.0,46.0,7.0,3.0,0.9636011,0.13940212,7.03934
4.9,8.588714,0.0,37.0,5.0,2.0,0.9430143,0.13940212,5.5722094
5.0,6.776936,0.0,29.0,4.0,2.0,0.91824096,0.13940212,4.397481
5.1,5.3525705,0.0,24.0,3.0,1.0,0.88526744,0.13940212,3.4726663
5.2,4.2068367,0.0,19.0,3.0,1.0,0.84177566,0.13940212,2.7275622
5.3,3.2995987,0.0,15.0,2.0,0.0,0.79209054,0.13940212,2.140025
5.4,2.587295,0.0,12.0,2.0,0.0,0.73482805,0.13940212,1.6786381
5.5,2.0065048,0.0,9.0,1.0,0.0,0.67130303,0.13940212,1.3032316
5.6,1.5524877,0.0,8.0,1.0,0.0,0.6019307,0.13940212,1.0103106
5.7,1.194381,0.0,6.0,1.0,0.0,0.5318663,0.13940212,0.77956545
5.8,0.910802,0.0,5.0,0.0,0.0,0.45951837,0.13940212,0.5949069
5.9,0.68161374,0.0,4.0,0.0,0.0,0.38554424,0.13936752,0.4459553
6.0,0.51858,0.0,3.0,0.0,0.0,0.32340324,0.13933292,0.3372431
6.1,0.37689433,0.0,3.0,0.0,0.0,0.25735244,0.12092589,0.24728392
6.2,0.24659193,0.0,2.0,0.0,0.0,0.1850045,0.09514912,0.16133831
6.3,0.18580028,0.0,2.0,0.0,0.0,0.14774065,0.08120545,0.122621275
6.4,0.1404747,0.0,1.0,0.0,0.0,0.11618573,0.07144834,0.091758355
6.5,0.10788181,0.0,1.0,0.0,0.0,0.09186216,0.06297142,0.07009895
6.6,0.08885198,0.0,1.0,0.0,0.0,0.078852676,0.058577262,0.05982285
6.7,0.07179434,0.0,1.0,0.0,0.0,0.064909,0.050861534,0.048301157
6.8,0.05847346,0.0,1.0,0.0,0.0,0.054113902,0.04442599,0.039893433
6.9,0.045809977,0.0,1.0,0.0,0.0,0.0434918,0.03709086,0.031727906
7.0,0.03459968,0.0,1.0,0.0,0.0,0.033354092,0.029617328,0.024012178
7.1,0.028890735,0.0,1.0,0.0,0.0,0.028060341,0.025603764,0.019583419
7.2,0.020967407,0.0,0.0,0.0,0.0,0.02062141,0.019237423,0.014531867
7.3,0.014601066,0.0,0.0,0.0,0.0,0.014358868,0.013874472,0.010033907
7.4,0.0129056815,0.0,0.0,0.0,0.0,0.012663484,0.012525084,0.008892118
7.5,0.009999308,0.0,0.0,0.0,0.0,0.00986091,0.00982631,0.0068853367
7.6,0.0056051486,0.0,0.0,0.0,0.0,0.0055013495,0.0055013495,0.0038751643
7.7,0.0016953844,0.0,0.0,0.0,0.0,0.0016953844,0.0016953844,0.0010379904
7.8,0.0010725901,0.0,0.0,0.0,0.0,0.0010725901,0.0010725901,7.265933E-4
7.9,7.957927E-4,0.0,0.0,0.0,0.0,7.957927E-4,7.957927E-4,5.881946E-4
8.0,3.1139713E-4,0.0,0.0,0.0,0.0,3.1139713E-4,3.1139713E-4,2.4219777E-4
8.1,6.919936E-5,0.0,0.0,0.0,0.0,6.919936E-5,6.919936E-5,6.919936E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
