Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,500 yr Probability,500 yr Supra-Seis Prob
5.0,6.819447,6.172,7.544,6.814,7.19,1.0,1.0
5.1,5.397194,4.862,5.968,5.386,5.43,1.0,1.0
5.2,4.2628098,3.824,4.724,4.264,4.3,1.0,1.0
5.3,3.3622189,3.004,3.728,3.368,3.424,1.0,1.0
5.4,2.6466372,2.338,2.942,2.644,2.562,1.0,1.0
5.5,2.0801268,1.822,2.316,2.076,2.096,1.0,1.0
5.6,1.6274089,1.428,1.826,1.628,1.64,1.0,1.0
5.7,1.2684261,1.104,1.426,1.264,1.248,1.0,1.0
5.8,0.98401535,0.86,1.112,0.984,0.998,1.0,1.0
5.9,0.7481459,0.644,0.852,0.746,0.742,1.0,1.0
6.0,0.591785,0.504,0.682,0.588,0.598,1.0,1.0
6.1,0.45440307,0.386,0.53,0.452,0.452,1.0,1.0
6.2,0.35797697,0.302,0.424,0.356,0.356,1.0,1.0
6.3,0.28181958,0.236,0.336,0.282,0.288,1.0,1.0
6.4,0.22011133,0.18,0.264,0.22,0.228,1.0,1.0
6.5,0.16904415,0.134,0.21,0.17,0.174,1.0,1.0
6.6,0.13084836,0.102,0.164,0.132,0.134,1.0,1.0
6.7,0.10027255,0.074,0.13,0.1,0.102,1.0,1.0
6.8,0.07914779,0.058,0.102,0.08,0.082,1.0,1.0
6.9,0.061201535,0.042,0.08,0.062,0.064,1.0,1.0
7.0,0.04786948,0.032,0.066,0.048,0.048,1.0,1.0
7.1,0.036172744,0.022,0.052,0.036,0.036,1.0,1.0
7.2,0.027278312,0.016,0.04,0.026,0.026,1.0,1.0
7.3,0.02134357,0.012,0.032,0.022,0.02,1.0,1.0
7.4,0.016449137,0.008,0.026,0.016,0.014,1.0,1.0
7.5,0.011708253,0.006,0.02,0.012,0.01,1.0,1.0
7.6,0.008775432,0.004,0.014,0.008,0.008,1.0,1.0
7.7,0.0061880997,0.002,0.01,0.006,0.006,0.9961612,0.9961612
7.8,0.0042648753,0.002,0.008,0.004,0.004,0.9788868,0.9788868
7.9,0.0023454893,0.0,0.006,0.002,0.002,0.78119004,0.78119004
8.0,0.0012399232,0.0,0.004,0.002,0.0,0.5220729,0.5220729
8.1,5.950096E-4,0.0,0.002,0.0,0.0,0.27831095,0.27831095
8.2,2.4952015E-4,0.0,0.002,0.0,0.0,0.12284069,0.12284069
8.3,6.909789E-5,0.0,0.002,0.0,0.0,0.034548946,0.034548946
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
