Subsection Index,Subsection Name,Total Mean Annual Rate,Total 100 Year Prob
0,"Airport Lake, Subsection 0",1.5E-4,0.015
1,"Airport Lake, Subsection 1",1.7E-4,0.017
2,"Airport Lake, Subsection 2",1.5E-4,0.015
3,"Airport Lake, Subsection 3",1.8E-4,0.018
4,"Airport Lake, Subsection 4",2.3E-4,0.023
5,"Airport Lake, Subsection 5",2.0E-4,0.02
6,"Almanor 2011 CFM, Subsection 0",0.00116,0.115
7,"Almanor 2011 CFM, Subsection 1",0.00122,0.121
8,"Almanor 2011 CFM, Subsection 2",0.00108,0.107
9,"Almanor 2011 CFM, Subsection 3",0.00104,0.102
10,"Almanor 2011 CFM, Subsection 4",0.00117,0.114
11,"Almanor 2011 CFM, Subsection 5",0.0013,0.126
12,"Almanor 2011 CFM, Subsection 6",0.00119,0.116
13,"Anacapa-Dume alt 1, Subsection 0",1.7E-4,0.017
14,"Anacapa-Dume alt 1, Subsection 1",2.0E-4,0.02
15,"Anacapa-Dume alt 1, Subsection 2",1.9E-4,0.019
16,"Anacapa-Dume alt 1, Subsection 3",1.4E-4,0.014
17,"Anacapa-Dume alt 1, Subsection 4",1.1E-4,0.011
18,"Anaheim, Subsection 0",4.0E-5,0.004
19,"Anaheim, Subsection 1",5.0E-5,0.005
20,"Anaheim, Subsection 2",4.0E-5,0.004
21,"Antelope Valley 2011, Subsection 0",5.6E-4,0.056
22,"Antelope Valley 2011, Subsection 1",5.7E-4,0.057
23,"Antelope Valley 2011, Subsection 2",3.8E-4,0.038
24,"Antelope Valley 2011, Subsection 3",3.9E-4,0.039
25,"Antelope Valley 2011, Subsection 4",5.3E-4,0.053
26,"Antelope Valley 2011, Subsection 5",4.9E-4,0.049
27,"Ash Hill, Subsection 0",4.7E-4,0.047
28,"Ash Hill, Subsection 1",5.2E-4,0.052
29,"Ash Hill, Subsection 2",3.7E-4,0.037
30,"Ash Hill, Subsection 3",3.6E-4,0.036
31,"Ash Hill, Subsection 4",3.8E-4,0.038
32,"Ash Hill, Subsection 5",3.5E-4,0.035
33,"Ash Hill, Subsection 6",4.8E-4,0.046
34,"Ash Hill, Subsection 7",4.2E-4,0.041
35,"Baker, Subsection 0",9.0E-5,0.009
36,"Baker, Subsection 1",9.0E-5,0.009
37,"Baker, Subsection 2",5.0E-5,0.005
38,"Baker, Subsection 3",5.0E-5,0.005
39,"Baker, Subsection 4",6.0E-5,0.006
40,"Baker, Subsection 5",4.0E-5,0.004
41,"Baker, Subsection 6",5.0E-5,0.005
42,"Baker, Subsection 7",6.0E-5,0.006
43,"Baker, Subsection 8",5.0E-5,0.005
44,"Baker, Subsection 9",5.0E-5,0.005
45,"Baker, Subsection 10",3.0E-5,0.003
46,"Baker, Subsection 11",4.0E-5,0.004
47,"Baker, Subsection 12",6.0E-5,0.006
48,"Baker, Subsection 13",6.0E-5,0.006
49,"Bartlett Springs 2011 CFM, Subsection 0",8.1E-4,0.081
50,"Bartlett Springs 2011 CFM, Subsection 1",8.2E-4,0.082
51,"Bartlett Springs 2011 CFM, Subsection 2",7.4E-4,0.074
52,"Bartlett Springs 2011 CFM, Subsection 3",7.6E-4,0.076
53,"Bartlett Springs 2011 CFM, Subsection 4",7.5E-4,0.075
