Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004545174,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.009090348,0.0,3.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.013635522,0.0,8.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.018180696,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.02272587,0.0,0.0012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.027271044,0.0,0.0017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.031816218,0.0,0.0018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.036361393,0.0,0.0022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.040906567,0.0,0.0024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.04545174,0.0,0.0028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.049996916,0.0,0.0032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.054542087,0.0,0.0034,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.05908726,0.0,0.0038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.063632436,0.0,0.0043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.06817761,0.0,0.0047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.072722785,0.0,0.005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.07726796,0.0,0.0052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.081813134,0.0,0.0056,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.08635831,0.0,0.0058,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.09090348,0.0,0.0059,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.09544866,0.0,0.0061,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.09999383,0.0,0.0062,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.104539,0.0,0.0069,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.109084174,0.0,0.0071,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.11362935,0.0,0.0075,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.11817452,0.0,0.0078,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.1227197,0.0,0.0082,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.12726487,0.0,0.0085,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.13181005,0.0,0.009,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.13635522,0.0,0.0093,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.14090039,0.0,0.0094,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.14544557,0.0,0.0097,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.14999074,0.0,0.01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.15453592,0.0,0.0103,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.15908109,0.0,0.0107,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.16362627,0.0,0.0108,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.16817144,0.0,0.0109,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.17271662,0.0,0.0111,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.17726178,0.0,0.0114,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.18180697,0.0,0.0116,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.18635213,0.0,0.0117,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.19089732,0.0,0.0118,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.19544248,0.0,0.0121,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.19998766,0.0,0.0121,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.20453283,0.0,0.0124,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.209078,0.0,0.0129,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.21362318,0.0,0.013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.21816835,0.0,0.0133,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.22271353,0.0,0.0136,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.2272587,0.0,0.0138,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.23180388,0.0,0.0142,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.23634905,0.0,0.0145,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.24089423,0.0,0.0151,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.2454394,0.0,0.0154,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.24998458,0.0,0.0155,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.25452974,0.0,0.0157,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.25907493,0.0,0.016,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.2636201,0.0,0.0164,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.26816526,0.0,0.0169,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.27271044,0.0,0.0172,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.27725562,0.0,0.0176,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.28180078,0.0,0.0177,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
