Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob
2.5,24925.482,16526.0,51010.0,22182.0,20176.0,1.0,0.9751
2.6,19800.074,13113.0,40524.0,17614.0,15334.0,1.0,0.9751
2.7,15728.005,10427.0,32237.0,14000.0,12025.0,1.0,0.9751
2.8,12492.988,8270.0,25547.0,11113.0,10503.0,1.0,0.9751
2.9,9923.474,6566.0,20312.0,8834.0,7519.0,1.0,0.9751
3.0,7881.9463,5206.0,16158.0,7022.0,7034.0,1.0,0.9751
3.1,6261.0933,4131.0,12828.0,5580.0,5282.0,1.0,0.9751
3.2,4972.492,3277.0,10161.0,4431.0,4109.0,1.0,0.9751
3.3,3950.072,2599.0,8091.0,3520.0,2874.0,1.0,0.9751
3.4,3137.9365,2061.0,6412.0,2797.0,2392.0,1.0,0.9751
3.5,2492.2183,1636.0,5097.0,2222.0,1956.0,1.0,0.9751
3.6,1979.3928,1295.0,4041.0,1764.0,1419.0,1.0,0.9751
3.7,1572.2933,1024.0,3205.0,1403.0,1232.0,1.0,0.9751
3.8,1248.6187,810.0,2536.0,1115.0,970.0,1.0,0.9751
3.9,991.8296,639.0,2019.0,887.0,790.0,1.0,0.9751
4.0,787.7629,505.0,1605.0,704.0,642.0,1.0,0.9751
4.1,625.8541,399.0,1279.0,560.0,482.0,1.0,0.9751
4.2,496.9838,314.0,1019.0,445.0,381.0,1.0,0.9751
4.3,394.7061,247.0,805.0,354.0,298.0,1.0,0.9751
4.4,313.3915,193.0,642.0,282.0,242.0,1.0,0.9751
4.5,248.737,151.0,511.0,223.0,194.0,1.0,0.9751
4.6,197.3928,118.0,406.0,178.0,146.0,1.0,0.9751
4.7,156.6624,92.0,321.0,142.0,125.0,1.0,0.9751
4.8,124.2494,71.0,253.0,113.0,92.0,1.0,0.9751
4.9,98.5918,55.0,201.0,89.0,80.0,1.0,0.9751
5.0,78.1772,42.0,159.0,71.0,63.0,1.0,0.9751
5.1,61.9817,32.0,126.0,56.0,49.0,1.0,0.9751
5.2,49.1362,25.0,100.0,45.0,41.0,1.0,0.9751
5.3,38.9248,18.0,80.0,36.0,32.0,1.0,0.9751
5.4,30.837,14.0,62.0,28.0,23.0,1.0,0.9751
5.5,24.3738,10.0,50.0,22.0,21.0,1.0,0.9751
5.6,19.2852,7.0,40.0,18.0,17.0,1.0,0.9751
5.7,15.194,5.0,32.0,14.0,13.0,1.0,0.9751
5.8,11.9868,4.0,25.0,11.0,10.0,0.9997,0.9751
5.9,9.2795,3.0,20.0,9.0,7.0,0.9987,0.9699
6.0,7.4373,2.0,16.0,7.0,6.0,0.9966,0.9643
6.1,5.8309,1.0,13.0,5.0,5.0,0.9902,0.9463
6.2,4.6619,1.0,11.0,4.0,4.0,0.9785,0.9271
6.3,3.6924,0.0,9.0,3.0,3.0,0.9565,0.8955
6.4,2.8801,0.0,7.0,3.0,2.0,0.919,0.8522
6.5,2.2345,0.0,6.0,2.0,1.0,0.8603,0.7879
6.6,1.7493,0.0,5.0,2.0,1.0,0.7961,0.7279
6.7,1.3551,0.0,4.0,1.0,1.0,0.7139,0.6524
6.8,1.0531,0.0,4.0,1.0,0.0,0.6297,0.5794
6.9,0.8032,0.0,3.0,1.0,0.0,0.5338,0.4958
7.0,0.6283,0.0,3.0,0.0,0.0,0.4544,0.4275
7.1,0.4745,0.0,2.0,0.0,0.0,0.3684,0.351
7.2,0.3613,0.0,2.0,0.0,0.0,0.2987,0.2886
7.3,0.2897,0.0,2.0,0.0,0.0,0.2493,0.2435
7.4,0.214,0.0,1.0,0.0,0.0,0.1916,0.189
7.5,0.1392,0.0,1.0,0.0,0.0,0.1294,0.1287
7.6,0.1018,0.0,1.0,0.0,0.0,0.098,0.0977
7.7,0.0673,0.0,1.0,0.0,0.0,0.066,0.0658
7.8,0.0495,0.0,1.0,0.0,0.0,0.0494,0.0494
7.9,0.032,0.0,1.0,0.0,0.0,0.032,0.032
8.0,0.0171,0.0,0.0,0.0,0.0,0.0171,0.0171
8.1,0.0068,0.0,0.0,0.0,0.0,0.0068,0.0068
8.2,0.0022,0.0,0.0,0.0,0.0,0.0022,0.0022
8.3,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
