Parent ID,Parent Name,Total 10 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 10 Year Prob,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.0018,0.0,0.0,0.0,1.0E-4,0.0018,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,2.0E-4
667,Almanor 2011 CFM,0.0066,0.0,0.0,1.0E-4,9.0E-4,0.0066,0.0022,0.0,0.0,0.0,4.0E-4,0.0022,0.0012
219,Anacapa-Dume alt 1,0.0012,0.0,0.0,0.0,0.0,0.0012,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,1.0E-4
197,Anaheim,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.0046,0.0,0.0,1.0E-4,4.0E-4,0.0046,0.0014,0.0,0.0,1.0E-4,1.0E-4,0.0014,0.001
845,Ash Hill,0.0021,0.0,0.0,1.0E-4,2.0E-4,0.0021,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,4.0E-4
881,Baker,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
668,Bartlett Springs 2011 CFM,0.0208,1.0E-4,3.0E-4,3.0E-4,0.0022,0.0205,0.0057,0.0,0.0,0.0,3.0E-4,0.0057,0.002
669,Battle Creek 2011 CFM,0.0017,0.0,0.0,0.0,2.0E-4,0.0017,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
842,Bear River fault zone,0.0049,0.0,0.0,1.0E-4,8.0E-4,0.0049,0.0018,0.0,0.0,0.0,2.0E-4,0.0018,0.0011
581,Bennett Valley 2011 CFM,0.0073,0.0,0.0,0.0,8.0E-4,0.0073,0.0023,0.0,0.0,0.0,2.0E-4,0.0023,0.0012
158,Bicycle Lake,0.0032,0.0,0.0,0.0,1.0E-4,0.0032,0.0012,0.0,0.0,0.0,1.0E-4,0.0012,5.0E-4
741,Big Lagoon - Bald Mtn 2011 CFM,0.0081,0.0,0.0,1.0E-4,0.0012,0.008,0.0028,0.0,0.0,0.0,4.0E-4,0.0028,0.0013
192,Big Pine (Central),0.0011,0.0,0.0,0.0,1.0E-4,0.0011,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,1.0E-4
191,Big Pine (East),0.0035,0.0,0.0,0.0,1.0E-4,0.0035,8.0E-4,0.0,0.0,0.0,1.0E-4,8.0E-4,3.0E-4
200,Big Pine (West),2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.0018,0.0,0.0,0.0,2.0E-4,0.0018,4.0E-4,0.0,0.0,0.0,1.0E-4,4.0E-4,2.0E-4
169,Blue Cut,0.004,0.0,0.0,0.0,4.0E-4,0.004,0.0016,0.0,0.0,0.0,1.0E-4,0.0016,7.0E-4
170,Brawley (Seismic Zone) alt 1,0.1047,1.0E-4,2.0E-4,7.0E-4,0.0109,0.102,0.0302,0.0,1.0E-4,3.0E-4,0.0038,0.0293,0.0186
541,Breckenridge 2011,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,0.0058,0.0,1.0E-4,1.0E-4,6.0E-4,0.0058,0.004,0.0,1.0E-4,1.0E-4,5.0E-4,0.004,0.0023
