Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.2897268,235.0,616.696,441.0,399.0,293.0,37832.0,348.0,383.0,623.0,1953.0
0.2935898,238.0,625.7679,447.0,398.0,303.0,37943.0,353.0,388.0,634.0,1993.0
0.29745284,238.0,634.5138,454.0,417.0,309.0,38005.0,358.0,394.0,643.0,2042.0
0.30131584,243.0,642.8451,460.0,407.0,314.0,38058.0,363.0,399.0,653.0,2070.0
0.30517888,246.0,651.1153,467.0,447.0,322.0,38114.0,368.0,405.0,663.0,2087.0
0.3090419,252.0,662.0943,473.0,438.0,325.0,38163.0,373.0,410.0,674.0,2119.0
0.31290492,254.0,671.027,480.0,427.0,329.0,38225.0,379.0,416.0,687.0,2132.0
0.31676796,260.0,679.5937,486.0,447.0,336.0,38304.0,383.0,421.0,696.0,2156.0
0.32063097,261.0,688.3614,492.0,433.0,338.0,38351.0,388.0,427.0,706.0,2172.0
0.324494,264.0,696.7555,499.0,452.0,340.0,38397.0,394.0,432.0,715.0,2205.0
0.328357,270.0,705.5243,505.0,460.0,344.0,38467.0,399.0,438.0,728.0,2244.0
0.33222005,273.0,714.0976,512.0,453.0,346.0,38529.0,404.0,444.0,736.0,2277.0
0.33608305,273.0,723.7913,518.0,471.0,349.0,38586.0,409.0,449.0,746.0,2306.0
0.3399461,275.0,732.2707,524.0,494.0,354.0,38632.0,414.0,455.0,756.0,2331.0
0.34380913,275.0,741.6051,530.0,481.0,358.0,38692.0,419.0,461.0,766.0,2376.0
0.34767213,279.0,750.3092,536.0,495.0,364.0,38750.0,425.0,466.0,776.0,2407.0
0.35153517,286.0,758.9946,543.0,502.0,371.0,38789.0,430.0,472.0,786.0,2454.0
0.35539818,291.0,769.8738,550.0,484.0,381.0,38870.0,435.0,477.0,794.0,2487.0
0.3592612,293.0,779.8422,556.0,514.0,389.0,38999.0,440.0,483.0,804.0,2520.0
0.36312422,304.0,788.8092,562.0,500.0,392.0,39075.0,445.0,489.0,816.0,2548.0
0.36698726,306.0,797.8727,569.0,525.0,401.0,39133.0,451.0,494.0,827.0,2632.0
0.3708503,307.0,806.7688,575.0,527.0,405.0,39182.0,456.0,499.0,835.0,2647.0
0.3747133,311.0,815.7798,581.0,537.0,410.0,39232.0,461.0,505.0,846.0,2669.0
0.37857634,312.0,824.3572,587.0,537.0,414.0,39301.0,466.0,510.0,856.0,2688.0
0.38243935,316.0,832.7667,594.0,546.0,416.0,39354.0,471.0,517.0,866.0,2712.0
0.38630238,318.0,841.6802,600.0,546.0,422.0,39396.0,477.0,522.0,876.0,2727.0
0.3901654,321.0,850.0629,607.0,551.0,425.0,39456.0,482.0,528.0,885.0,2743.0
0.39402843,324.0,857.9816,613.0,559.0,429.0,39504.0,487.0,533.0,895.0,2752.0
0.39789143,324.0,866.6466,620.0,564.0,430.0,39930.0,492.0,539.0,906.0,2765.0
0.40175447,330.0,875.0219,626.0,573.0,435.0,40356.0,497.0,544.0,916.0,2774.0
0.4056175,332.0,883.1235,634.0,577.0,444.0,40787.0,503.0,550.0,925.0,2785.0
0.4094805,332.0,891.7909,640.0,581.0,451.0,41151.0,508.0,556.0,934.0,2808.0
0.41334355,339.0,900.2585,646.0,595.0,453.0,41493.0,513.0,561.0,945.0,2847.0
0.41720656,339.0,908.7652,653.0,601.0,456.0,41860.0,518.0,566.0,957.0,2867.0
0.4210696,343.0,917.5398,659.0,597.0,461.0,42164.0,524.0,572.0,969.0,2883.0
0.4249326,346.0,927.1451,667.0,608.0,465.0,42484.0,529.0,578.0,979.0,2931.0
0.42879564,349.0,936.0626,673.0,608.0,470.0,42769.0,535.0,583.0,987.0,2956.0
0.43265867,351.0,944.6901,680.0,632.0,477.0,43049.0,540.0,589.0,997.0,2992.0
0.43652168,357.0,953.4662,687.0,618.0,481.0,43272.0,545.0,595.0,1006.0,3010.0
0.44038472,358.0,962.55,693.0,624.0,487.0,43521.0,552.0,601.0,1016.0,3037.0
0.44424772,361.0,971.2339,700.0,657.0,493.0,43771.0,557.0,606.0,1026.0,3073.0
0.44811076,363.0,979.6468,706.0,633.0,498.0,44130.0,563.0,612.0,1036.0,3092.0
0.45197377,366.0,989.1264,713.0,648.0,503.0,44432.0,567.0,618.0,1049.0,3104.0
0.4558368,367.0,998.4892,719.0,673.0,508.0,44670.0,572.0,624.0,1060.0,3132.0
0.45969984,374.0,1007.4705,726.0,668.0,510.0,44926.0,577.0,630.0,1070.0,3185.0
0.46356285,376.0,1017.2253,732.0,694.0,513.0,45123.0,582.0,635.0,1080.0,3212.0
0.46742588,379.0,1026.7404,739.0,660.0,517.0,45313.0,587.0,641.0,1091.0,3234.0
0.4712889,382.0,1035.4272,746.0,667.0,522.0,45510.0,593.0,647.0,1100.0,3285.0
0.47515193,386.0,1044.1047,752.0,708.0,526.0,45708.0,598.0,653.0,1109.0,3334.0
0.47901493,388.0,1052.7772,759.0,681.0,531.0,45924.0,604.0,659.0,1117.0,3364.0
0.48287797,390.0,1061.218,765.0,701.0,532.0,46107.0,608.0,664.0,1125.0,3379.0
0.486741,393.0,1070.0107,772.0,683.0,536.0,46379.0,614.0,670.0,1136.0,3407.0
0.490604,394.0,1078.9321,779.0,706.0,540.0,46679.0,619.0,676.0,1145.0,3429.0
0.49446705,397.0,1087.3058,786.0,719.0,544.0,46960.0,625.0,681.0,1153.0,3447.0
0.49833006,398.0,1097.1055,793.0,725.0,552.0,47140.0,630.0,687.0,1165.0,3468.0
0.5021931,400.0,1105.4924,800.0,725.0,557.0,47301.0,636.0,693.0,1175.0,3492.0
0.50605613,402.0,1114.6682,807.0,716.0,561.0,47490.0,641.0,699.0,1185.0,3552.0
0.5099191,406.0,1123.3636,814.0,735.0,566.0,47684.0,646.0,705.0,1195.0,3565.0
0.51378214,408.0,1132.0936,820.0,728.0,570.0,47808.0,652.0,710.0,1202.0,3582.0
0.5176452,408.0,1141.0759,826.0,722.0,575.0,47966.0,657.0,716.0,1213.0,3611.0
0.5215082,413.0,1149.7188,833.0,747.0,577.0,48112.0,662.0,722.0,1228.0,3637.0
0.52537125,413.0,1159.3146,840.0,746.0,585.0,48229.0,669.0,728.0,1237.0,3665.0
0.52923423,414.0,1168.3029,847.0,773.0,589.0,48349.0,674.0,733.0,1248.0,3778.0
0.53309727,417.0,1177.1754,853.0,782.0,596.0,48444.0,680.0,739.0,1258.0,3828.0
0.5369603,421.0,1186.418,860.0,748.0,599.0,48568.0,685.0,745.0,1271.0,3867.0
0.54082334,421.0,1194.8234,866.0,760.0,601.0,48828.0,690.0,751.0,1280.0,3876.0
0.5446864,422.0,1204.4181,873.0,797.0,602.0,49166.0,696.0,758.0,1292.0,3912.0
0.54854935,422.0,1213.5505,880.0,797.0,605.0,49350.0,701.0,763.0,1301.0,4007.0
0.5524124,425.0,1222.3286,887.0,814.0,607.0,49561.0,706.0,769.0,1311.0,4030.0
0.5562754,428.0,1231.7335,893.0,788.0,611.0,49719.0,712.0,775.0,1320.0,4057.0
0.56013846,429.0,1241.044,900.0,784.0,612.0,49896.0,717.0,781.0,1333.0,4073.0
0.56400144,436.0,1249.6473,907.0,840.0,615.0,50012.0,723.0,786.0,1345.0,4093.0
0.5678645,441.0,1258.3766,914.0,825.0,620.0,50117.0,728.0,792.0,1356.0,4110.0
0.5717275,444.0,1267.81,922.0,796.0,626.0,50236.0,734.0,798.0,1366.0,4144.0
0.57559055,448.0,1277.2087,928.0,801.0,631.0,50338.0,739.0,803.0,1378.0,4182.0
0.5794536,452.0,1286.0044,935.0,864.0,633.0,50447.0,744.0,810.0,1385.0,4207.0
0.58331656,454.0,1294.8221,941.0,812.0,638.0,50545.0,750.0,816.0,1398.0,4259.0
0.5871796,459.0,1303.1052,948.0,827.0,646.0,50644.0,755.0,822.0,1408.0,4269.0
0.59104264,461.0,1311.8289,955.0,851.0,646.0,50795.0,761.0,828.0,1420.0,4279.0
0.5949057,462.0,1319.8007,961.0,834.0,651.0,50923.0,766.0,834.0,1429.0,4288.0
0.5987687,467.0,1328.3461,968.0,873.0,654.0,51054.0,771.0,839.0,1437.0,4314.0
0.6026317,469.0,1338.6565,975.0,866.0,655.0,51196.0,777.0,845.0,1446.0,4337.0
0.6064947,472.0,1347.3981,982.0,862.0,659.0,51289.0,783.0,851.0,1461.0,4360.0
0.61035776,475.0,1356.0377,988.0,893.0,661.0,51387.0,788.0,857.0,1471.0,4409.0
0.6142208,477.0,1364.7291,996.0,951.0,667.0,51465.0,794.0,863.0,1479.0,4419.0
0.6180838,479.0,1373.8358,1003.0,922.0,672.0,51545.0,798.0,868.0,1491.0,4546.0
0.6219468,486.0,1382.6403,1010.0,920.0,674.0,51649.0,803.0,875.0,1501.0,4559.0
0.62580985,490.0,1391.9343,1017.0,969.0,676.0,51722.0,808.0,880.0,1513.0,4567.0
0.6296729,495.0,1401.2332,1024.0,913.0,685.0,51811.0,814.0,886.0,1525.0,4600.0
0.6335359,498.0,1410.4465,1031.0,910.0,690.0,51904.0,820.0,893.0,1537.0,4614.0
0.6373989,499.0,1419.5541,1038.0,953.0,696.0,51981.0,826.0,898.0,1545.0,4653.0
0.64126194,501.0,1428.2223,1045.0,929.0,697.0,52061.0,830.0,904.0,1557.0,4714.0
0.645125,503.0,1437.5148,1052.0,922.0,699.0,52145.0,837.0,909.0,1568.0,4732.0
0.648988,503.0,1445.8385,1058.0,966.0,706.0,52222.0,842.0,915.0,1577.0,4748.0
0.652851,505.0,1454.2214,1065.0,983.0,725.0,52317.0,848.0,920.0,1586.0,4762.0
0.656714,508.0,1463.1498,1072.0,992.0,728.0,52384.0,853.0,926.0,1597.0,4798.0
0.66057706,513.0,1472.49,1080.0,980.0,732.0,52467.0,858.0,932.0,1608.0,4897.0
0.6644401,517.0,1482.0032,1087.0,985.0,735.0,52531.0,864.0,938.0,1618.0,4952.0
0.66830313,525.0,1491.3896,1094.0,1013.0,740.0,52602.0,868.0,944.0,1631.0,5030.0
0.6721661,529.0,1500.0443,1100.0,1055.0,748.0,52667.0,874.0,951.0,1639.0,5089.0
0.67602915,531.0,1508.5444,1107.0,1034.0,750.0,52754.0,880.0,956.0,1651.0,5131.0
0.6798922,531.0,1516.7935,1114.0,998.0,756.0,52839.0,885.0,962.0,1661.0,5145.0
0.6837552,538.0,1525.6105,1120.0,1021.0,763.0,52913.0,891.0,968.0,1672.0,5154.0
0.68761826,542.0,1535.9165,1128.0,1007.0,766.0,52970.0,896.0,975.0,1681.0,5204.0
0.69148123,542.0,1545.6447,1135.0,1052.0,770.0,53029.0,901.0,981.0,1691.0,5258.0
0.69534427,542.0,1554.9595,1142.0,1014.0,797.0,53101.0,906.0,987.0,1701.0,5279.0
0.6992073,544.0,1564.0018,1149.0,1094.0,799.0,53177.0,912.0,993.0,1709.0,5296.0
0.70307034,545.0,1572.6075,1155.0,1063.0,804.0,53230.0,917.0,999.0,1720.0,5344.0
0.7069333,547.0,1583.2009,1163.0,1079.0,810.0,53294.0,923.0,1005.0,1731.0,5390.0
0.71079636,553.0,1593.1954,1170.0,1049.0,825.0,53354.0,928.0,1011.0,1740.0,5461.0
0.7146594,556.0,1602.0166,1177.0,1061.0,828.0,53429.0,933.0,1016.0,1750.0,5470.0
0.7185224,559.0,1610.8331,1184.0,1106.0,831.0,53486.0,939.0,1023.0,1759.0,5475.0
0.72238547,560.0,1620.2174,1191.0,1159.0,833.0,53558.0,946.0,1029.0,1770.0,5491.0
0.72624844,562.0,1629.4128,1198.0,1106.0,840.0,53636.0,951.0,1035.0,1783.0,5586.0
0.7301115,563.0,1638.3759,1205.0,1048.0,848.0,53705.0,956.0,1041.0,1791.0,5596.0
0.7339745,564.0,1647.3885,1211.0,1098.0,855.0,53753.0,962.0,1046.0,1803.0,5612.0
0.73783755,566.0,1656.8601,1218.0,1055.0,858.0,53807.0,968.0,1053.0,1815.0,5654.0
0.7417006,568.0,1665.4618,1225.0,1063.0,862.0,53862.0,973.0,1058.0,1824.0,5665.0
0.74556357,568.0,1673.8883,1232.0,1100.0,865.0,53953.0,979.0,1064.0,1832.0,5675.0
0.7494266,571.0,1683.4247,1239.0,1102.0,868.0,54110.0,984.0,1070.0,1844.0,5703.0
0.75328964,578.0,1692.4454,1246.0,1112.0,873.0,54176.0,990.0,1076.0,1857.0,5719.0
0.7571527,581.0,1701.5726,1252.0,1133.0,881.0,54246.0,995.0,1082.0,1866.0,5769.0
0.76101565,584.0,1710.2437,1260.0,1118.0,888.0,54306.0,1000.0,1088.0,1879.0,5785.0
0.7648787,585.0,1719.1881,1267.0,1166.0,890.0,54352.0,1007.0,1094.0,1890.0,5799.0
0.7687417,587.0,1727.8488,1274.0,1140.0,894.0,54414.0,1013.0,1100.0,1904.0,5872.0
0.77260476,590.0,1736.3906,1282.0,1110.0,897.0,54483.0,1017.0,1107.0,1914.0,5878.0
0.7764678,595.0,1745.316,1288.0,1151.0,905.0,54539.0,1023.0,1112.0,1927.0,5909.0
0.7803308,596.0,1753.9883,1295.0,1132.0,911.0,54613.0,1028.0,1118.0,1934.0,5921.0
0.7841938,604.0,1762.585,1302.0,1112.0,917.0,54686.0,1033.0,1124.0,1945.0,5931.0
0.78805685,606.0,1771.1418,1309.0,1141.0,925.0,54737.0,1039.0,1130.0,1958.0,5961.0
0.7919199,606.0,1780.7426,1316.0,1215.0,934.0,54789.0,1045.0,1136.0,1966.0,5970.0
0.79578286,613.0,1789.5223,1323.0,1185.0,939.0,54832.0,1050.0,1142.0,1984.0,6003.0
0.7996459,615.0,1798.1552,1329.0,1234.0,940.0,54890.0,1056.0,1148.0,1994.0,6017.0
0.80350894,617.0,1806.7701,1336.0,1210.0,946.0,54941.0,1062.0,1154.0,2005.0,6034.0
0.807372,618.0,1816.1263,1343.0,1205.0,952.0,54999.0,1068.0,1161.0,2015.0,6086.0
0.811235,620.0,1825.7592,1350.0,1203.0,954.0,55031.0,1073.0,1166.0,2027.0,6118.0
0.815098,623.0,1836.1013,1358.0,1214.0,958.0,55153.0,1078.0,1172.0,2039.0,6149.0
0.818961,625.0,1845.8058,1365.0,1268.0,964.0,55228.0,1084.0,1178.0,2050.0,6188.0
0.82282406,626.0,1855.1082,1372.0,1177.0,972.0,55293.0,1089.0,1184.0,2060.0,6222.0
0.8266871,630.0,1864.1389,1379.0,1218.0,976.0,55347.0,1094.0,1190.0,2071.0,6272.0
0.83055013,631.0,1873.299,1387.0,1182.0,980.0,55414.0,1100.0,1196.0,2083.0,6288.0
0.8344131,633.0,1882.587,1393.0,1250.0,987.0,55468.0,1106.0,1202.0,2095.0,6317.0
0.83827615,645.0,1891.4713,1402.0,1257.0,991.0,55517.0,1113.0,1208.0,2105.0,6360.0
0.8421392,648.0,1900.5121,1409.0,1325.0,994.0,55593.0,1118.0,1214.0,2114.0,6365.0
0.8460022,648.0,1909.166,1415.0,1272.0,996.0,55661.0,1124.0,1220.0,2127.0,6375.0
0.8498652,653.0,1918.0604,1423.0,1297.0,1000.0,55723.0,1130.0,1226.0,2137.0,6383.0
0.85372823,655.0,1927.8083,1430.0,1287.0,1002.0,55765.0,1135.0,1232.0,2147.0,6421.0
0.8575913,666.0,1937.507,1437.0,1296.0,1005.0,55805.0,1141.0,1238.0,2156.0,6459.0
0.8614543,670.0,1946.5555,1445.0,1304.0,1012.0,55844.0,1146.0,1244.0,2169.0,6467.0
0.86531734,671.0,1955.5323,1452.0,1375.0,1016.0,55889.0,1152.0,1251.0,2185.0,6492.0
0.8691803,673.0,1964.8431,1459.0,1318.0,1025.0,55925.0,1157.0,1256.0,2199.0,6521.0
0.87304336,677.0,1973.892,1466.0,1343.0,1025.0,55975.0,1163.0,1262.0,2212.0,6547.0
0.8769064,682.0,1983.06,1473.0,1294.0,1028.0,56024.0,1169.0,1268.0,2226.0,6564.0
0.88076943,685.0,1991.6305,1480.0,1290.0,1037.0,56084.0,1174.0,1275.0,2237.0,6577.0
0.88463247,694.0,2000.3094,1488.0,1365.0,1041.0,56136.0,1180.0,1281.0,2245.0,6586.0
0.88849545,699.0,2009.21,1496.0,1343.0,1045.0,56179.0,1186.0,1287.0,2259.0,6599.0
0.8923585,700.0,2017.9812,1504.0,1411.0,1053.0,56216.0,1191.0,1294.0,2276.0,6608.0
0.8962215,703.0,2026.773,1512.0,1387.0,1056.0,56280.0,1196.0,1300.0,2288.0,6618.0
0.90008456,703.0,2035.9594,1519.0,1428.0,1060.0,56313.0,1202.0,1305.0,2302.0,6630.0
0.90394753,703.0,2044.6416,1525.0,1372.0,1063.0,56351.0,1207.0,1312.0,2310.0,6659.0
0.90781057,707.0,2053.273,1532.0,1315.0,1070.0,56390.0,1213.0,1317.0,2320.0,6668.0
0.9116736,710.0,2061.4343,1540.0,1390.0,1075.0,56435.0,1218.0,1323.0,2327.0,6686.0
0.91553664,712.0,2069.9155,1547.0,1475.0,1079.0,56466.0,1223.0,1330.0,2342.0,6703.0
0.9193997,712.0,2079.712,1554.0,1376.0,1084.0,56498.0,1229.0,1336.0,2352.0,6715.0
0.92326266,716.0,2089.7766,1562.0,1359.0,1090.0,56780.0,1234.0,1343.0,2366.0,6742.0
0.9271257,721.0,2098.6738,1571.0,1389.0,1095.0,56833.0,1240.0,1349.0,2378.0,6780.0
0.9309887,728.0,2107.1714,1578.0,1431.0,1098.0,56904.0,1246.0,1355.0,2388.0,6799.0
0.93485177,730.0,2116.7388,1584.0,1422.0,1104.0,56977.0,1251.0,1362.0,2399.0,6859.0
0.93871474,732.0,2125.476,1591.0,1384.0,1113.0,57038.0,1257.0,1368.0,2410.0,6869.0
0.9425778,735.0,2134.7007,1599.0,1458.0,1119.0,57089.0,1262.0,1374.0,2422.0,6883.0
0.9464408,736.0,2144.589,1606.0,1501.0,1125.0,57141.0,1269.0,1380.0,2435.0,6944.0
0.95030385,736.0,2153.6543,1613.0,1462.0,1127.0,57187.0,1274.0,1386.0,2445.0,6948.0
0.9541669,738.0,2162.9111,1621.0,1510.0,1132.0,57241.0,1280.0,1392.0,2455.0,6974.0
0.95802987,740.0,2172.0073,1629.0,1518.0,1133.0,57295.0,1285.0,1399.0,2469.0,6992.0
0.9618929,744.0,2180.3958,1635.0,1411.0,1138.0,57342.0,1291.0,1405.0,2481.0,7014.0
0.96575594,746.0,2189.1492,1642.0,1441.0,1143.0,57387.0,1296.0,1411.0,2491.0,7034.0
0.969619,754.0,2197.702,1650.0,1479.0,1151.0,57446.0,1302.0,1417.0,2506.0,7061.0
0.973482,757.0,2207.084,1657.0,1445.0,1158.0,57482.0,1307.0,1423.0,2521.0,7087.0
0.977345,760.0,2216.7668,1664.0,1446.0,1162.0,57523.0,1313.0,1429.0,2532.0,7127.0
0.981208,760.0,2225.8057,1672.0,1462.0,1167.0,57555.0,1318.0,1435.0,2544.0,7137.0
0.98507106,761.0,2234.5925,1679.0,1484.0,1172.0,57588.0,1323.0,1441.0,2556.0,7149.0
0.9889341,766.0,2243.4016,1686.0,1442.0,1176.0,57637.0,1329.0,1448.0,2564.0,7157.0
0.9927971,767.0,2252.647,1695.0,1489.0,1183.0,57668.0,1334.0,1454.0,2578.0,7163.0
0.9966601,770.0,2261.667,1702.0,1575.0,1186.0,57700.0,1339.0,1461.0,2589.0,7197.0
1.0005232,772.0,2271.714,1709.0,1495.0,1188.0,57730.0,1346.0,1468.0,2604.0,7218.0
1.0043862,776.0,2281.3455,1716.0,1525.0,1196.0,57770.0,1351.0,1474.0,2615.0,7249.0
1.0082492,777.0,2291.0042,1724.0,1563.0,1199.0,57803.0,1356.0,1480.0,2627.0,7276.0
1.0121123,777.0,2300.3042,1731.0,1503.0,1206.0,57832.0,1362.0,1486.0,2640.0,7293.0
1.0159752,779.0,2308.8357,1738.0,1522.0,1212.0,57940.0,1367.0,1491.0,2653.0,7308.0
1.0198382,782.0,2317.674,1745.0,1524.0,1217.0,57995.0,1372.0,1498.0,2665.0,7318.0
1.0237013,783.0,2326.6455,1752.0,1555.0,1224.0,58036.0,1378.0,1504.0,2679.0,7345.0
1.0275643,788.0,2336.083,1759.0,1520.0,1229.0,58076.0,1384.0,1510.0,2691.0,7358.0
1.0314274,792.0,2345.2803,1767.0,1533.0,1236.0,58116.0,1389.0,1517.0,2704.0,7398.0
1.0352904,794.0,2353.9282,1774.0,1538.0,1243.0,58161.0,1394.0,1523.0,2717.0,7401.0
