Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004545174,0.0,0.0028,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.009090348,0.0,0.0062,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0.013635522,0.0,0.0096,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0.018180696,0.0,0.0125,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0.02272587,0.0,0.0151,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0.027271044,0.0,0.0177,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0.031816218,0.0,0.0205,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0.036361393,0.0,0.0239,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0.040906567,0.0,0.027,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.04545174,0.0,0.03,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.049996916,0.0,0.034,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.054542087,0.0,0.0365,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.05908726,0.0,0.0395,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.063632436,0.0,0.0427,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.06817761,0.0,0.0449,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.072722785,0.0,0.0484,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.07726796,0.0,0.0514,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.081813134,0.0,0.0547,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.08635831,0.0,0.059,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.09090348,0.0,0.0629,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.09544866,0.0,0.0658,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.09999383,0.0,0.0682,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.104539,0.0,0.0711,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.109084174,0.0,0.0739,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.11362935,0.0,0.0778,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.11817452,0.0,0.0814,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.1227197,0.0,0.0843,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.12726487,0.0,0.0866,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.13181005,0.0,0.0899,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.13635522,0.0,0.0927,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.14090039,0.0,0.0956,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.14544557,0.0,0.099,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.14999074,0.0,0.1018,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.15453592,0.0,0.1049,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.15908109,0.0,0.1081,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.16362627,0.0,0.1106,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.16817144,0.0,0.1126,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.17271662,0.0,0.1151,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.17726178,0.0,0.118,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.18180697,0.0,0.1203,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.18635213,0.0,0.1232,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.19089732,0.0,0.1254,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.19544248,0.0,0.1293,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.19998766,0.0,0.1312,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.20453283,0.0,0.1344,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.209078,0.0,0.1385,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
0.21362318,0.0,0.1421,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
0.21816835,0.0,0.1454,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
0.22271353,0.0,0.1482,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.2272587,0.0,0.1509,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.23180388,0.0,0.1537,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.23634905,0.0,0.1564,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.24089423,0.0,0.1599,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.2454394,0.0,0.1634,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.24998458,0.0,0.1669,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.25452974,0.0,0.1705,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.25907493,0.0,0.1738,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.2636201,0.0,0.178,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.26816526,0.0,0.1816,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.27271044,0.0,0.1851,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.27725562,0.0,0.1878,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.28180078,0.0,0.1913,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.28634596,0.0,0.1939,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.29089114,0.0,0.1978,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.29543632,0.0,0.2008,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.29998147,0.0,0.2036,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.30452666,0.0,0.2072,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
0.30907184,0.0,0.2107,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
0.31361702,0.0,0.215,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
0.31816217,0.0,0.2181,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
0.32270736,0.0,0.2213,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
0.32725254,0.0,0.2249,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
0.33179772,0.0,0.2274,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
0.33634287,0.0,0.23,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
0.34088805,0.0,0.2333,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
