Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,852.7523,263.0,3649.0,511.0,297.0,1.0,0.1177,401.5293
2.6,677.365,207.0,2889.0,406.0,242.0,1.0,0.1177,318.9211
2.7,538.0117,163.0,2292.0,323.0,179.0,1.0,0.1177,253.3117
2.8,427.2588,127.0,1817.0,256.0,151.0,1.0,0.1177,201.2586
2.9,339.4071,100.0,1444.0,204.0,128.0,1.0,0.1177,159.9045
3.0,269.5949,78.0,1147.0,161.0,95.0,1.0,0.1177,127.014
3.1,214.2037,61.0,921.0,129.0,90.0,1.0,0.1177,100.9369
3.2,170.1954,47.0,734.0,102.0,62.0,1.0,0.1177,80.2317
3.3,135.1762,36.0,589.0,81.0,60.0,1.0,0.1177,63.7259
3.4,107.3256,28.0,468.0,65.0,43.0,1.0,0.1177,50.6288
3.5,85.2448,21.0,367.0,51.0,35.0,1.0,0.1177,40.2182
3.6,67.6919,16.0,290.0,41.0,31.0,1.0,0.1177,31.9647
3.7,53.8078,12.0,232.0,32.0,21.0,1.0,0.1177,25.3909
3.8,42.708,9.0,184.0,26.0,16.0,1.0,0.1177,20.1443
3.9,33.9215,6.0,148.0,20.0,12.0,1.0,0.1177,16.0046
4.0,26.9955,5.0,118.0,16.0,12.0,1.0,0.1177,12.729
4.1,21.477,3.0,93.0,13.0,9.0,0.9995,0.1177,10.1316
4.2,17.0424,2.0,75.0,10.0,7.0,0.9981,0.1177,8.0319
4.3,13.5574,1.0,60.0,8.0,6.0,0.9944,0.1177,6.4018
4.4,10.7512,1.0,48.0,6.0,4.0,0.9848,0.1177,5.0805
4.5,8.5337,0.0,38.0,5.0,3.0,0.9684,0.1177,4.0254
4.6,6.7709,0.0,30.0,4.0,2.0,0.9445,0.1177,3.1921
4.7,5.3634,0.0,24.0,3.0,2.0,0.9078,0.1177,2.5381
4.8,4.2522,0.0,20.0,2.0,1.0,0.8614,0.1177,2.0133
4.9,3.3686,0.0,16.0,2.0,1.0,0.8021,0.1177,1.5965
5.0,2.6628,0.0,13.0,1.0,0.0,0.7358,0.1177,1.2677
5.1,2.1122,0.0,11.0,1.0,0.0,0.6669,0.1177,1.0122
5.2,1.6659,0.0,8.0,1.0,0.0,0.5951,0.1177,0.8026
5.3,1.3217,0.0,7.0,1.0,0.0,0.5242,0.1177,0.6392
5.4,1.0377,0.0,6.0,0.0,0.0,0.4567,0.1177,0.507
5.5,0.8237,0.0,5.0,0.0,0.0,0.3963,0.1177,0.4046
5.6,0.6527,0.0,4.0,0.0,0.0,0.3406,0.1177,0.3237
5.7,0.5081,0.0,3.0,0.0,0.0,0.2903,0.1177,0.2593
5.8,0.395,0.0,3.0,0.0,0.0,0.2439,0.1176,0.2078
5.9,0.2986,0.0,2.0,0.0,0.0,0.199,0.1111,0.1607
6.0,0.2379,0.0,2.0,0.0,0.0,0.1681,0.1061,0.1318
6.1,0.1884,0.0,2.0,0.0,0.0,0.1409,0.0956,0.1055
6.2,0.1527,0.0,1.0,0.0,0.0,0.1193,0.0855,0.0862
6.3,0.1225,0.0,1.0,0.0,0.0,0.0983,0.0737,0.0696
6.4,0.0958,0.0,1.0,0.0,0.0,0.0797,0.0622,0.055
6.5,0.0763,0.0,1.0,0.0,0.0,0.0649,0.0521,0.0425
6.6,0.0604,0.0,1.0,0.0,0.0,0.0526,0.0438,0.0348
6.7,0.0454,0.0,1.0,0.0,0.0,0.0411,0.0349,0.0268
6.8,0.0346,0.0,1.0,0.0,0.0,0.0321,0.0277,0.0211
6.9,0.0253,0.0,0.0,0.0,0.0,0.0238,0.0214,0.0155
7.0,0.0188,0.0,0.0,0.0,0.0,0.0181,0.0167,0.0119
7.1,0.0147,0.0,0.0,0.0,0.0,0.0144,0.0133,0.0093
7.2,0.0113,0.0,0.0,0.0,0.0,0.0113,0.0108,0.0076
7.3,0.0095,0.0,0.0,0.0,0.0,0.0095,0.0092,0.0066
7.4,0.0069,0.0,0.0,0.0,0.0,0.0069,0.0067,0.0049
7.5,0.0044,0.0,0.0,0.0,0.0,0.0044,0.0043,0.0032
7.6,0.0029,0.0,0.0,0.0,0.0,0.0029,0.0029,0.002
7.7,0.0022,0.0,0.0,0.0,0.0,0.0022,0.0022,0.0014
7.8,0.0016,0.0,0.0,0.0,0.0,0.0016,0.0016,0.001
7.9,0.0012,0.0,0.0,0.0,0.0,0.0012,0.0012,7.0E-4
8.0,7.0E-4,0.0,0.0,0.0,0.0,7.0E-4,7.0E-4,3.0E-4
8.1,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,3.0E-4,1.0E-4
8.2,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
