Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004545174,0.0,0.2425,0.0,0.0,0.0,234.0,0.0,0.0,1.0,2.0
0.009090348,0.0,0.5039,0.0,0.0,0.0,278.0,0.0,0.0,1.0,3.0
0.013635522,1.0,0.8301,0.0,0.0,0.0,494.0,0.0,0.0,1.0,3.0
0.018180696,1.0,1.1101,1.0,0.0,0.0,539.0,0.0,0.0,2.0,4.0
0.02272587,1.0,1.378,1.0,0.0,0.0,567.0,0.0,0.0,2.0,5.0
0.027271044,1.0,1.7051,1.0,0.0,0.0,630.0,0.0,0.0,2.0,6.0
0.031816218,1.0,1.9856,1.0,1.0,0.0,745.0,0.0,0.0,3.0,7.0
0.036361393,1.0,2.2782,1.0,1.0,0.0,804.0,0.0,0.0,3.0,8.0
0.040906567,1.0,2.574,2.0,1.0,0.0,849.0,0.0,0.0,3.0,8.0
0.04545174,1.0,2.8751,2.0,1.0,0.0,877.0,0.0,0.0,4.0,9.0
0.049996916,2.0,3.1923,2.0,1.0,0.0,901.0,0.0,1.0,4.0,10.0
0.054542087,2.0,3.4691,2.0,2.0,0.0,919.0,0.0,1.0,5.0,11.0
0.05908726,2.0,3.7569,2.0,2.0,0.0,933.0,0.0,1.0,5.0,12.0
0.063632436,2.0,4.0493,3.0,2.0,0.0,953.0,0.0,1.0,5.0,13.0
0.06817761,2.0,4.3466,3.0,2.0,0.0,976.0,0.0,1.0,6.0,14.0
0.072722785,2.0,4.6402,3.0,2.0,0.0,984.0,0.0,1.0,6.0,14.0
0.07726796,2.0,4.9366,3.0,2.0,0.0,1005.0,0.0,1.0,6.0,16.0
0.081813134,2.0,5.2774,4.0,3.0,0.0,1019.0,0.0,2.0,7.0,17.0
0.08635831,2.0,5.5856,4.0,3.0,0.0,1035.0,0.0,2.0,7.0,18.0
0.09090348,2.0,5.877,4.0,3.0,0.0,1045.0,0.0,2.0,7.0,19.0
0.09544866,2.0,6.1679,4.0,4.0,0.0,1054.0,0.0,2.0,8.0,20.0
0.09999383,2.0,6.447,4.0,4.0,0.0,1060.0,1.0,2.0,8.0,21.0
0.104539,2.0,6.7635,5.0,4.0,0.0,1070.0,1.0,2.0,8.0,22.0
0.109084174,2.0,7.0455,5.0,4.0,0.0,1074.0,1.0,2.0,9.0,23.0
0.11362935,2.0,7.3677,5.0,4.0,0.0,1087.0,1.0,3.0,9.0,24.0
0.11817452,2.0,7.7026,5.0,5.0,0.0,1093.0,1.0,3.0,9.0,25.0
0.1227197,2.0,8.0126,6.0,5.0,0.0,1106.0,1.0,3.0,10.0,25.0
0.12726487,2.0,8.3095,6.0,5.0,0.0,1115.0,1.0,3.0,10.0,26.0
0.13181005,2.0,8.6371,6.0,5.0,0.0,1120.0,1.0,3.0,11.0,28.0
0.13635522,2.0,8.9394,6.0,5.0,0.0,1125.0,1.0,3.0,11.0,29.0
0.14090039,2.0,9.2247,6.0,5.0,0.0,1130.0,1.0,4.0,11.0,30.0
0.14544557,2.0,9.5191,7.0,6.0,0.0,1134.0,2.0,4.0,11.0,31.0
0.14999074,2.0,9.8536,7.0,6.0,0.0,1139.0,2.0,4.0,12.0,32.0
0.15453592,2.0,10.1988,7.0,6.0,0.0,1141.0,2.0,4.0,12.0,33.0
0.15908109,2.0,10.518,7.0,7.0,0.0,1144.0,2.0,4.0,12.0,34.0
0.16362627,2.0,10.812,8.0,7.0,0.0,1150.0,2.0,4.0,13.0,35.0
0.16817144,2.0,11.0991,8.0,7.0,0.0,1152.0,2.0,5.0,13.0,36.0
0.17271662,2.0,11.3772,8.0,7.0,0.0,1158.0,2.0,5.0,13.0,36.0
0.17726178,2.0,11.6902,8.0,7.0,0.0,1159.0,2.0,5.0,14.0,38.0
0.18180697,2.0,11.9634,8.0,7.0,0.0,1161.0,2.0,5.0,14.0,39.0
0.18635213,3.0,12.2425,9.0,8.0,0.0,1165.0,3.0,5.0,14.0,40.0
