Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004545174,0.0,0.0255,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
0.009090348,0.0,0.0531,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0
0.013635522,0.0,0.0857,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0
0.018180696,0.0,0.1149,0.0,0.0,0.0,62.0,0.0,0.0,0.0,1.0
0.02272587,0.0,0.141,0.0,0.0,0.0,65.0,0.0,0.0,0.0,1.0
0.027271044,0.0,0.1752,0.0,0.0,0.0,65.0,0.0,0.0,0.0,1.0
0.031816218,0.0,0.2026,0.0,0.0,0.0,67.0,0.0,0.0,0.0,2.0
0.036361393,0.0,0.2328,0.0,0.0,0.0,69.0,0.0,0.0,0.0,2.0
0.040906567,0.0,0.2598,0.0,0.0,0.0,73.0,0.0,0.0,1.0,2.0
0.04545174,0.0,0.2894,0.0,0.0,0.0,75.0,0.0,0.0,1.0,2.0
0.049996916,0.0,0.321,0.0,0.0,0.0,79.0,0.0,0.0,1.0,2.0
0.054542087,0.0,0.3465,0.0,0.0,0.0,81.0,0.0,0.0,1.0,2.0
0.05908726,0.0,0.378,0.0,0.0,0.0,81.0,0.0,0.0,1.0,2.0
0.063632436,0.0,0.4066,0.0,0.0,0.0,82.0,0.0,0.0,1.0,2.0
0.06817761,0.0,0.4357,0.0,0.0,0.0,85.0,0.0,0.0,1.0,3.0
0.072722785,0.0,0.4634,0.0,0.0,0.0,85.0,0.0,0.0,1.0,3.0
0.07726796,0.0,0.4938,0.0,0.0,0.0,90.0,0.0,0.0,1.0,3.0
0.081813134,0.0,0.5255,0.0,0.0,0.0,92.0,0.0,0.0,1.0,3.0
0.08635831,0.0,0.5575,0.0,0.0,0.0,92.0,0.0,0.0,1.0,3.0
0.09090348,0.0,0.5858,0.0,0.0,0.0,93.0,0.0,0.0,1.0,3.0
0.09544866,0.0,0.6139,0.0,0.0,0.0,94.0,0.0,0.0,1.0,3.0
0.09999383,0.0,0.6424,0.0,0.0,0.0,95.0,0.0,0.0,1.0,4.0
0.104539,0.0,0.6698,0.0,0.0,0.0,97.0,0.0,0.0,1.0,4.0
0.109084174,0.0,0.6971,0.0,0.0,0.0,97.0,0.0,0.0,1.0,4.0
0.11362935,0.0,0.733,0.0,0.0,0.0,98.0,0.0,0.0,1.0,4.0
0.11817452,0.0,0.7658,0.0,0.0,0.0,98.0,0.0,0.0,1.0,4.0
0.1227197,0.0,0.7981,0.0,0.0,0.0,99.0,0.0,0.0,1.0,4.0
0.12726487,0.0,0.8245,0.0,0.0,0.0,101.0,0.0,0.0,2.0,4.0
0.13181005,0.0,0.8555,0.0,0.0,0.0,101.0,0.0,0.0,2.0,4.0
0.13635522,0.0,0.8834,0.0,0.0,0.0,102.0,0.0,0.0,2.0,4.0
0.14090039,0.0,0.9113,0.0,0.0,0.0,102.0,0.0,0.0,2.0,5.0
0.14544557,0.0,0.9417,0.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.14999074,0.0,0.9722,0.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.15453592,0.0,1.0028,0.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.15908109,0.0,1.0349,0.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.16362627,0.0,1.0644,1.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.16817144,0.0,1.0911,1.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.17271662,0.0,1.1187,1.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.17726178,0.0,1.1512,1.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.18180697,0.0,1.1784,1.0,0.0,0.0,103.0,0.0,0.0,2.0,5.0
0.18635213,0.0,1.2061,1.0,0.0,0.0,104.0,0.0,0.0,2.0,6.0
0.19089732,0.0,1.235,1.0,0.0,0.0,104.0,0.0,0.0,2.0,6.0
0.19544248,0.0,1.2662,1.0,0.0,0.0,104.0,0.0,0.0,2.0,6.0
0.19998766,0.0,1.2964,1.0,0.0,0.0,105.0,0.0,0.0,2.0,6.0
0.20453283,0.0,1.3257,1.0,0.0,0.0,105.0,0.0,0.0,2.0,6.0
0.209078,0.0,1.3571,1.0,0.0,0.0,105.0,0.0,0.0,2.0,6.0
0.21362318,0.0,1.3902,1.0,0.0,0.0,106.0,0.0,0.0,2.0,6.0
0.21816835,0.0,1.4209,1.0,0.0,0.0,106.0,0.0,0.0,2.0,6.0
0.22271353,0.0,1.4535,1.0,0.0,0.0,106.0,0.0,0.0,3.0,6.0
0.2272587,0.0,1.4811,1.0,0.0,0.0,107.0,0.0,0.0,3.0,7.0
0.23180388,0.0,1.5141,1.0,0.0,0.0,107.0,0.0,0.0,3.0,7.0
0.23634905,0.0,1.549,1.0,0.0,0.0,107.0,0.0,0.0,3.0,7.0
0.24089423,0.0,1.5833,1.0,0.0,0.0,108.0,0.0,0.0,3.0,7.0
0.2454394,0.0,1.6175,1.0,0.0,0.0,108.0,0.0,0.0,3.0,7.0
0.24998458,0.0,1.6466,1.0,0.0,0.0,108.0,0.0,0.0,3.0,7.0
0.25452974,0.0,1.6781,1.0,0.0,0.0,108.0,0.0,0.0,3.0,7.0
0.25907493,0.0,1.7119,1.0,0.0,0.0,108.0,0.0,0.0,3.0,7.0
0.2636201,1.0,1.7435,1.0,0.0,0.0,108.0,0.0,0.0,3.0,7.0
0.26816526,1.0,1.7752,1.0,0.0,0.0,109.0,0.0,0.0,3.0,7.0
0.27271044,1.0,1.807,1.0,0.0,0.0,110.0,0.0,0.0,3.0,8.0
0.27725562,1.0,1.8374,1.0,0.0,0.0,112.0,0.0,0.0,3.0,8.0
0.28180078,1.0,1.8671,1.0,1.0,0.0,112.0,0.0,0.0,3.0,8.0
0.28634596,1.0,1.8986,1.0,1.0,0.0,112.0,0.0,0.0,3.0,8.0
0.29089114,1.0,1.9315,1.0,1.0,0.0,112.0,0.0,0.0,3.0,8.0
0.29543632,1.0,1.9613,1.0,1.0,0.0,113.0,0.0,0.0,3.0,8.0
0.29998147,1.0,1.9926,1.0,1.0,0.0,113.0,0.0,0.0,3.0,9.0
0.30452666,1.0,2.0232,1.0,1.0,0.0,113.0,0.0,0.0,3.0,9.0
0.30907184,1.0,2.064,1.0,1.0,0.0,113.0,0.0,0.0,3.0,9.0
0.31361702,1.0,2.1026,1.0,1.0,0.0,113.0,0.0,0.0,3.0,9.0
0.31816217,1.0,2.1332,1.0,1.0,0.0,113.0,0.0,0.0,3.0,9.0
0.32270736,1.0,2.1666,1.0,1.0,0.0,113.0,0.0,0.0,4.0,9.0
0.32725254,1.0,2.197,1.0,1.0,0.0,113.0,0.0,0.0,4.0,9.0
0.33179772,1.0,2.2276,1.0,1.0,0.0,114.0,0.0,0.0,4.0,9.0
0.33634287,1.0,2.2645,1.0,1.0,0.0,114.0,0.0,0.0,4.0,10.0
0.34088805,1.0,2.2957,1.0,1.0,0.0,114.0,0.0,0.0,4.0,10.0
0.34543324,1.0,2.3271,2.0,1.0,0.0,114.0,0.0,0.0,4.0,10.0
0.3499784,1.0,2.358,2.0,1.0,0.0,114.0,0.0,0.0,4.0,10.0
0.35452357,1.0,2.3985,2.0,1.0,0.0,116.0,0.0,0.0,4.0,10.0
0.35906875,1.0,2.435,2.0,1.0,0.0,117.0,0.0,0.0,4.0,10.0
0.36361393,1.0,2.4666,2.0,1.0,0.0,118.0,0.0,0.0,4.0,11.0
0.3681591,1.0,2.5039,2.0,1.0,0.0,118.0,0.0,0.0,4.0,11.0
0.37270427,1.0,2.5358,2.0,1.0,0.0,118.0,0.0,0.0,4.0,11.0
0.37724945,1.0,2.5665,2.0,1.0,0.0,118.0,0.0,0.0,4.0,11.0
0.38179463,1.0,2.5975,2.0,1.0,0.0,118.0,0.0,0.0,4.0,11.0
0.38633978,1.0,2.6296,2.0,1.0,0.0,119.0,0.0,0.0,4.0,11.0
0.39088497,1.0,2.6607,2.0,1.0,0.0,122.0,0.0,0.0,4.0,11.0
0.39543015,1.0,2.689,2.0,1.0,0.0,124.0,0.0,0.0,4.0,11.0
0.39997533,1.0,2.7187,2.0,1.0,0.0,125.0,0.0,0.0,4.0,11.0
0.40452048,1.0,2.7492,2.0,1.0,0.0,125.0,0.0,0.0,4.0,11.0
0.40906566,1.0,2.7803,2.0,1.0,0.0,126.0,0.0,0.0,4.0,11.0
0.41361085,1.0,2.8138,2.0,1.0,0.0,126.0,0.0,0.0,4.0,12.0
0.418156,1.0,2.8435,2.0,1.0,0.0,127.0,0.0,0.0,4.0,12.0
0.42270118,1.0,2.876,2.0,1.0,0.0,128.0,0.0,1.0,5.0,12.0
0.42724636,1.0,2.9148,2.0,1.0,0.0,128.0,0.0,1.0,5.0,12.0
0.43179154,1.0,2.95,2.0,1.0,0.0,129.0,0.0,1.0,5.0,12.0
0.4363367,1.0,2.9818,2.0,1.0,0.0,129.0,0.0,1.0,5.0,12.0
0.44088188,1.0,3.015,2.0,1.0,0.0,131.0,0.0,1.0,5.0,12.0
0.44542706,1.0,3.0495,2.0,1.0,0.0,134.0,0.0,1.0,5.0,12.0
0.44997224,1.0,3.0843,2.0,1.0,0.0,137.0,0.0,1.0,5.0,12.0
0.4545174,1.0,3.1184,2.0,1.0,0.0,138.0,0.0,1.0,5.0,13.0
0.45906258,1.0,3.15,2.0,1.0,0.0,140.0,0.0,1.0,5.0,13.0
0.46360776,1.0,3.185,2.0,1.0,0.0,141.0,0.0,1.0,5.0,13.0
0.46815294,1.0,3.2223,2.0,1.0,0.0,141.0,0.0,1.0,5.0,13.0
0.4726981,1.0,3.2547,2.0,1.0,0.0,142.0,0.0,1.0,5.0,13.0
0.47724327,1.0,3.2851,2.0,1.0,0.0,145.0,0.0,1.0,5.0,13.0
0.48178846,1.0,3.3176,2.0,1.0,0.0,145.0,0.0,1.0,5.0,13.0
0.4863336,1.0,3.3527,2.0,1.0,0.0,146.0,0.0,1.0,5.0,13.0
0.4908788,1.0,3.387,2.0,2.0,0.0,150.0,0.0,1.0,5.0,13.0
0.49542397,1.0,3.4198,2.0,2.0,0.0,152.0,0.0,1.0,5.0,14.0
0.49996915,1.0,3.4539,2.0,2.0,0.0,153.0,0.0,1.0,5.0,14.0
0.50451434,1.0,3.4861,2.0,2.0,0.0,154.0,0.0,1.0,5.0,14.0
0.5090595,1.0,3.5178,2.0,2.0,0.0,155.0,0.0,1.0,5.0,14.0
0.51360464,1.0,3.5497,2.0,2.0,0.0,155.0,0.0,1.0,5.0,14.0
0.51814985,1.0,3.5812,3.0,2.0,0.0,155.0,0.0,1.0,5.0,14.0
0.522695,1.0,3.6137,3.0,2.0,0.0,156.0,0.0,1.0,5.0,14.0
0.5272402,1.0,3.6497,3.0,2.0,0.0,156.0,0.0,1.0,6.0,14.0
0.53178537,1.0,3.6803,3.0,2.0,0.0,156.0,0.0,1.0,6.0,14.0
0.5363305,1.0,3.7119,3.0,2.0,0.0,156.0,0.0,1.0,6.0,14.0
0.54087573,1.0,3.7431,3.0,2.0,0.0,158.0,0.0,1.0,6.0,15.0
0.5454209,1.0,3.7811,3.0,2.0,0.0,160.0,0.0,1.0,6.0,15.0
0.54996604,1.0,3.8111,3.0,2.0,0.0,163.0,0.0,1.0,6.0,15.0
0.55451125,1.0,3.845,3.0,2.0,0.0,163.0,0.0,1.0,6.0,15.0
0.5590564,1.0,3.8802,3.0,2.0,0.0,164.0,0.0,1.0,6.0,15.0
0.56360155,1.0,3.9112,3.0,2.0,0.0,164.0,0.0,1.0,6.0,15.0
0.56814677,1.0,3.9439,3.0,2.0,0.0,164.0,0.0,1.0,6.0,15.0
0.5726919,1.0,3.977,3.0,2.0,0.0,164.0,0.0,1.0,6.0,15.0
0.5772371,1.0,4.0112,3.0,2.0,0.0,164.0,0.0,1.0,6.0,15.0
0.5817823,1.0,4.0433,3.0,2.0,0.0,164.0,0.0,1.0,6.0,15.0
0.58632743,1.0,4.073,3.0,2.0,0.0,165.0,0.0,1.0,6.0,16.0
0.59087265,1.0,4.1049,3.0,2.0,0.0,167.0,0.0,1.0,6.0,16.0
0.5954178,1.0,4.1348,3.0,2.0,0.0,169.0,0.0,1.0,6.0,16.0
0.59996295,1.0,4.1663,3.0,2.0,0.0,170.0,0.0,1.0,6.0,16.0
0.60450816,1.0,4.2046,3.0,2.0,0.0,171.0,0.0,1.0,6.0,16.0
0.6090533,1.0,4.2335,3.0,2.0,0.0,171.0,0.0,1.0,6.0,16.0
0.6135985,1.0,4.2678,3.0,2.0,0.0,171.0,0.0,1.0,6.0,16.0
0.6181437,1.0,4.3049,3.0,2.0,0.0,171.0,0.0,1.0,6.0,16.0
0.62268883,1.0,4.339,3.0,2.0,0.0,172.0,0.0,1.0,6.0,16.0
0.62723404,1.0,4.3747,3.0,2.0,0.0,172.0,0.0,1.0,6.0,17.0
0.6317792,1.0,4.4111,3.0,2.0,0.0,172.0,0.0,1.0,6.0,17.0
0.63632435,1.0,4.4433,3.0,2.0,0.0,172.0,0.0,1.0,7.0,17.0
0.64086956,1.0,4.4731,3.0,2.0,0.0,172.0,0.0,1.0,7.0,17.0
0.6454147,1.0,4.5082,3.0,2.0,0.0,173.0,0.0,1.0,7.0,17.0
0.64995986,1.0,4.5371,3.0,2.0,0.0,173.0,0.0,1.0,7.0,17.0
0.6545051,1.0,4.5664,3.0,2.0,0.0,173.0,0.0,1.0,7.0,17.0
0.6590502,1.0,4.6046,3.0,2.0,0.0,174.0,0.0,1.0,7.0,17.0
0.66359544,1.0,4.6382,3.0,2.0,0.0,174.0,0.0,1.0,7.0,18.0
0.6681406,1.0,4.674,3.0,2.0,0.0,174.0,0.0,1.0,7.0,18.0
0.67268574,1.0,4.7043,3.0,2.0,0.0,174.0,0.0,1.0,7.0,18.0
0.67723095,1.0,4.7366,3.0,2.0,0.0,175.0,0.0,1.0,7.0,18.0
0.6817761,1.0,4.7663,4.0,2.0,0.0,175.0,0.0,1.0,7.0,18.0
0.68632126,1.0,4.8017,4.0,2.0,0.0,175.0,0.0,1.0,7.0,18.0
0.6908665,1.0,4.8375,4.0,2.0,0.0,175.0,0.0,1.0,7.0,18.0
0.6954116,1.0,4.8731,4.0,2.0,0.0,175.0,0.0,1.0,7.0,18.0
0.6999568,1.0,4.9075,4.0,2.0,0.0,175.0,0.0,2.0,7.0,19.0
0.704502,1.0,4.9413,4.0,3.0,0.0,175.0,0.0,2.0,7.0,19.0
0.70904714,1.0,4.9811,4.0,3.0,0.0,175.0,0.0,2.0,7.0,19.0
0.71359235,1.0,5.0137,4.0,3.0,0.0,175.0,0.0,2.0,7.0,19.0
0.7181375,1.0,5.0481,4.0,3.0,0.0,175.0,0.0,2.0,7.0,19.0
0.72268265,1.0,5.0802,4.0,3.0,0.0,176.0,0.0,2.0,7.0,19.0
0.72722787,1.0,5.1165,4.0,3.0,0.0,176.0,0.0,2.0,7.0,19.0
0.731773,1.0,5.1447,4.0,3.0,0.0,176.0,0.0,2.0,7.0,19.0
0.7363182,1.0,5.1856,4.0,3.0,0.0,176.0,0.0,2.0,8.0,19.0
0.7408634,1.0,5.2188,4.0,3.0,0.0,176.0,0.0,2.0,8.0,20.0
0.74540854,1.0,5.2467,4.0,3.0,0.0,178.0,0.0,2.0,8.0,20.0
0.74995375,1.0,5.2842,4.0,3.0,0.0,180.0,0.0,2.0,8.0,20.0
0.7544989,1.0,5.3178,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.75904405,1.0,5.3491,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.76358926,1.0,5.3803,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.7681344,1.0,5.4129,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.77267957,1.0,5.4458,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.7772248,1.0,5.4793,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.78176993,1.0,5.5079,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.7863151,1.0,5.538,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.7908603,1.0,5.5751,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.79540545,1.0,5.6061,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.79995066,1.0,5.6369,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.8044958,1.0,5.6683,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.80904096,1.0,5.7024,4.0,3.0,0.0,181.0,0.0,2.0,8.0,20.0
0.8135862,1.0,5.7405,4.0,3.0,0.0,182.0,0.0,2.0,8.0,21.0
0.8181313,1.0,5.7817,4.0,3.0,0.0,183.0,0.0,2.0,8.0,21.0
0.8226765,1.0,5.8164,4.0,3.0,0.0,184.0,0.0,2.0,8.0,21.0
0.8272217,1.0,5.8503,4.0,3.0,0.0,185.0,1.0,2.0,8.0,21.0
0.83176684,1.0,5.885,4.0,3.0,0.0,185.0,1.0,2.0,9.0,21.0
0.836312,1.0,5.9184,4.0,3.0,0.0,185.0,1.0,2.0,9.0,21.0
0.8408572,1.0,5.9497,5.0,3.0,0.0,185.0,1.0,2.0,9.0,21.0
0.84540236,1.0,5.9834,5.0,3.0,0.0,186.0,1.0,2.0,9.0,21.0
0.8499476,1.0,6.0171,5.0,3.0,0.0,186.0,1.0,2.0,9.0,21.0
0.8544927,1.0,6.056,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.8590379,1.0,6.0921,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.8635831,1.0,6.1264,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.86812824,1.0,6.1598,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.8726734,1.0,6.1988,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.8772186,1.0,6.2327,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.88176376,1.0,6.2658,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.88630897,1.0,6.2981,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.8908541,1.0,6.3314,5.0,3.0,0.0,186.0,1.0,2.0,9.0,22.0
0.8953993,1.0,6.364,5.0,4.0,0.0,187.0,1.0,2.0,9.0,22.0
0.8999445,1.0,6.3964,5.0,4.0,0.0,187.0,1.0,2.0,9.0,22.0
0.90448964,1.0,6.4293,5.0,4.0,0.0,187.0,1.0,2.0,9.0,23.0
0.9090348,1.0,6.4605,5.0,4.0,0.0,187.0,1.0,2.0,9.0,23.0
0.91358,1.0,6.4904,5.0,4.0,0.0,187.0,1.0,2.0,9.0,23.0
0.91812515,1.0,6.5236,5.0,4.0,0.0,187.0,1.0,2.0,9.0,23.0
0.9226703,1.0,6.5613,5.0,4.0,0.0,188.0,1.0,2.0,9.0,23.0
0.9272155,1.0,6.5981,5.0,4.0,0.0,188.0,1.0,2.0,10.0,23.0
0.93176067,1.0,6.6281,5.0,4.0,0.0,189.0,1.0,2.0,10.0,23.0
0.9363059,1.0,6.662,5.0,4.0,0.0,189.0,1.0,2.0,10.0,23.0
0.94085103,1.0,6.695,5.0,4.0,0.0,189.0,1.0,2.0,10.0,23.0
0.9453962,1.0,6.7309,5.0,4.0,0.0,189.0,1.0,2.0,10.0,24.0
0.9499414,1.0,6.7678,5.0,4.0,0.0,189.0,1.0,2.0,10.0,24.0
0.95448655,1.0,6.8021,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9590317,1.0,6.8307,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9635769,1.0,6.861,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.96812207,1.0,6.8935,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9726672,1.0,6.9254,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9772124,1.0,6.9621,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9817576,1.0,6.9964,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9863028,1.0,7.0293,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.99084795,1.0,7.0619,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9953931,1.0,7.0966,5.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
0.9999383,1.0,7.1326,6.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
1.0044835,1.0,7.1685,6.0,4.0,0.0,189.0,1.0,3.0,10.0,24.0
1.0090287,1.0,7.208,6.0,4.0,0.0,189.0,1.0,3.0,10.0,25.0
1.0135738,1.0,7.2388,6.0,4.0,0.0,189.0,1.0,3.0,10.0,25.0
1.018119,1.0,7.2744,6.0,4.0,0.0,190.0,1.0,3.0,10.0,25.0
1.0226642,1.0,7.3058,6.0,4.0,0.0,190.0,1.0,3.0,10.0,25.0
1.0272093,1.0,7.3418,6.0,4.0,0.0,190.0,1.0,3.0,11.0,25.0
1.0317545,1.0,7.3744,6.0,4.0,0.0,190.0,1.0,3.0,11.0,25.0
1.0362997,1.0,7.4054,6.0,4.0,0.0,191.0,1.0,3.0,11.0,25.0
1.0408448,1.0,7.4356,6.0,4.0,0.0,191.0,1.0,3.0,11.0,25.0
1.04539,1.0,7.4685,6.0,5.0,0.0,192.0,1.0,3.0,11.0,25.0
1.0499352,1.0,7.5058,6.0,5.0,0.0,192.0,1.0,3.0,11.0,25.0
1.0544804,1.0,7.5404,6.0,5.0,0.0,192.0,1.0,3.0,11.0,26.0
1.0590255,1.0,7.5814,6.0,5.0,0.0,192.0,1.0,3.0,11.0,26.0
