Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.21892631,0.226901,0.16071428
6.1,0.21892631,0.226901,0.125
6.2,0.14675452,0.14907117,0.08928572
6.3,0.14675452,0.14907117,0.08928572
6.4,0.12436594,0.12535565,0.071428575
6.5,0.11375546,0.11413895,0.071428575
6.6,0.09494416,0.09433389,0.071428575
6.7,0.08597228,0.08492602,0.035714287
6.8,0.07681389,0.075341076,0.035714287
6.9,0.065930314,0.06395512,0.035714287
7.0,0.05989534,0.0576809,0.035714287
7.1,0.053793844,0.0513524,0.035714287
7.2,0.04881375,0.046248924,0.035714287
7.3,0.043812398,0.041126426,0.035714287
7.4,0.037184794,0.034339525,0.035714287
7.5,0.028935619,0.02626264,0.035714287
7.6,0.011750153,0.0111555895,0.0
7.7,0.006812024,0.00638819,0.0
7.8,0.004115678,0.00384498,0.0
7.9,3.691738E-5,3.757855E-5,0.0
