Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.9449962,0.67229265,1.0
6.1,0.63394874,0.39344636,0.60714287
6.2,0.38866043,0.28091997,0.125
6.3,0.38393253,0.2755831,0.125
6.4,0.37927845,0.26941732,0.125
6.5,0.37477368,0.2638662,0.125
6.6,0.36856598,0.25603968,0.10714286
6.7,0.36616087,0.2530683,0.10714286
6.8,0.36523813,0.25175512,0.10714286
6.9,0.36424232,0.25032282,0.10714286
7.0,0.36014873,0.24465065,0.08928572
7.1,0.33526027,0.21363127,0.08928572
7.2,0.33056223,0.20777841,0.08928572
7.3,0.32577515,0.20151334,0.08928572
7.4,0.3210823,0.19529353,0.08928572
7.5,0.2744941,0.13895835,0.05357143
7.6,0.2712601,0.13536055,0.05357143
7.7,0.23625483,0.10261189,0.05357143
7.8,0.2219273,0.09454975,0.05357143
7.9,0.18711655,0.07405532,0.05357143
8.0,0.14034821,0.048455317,0.035714287
8.1,0.09360987,0.022828538,0.0
8.2,0.044100937,0.0066363257,0.0
8.3,0.0102941245,6.576036E-4,0.0
