Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.020730034,0.0207096,0.036
6.1,0.020730034,0.0207096,0.036
6.2,0.020730034,0.0207096,0.036
6.3,0.020730034,0.0207096,0.036
6.4,0.020730034,0.0207096,0.036
6.5,0.020730034,0.0207096,0.036
6.6,0.020730034,0.0207096,0.036
6.7,0.020730034,0.0207096,0.036
6.8,0.018908354,0.018869193,0.033
6.9,0.018837513,0.018797658,0.033
7.0,0.018772088,0.01873153,0.032
7.1,0.018097665,0.018050421,0.029
7.2,0.013065367,0.012959903,0.016
7.3,0.011103956,0.010978011,0.013
7.4,0.010205943,0.010070758,0.012
7.5,0.008936965,0.008786912,0.011
7.6,0.007132117,0.0069686226,0.01
7.7,0.004307205,0.004165617,0.003
7.8,0.0020697766,0.0019775745,0.001
7.9,4.8475334E-4,4.5956607E-4,0.001
8.0,4.1119026E-7,4.1665697E-7,0.0
