Subsection Index,Subsection Name,Total Mean Annual Rate,Total 500 Year Prob
0,"Airport Lake, Subsection 0",1.38E-4,0.069
1,"Airport Lake, Subsection 1",1.52E-4,0.075
2,"Airport Lake, Subsection 2",1.4E-4,0.068
3,"Airport Lake, Subsection 3",1.36E-4,0.067
4,"Airport Lake, Subsection 4",1.94E-4,0.095
5,"Airport Lake, Subsection 5",1.68E-4,0.084
6,"Almanor 2011 CFM, Subsection 0",0.001358,0.515
7,"Almanor 2011 CFM, Subsection 1",0.00141,0.525
8,"Almanor 2011 CFM, Subsection 2",0.001312,0.505
9,"Almanor 2011 CFM, Subsection 3",0.001234,0.491
10,"Almanor 2011 CFM, Subsection 4",0.001256,0.507
11,"Almanor 2011 CFM, Subsection 5",0.001442,0.552
12,"Almanor 2011 CFM, Subsection 6",0.001324,0.526
13,"Anacapa-Dume alt 1, Subsection 0",1.3E-4,0.065
14,"Anacapa-Dume alt 1, Subsection 1",1.44E-4,0.072
15,"Anacapa-Dume alt 1, Subsection 2",1.34E-4,0.067
16,"Anacapa-Dume alt 1, Subsection 3",1.36E-4,0.068
17,"Anacapa-Dume alt 1, Subsection 4",8.4E-5,0.042
18,"Anaheim, Subsection 0",7.0E-5,0.035
19,"Anaheim, Subsection 1",8.0E-5,0.04
20,"Anaheim, Subsection 2",3.4E-5,0.017
21,"Antelope Valley 2011, Subsection 0",5.64E-4,0.264
22,"Antelope Valley 2011, Subsection 1",5.9E-4,0.274
23,"Antelope Valley 2011, Subsection 2",4.5E-4,0.219
24,"Antelope Valley 2011, Subsection 3",4.1E-4,0.199
25,"Antelope Valley 2011, Subsection 4",4.98E-4,0.241
26,"Antelope Valley 2011, Subsection 5",4.58E-4,0.222
27,"Ash Hill, Subsection 0",5.24E-4,0.251
28,"Ash Hill, Subsection 1",5.42E-4,0.257
29,"Ash Hill, Subsection 2",3.82E-4,0.185
30,"Ash Hill, Subsection 3",3.58E-4,0.169
31,"Ash Hill, Subsection 4",3.8E-4,0.179
32,"Ash Hill, Subsection 5",3.8E-4,0.18
33,"Ash Hill, Subsection 6",5.86E-4,0.262
34,"Ash Hill, Subsection 7",5.72E-4,0.258
35,"Baker, Subsection 0",1.2E-4,0.057
36,"Baker, Subsection 1",1.3E-4,0.061
37,"Baker, Subsection 2",9.0E-5,0.044
38,"Baker, Subsection 3",8.0E-5,0.039
39,"Baker, Subsection 4",7.6E-5,0.038
40,"Baker, Subsection 5",7.2E-5,0.036
41,"Baker, Subsection 6",6.8E-5,0.034
42,"Baker, Subsection 7",6.2E-5,0.03
43,"Baker, Subsection 8",5.4E-5,0.027
44,"Baker, Subsection 9",5.0E-5,0.025
45,"Baker, Subsection 10",4.6E-5,0.023
46,"Baker, Subsection 11",5.0E-5,0.025
47,"Baker, Subsection 12",8.2E-5,0.041
48,"Baker, Subsection 13",7.6E-5,0.038
49,"Bartlett Springs 2011 CFM, Subsection 0",9.04E-4,0.421
50,"Bartlett Springs 2011 CFM, Subsection 1",9.12E-4,0.425
