Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,4765.174,4321.0,6733.0,4605.0,4507.0,1.0,0.31138,3840.39
2.6,3785.003,3424.0,5347.0,3659.0,3587.0,1.0,0.31138,3050.406
2.7,3006.4058,2710.0,4246.0,2908.0,2844.0,1.0,0.31138,2422.9165
2.8,2387.9988,2145.0,3372.0,2311.0,2281.0,1.0,0.31138,1924.575
2.9,1896.8021,1696.0,2680.0,1837.0,1820.0,1.0,0.31138,1528.7196
3.0,1506.6615,1341.0,2130.0,1460.0,1433.0,1.0,0.31138,1214.2753
3.1,1196.6935,1059.0,1691.0,1160.0,1143.0,1.0,0.31138,964.4555
3.2,950.5423,836.0,1343.0,922.0,904.0,1.0,0.31138,766.11176
3.3,755.02246,659.0,1066.0,733.0,725.0,1.0,0.31138,608.5178
3.4,599.66113,518.0,846.0,583.0,572.0,1.0,0.31138,483.28198
3.5,476.2726,407.0,672.0,463.0,458.0,1.0,0.31138,383.83142
3.6,378.22495,320.0,534.0,368.0,362.0,1.0,0.31138,304.80865
3.7,300.33038,250.0,424.0,293.0,286.0,1.0,0.31138,242.02293
3.8,238.43504,196.0,337.0,233.0,234.0,1.0,0.31138,192.14305
3.9,189.29305,153.0,268.0,185.0,182.0,1.0,0.31138,152.54709
4.0,150.2566,119.0,213.0,147.0,145.0,1.0,0.31138,121.08944
4.1,119.25401,92.0,169.0,117.0,115.0,1.0,0.31138,96.10087
4.2,94.61592,71.0,135.0,93.0,91.0,1.0,0.31138,76.24291
4.3,75.06951,55.0,108.0,73.0,72.0,1.0,0.31138,60.49995
4.4,59.53864,42.0,87.0,58.0,57.0,1.0,0.31138,47.98519
4.5,47.20517,32.0,70.0,46.0,45.0,1.0,0.31138,38.05057
4.6,37.40241,24.0,56.0,37.0,36.0,1.0,0.31138,30.15039
4.7,29.62688,18.0,46.0,29.0,28.0,1.0,0.31138,23.89097
4.8,23.447,13.0,37.0,23.0,22.0,1.0,0.31138,18.90688
4.9,18.53749,10.0,30.0,18.0,17.0,1.0,0.31138,14.94315
5.0,14.6392,7.0,25.0,14.0,14.0,1.0,0.31138,11.79976
5.1,11.53965,5.0,20.0,11.0,11.0,0.99998,0.31138,9.30336
5.2,9.07994,3.0,17.0,9.0,8.0,0.99974,0.31138,7.32004
5.3,7.12541,2.0,14.0,7.0,6.0,0.99836,0.31138,5.74181
5.4,5.57159,1.0,11.0,5.0,5.0,0.99386,0.31138,4.48702
5.5,4.33449,1.0,9.0,4.0,4.0,0.98194,0.31138,3.48889
5.6,3.34564,0.0,8.0,3.0,3.0,0.95602,0.31138,2.69485
5.7,2.56851,0.0,7.0,2.0,2.0,0.9113,0.31138,2.0695
5.8,1.95423,0.0,5.0,2.0,1.0,0.84157,0.31137,1.57505
5.9,1.46764,0.0,4.0,1.0,1.0,0.75131,0.31133,1.18265
6.0,1.11508,0.0,4.0,1.0,1.0,0.65454,0.31124,0.89611
6.1,0.81263,0.0,3.0,1.0,0.0,0.5427,0.27704,0.65659
6.2,0.52769,0.0,2.0,0.0,0.0,0.4007,0.21708,0.42612
6.3,0.39984,0.0,2.0,0.0,0.0,0.32348,0.18883,0.32459
6.4,0.30167,0.0,2.0,0.0,0.0,0.25509,0.16447,0.24416
6.5,0.23308,0.0,2.0,0.0,0.0,0.20348,0.14605,0.18881
6.6,0.19786,0.0,1.0,0.0,0.0,0.17828,0.13665,0.16285
6.7,0.1627,0.0,1.0,0.0,0.0,0.14922,0.12011,0.13431
6.8,0.13418,0.0,1.0,0.0,0.0,0.12531,0.10542,0.11144
6.9,0.10544,0.0,1.0,0.0,0.0,0.10044,0.08769,0.08852
7.0,0.08171,0.0,1.0,0.0,0.0,0.07928,0.07111,0.06881
7.1,0.06811,0.0,1.0,0.0,0.0,0.06672,0.06186,0.05762
7.2,0.04984,0.0,1.0,0.0,0.0,0.0493,0.04682,0.04191
7.3,0.03487,0.0,1.0,0.0,0.0,0.03462,0.03321,0.02925
7.4,0.03057,0.0,1.0,0.0,0.0,0.03039,0.02977,0.0258
7.5,0.02366,0.0,0.0,0.0,0.0,0.02357,0.0233,0.02004
7.6,0.01295,0.0,0.0,0.0,0.0,0.01291,0.01283,0.01103
7.7,0.00464,0.0,0.0,0.0,0.0,0.00463,0.00459,0.00389
7.8,0.00279,0.0,0.0,0.0,0.0,0.00278,0.00278,0.00237
7.9,0.00151,0.0,0.0,0.0,0.0,0.00151,0.00151,0.00128
8.0,4.9E-4,0.0,0.0,0.0,0.0,4.9E-4,4.9E-4,4.2E-4
8.1,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,6.0E-5
8.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
