Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.5757696,0.6117739,0.46327683
6.1,0.5757696,0.6117739,0.40112993
6.2,0.56263626,0.5992719,0.37853107
6.3,0.55880105,0.5956342,0.37288135
6.4,0.5455442,0.58298814,0.3559322
6.5,0.53727937,0.5750949,0.3559322
6.6,0.51004004,0.5486893,0.31638417
6.7,0.48742387,0.526476,0.2937853
6.8,0.40745693,0.44483325,0.22033899
6.9,0.34677014,0.38227427,0.17514125
7.0,0.27360973,0.30392787,0.14689265
7.1,0.2092021,0.23482001,0.084745765
7.2,0.14550844,0.1653623,0.06779661
7.3,0.07819795,0.08816171,0.03954802
7.4,0.051469978,0.05765,0.03954802
7.5,0.04279203,0.04800426,0.033898305
7.6,0.030658968,0.03457424,0.028248588
7.7,0.007916393,0.009307665,0.016949153
