Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.56556714,0.5349119,0.4192799
6.1,0.42418635,0.38414675,0.24041812
6.2,0.34460846,0.3079048,0.18815331
6.3,0.29795375,0.2657855,0.15098722
6.4,0.2711011,0.24188289,0.1300813
6.5,0.25632128,0.22882292,0.11962834
6.6,0.2266291,0.2027533,0.10336818
6.7,0.20629561,0.1848064,0.08943089
6.8,0.18138474,0.16375518,0.07665505
6.9,0.15674151,0.14206572,0.06387921
7.0,0.13277912,0.12083304,0.053426247
7.1,0.11036651,0.100800216,0.042973287
7.2,0.07097205,0.066747345,0.027874565
7.3,0.052435953,0.04988662,0.024390243
7.4,0.043333665,0.04136904,0.015098723
7.5,0.034954246,0.03337611,0.010452962
7.6,0.025251048,0.023917532,0.005807201
7.7,0.015496228,0.01421367,0.0034843206
7.8,0.0075864913,0.0067926687,0.0011614402
7.9,0.0031408628,0.0027834051,0.0011614402
8.0,8.819456E-5,9.130189E-5,0.0
