Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1425.5879,1201.0,2140.0,1348.0,1312.0,1.0,0.08326,1063.7725
2.6,1132.2797,949.0,1700.0,1071.0,1043.0,1.0,0.08326,844.89667
2.7,899.388,749.0,1351.0,851.0,829.0,1.0,0.08326,671.13495
2.8,714.38116,590.0,1074.0,677.0,663.0,1.0,0.08326,533.09357
2.9,567.46375,465.0,855.0,538.0,526.0,1.0,0.08326,423.4394
3.0,450.70703,365.0,681.0,428.0,411.0,1.0,0.08326,336.289
3.1,358.01523,287.0,541.0,340.0,327.0,1.0,0.08326,267.11755
3.2,284.36777,225.0,432.0,271.0,261.0,1.0,0.08326,212.14775
3.3,225.83507,176.0,343.0,215.0,209.0,1.0,0.08326,168.48326
3.4,179.32645,137.0,272.0,171.0,168.0,1.0,0.08326,133.78317
3.5,142.4324,107.0,218.0,136.0,133.0,1.0,0.08326,106.26711
3.6,113.14455,82.0,174.0,108.0,104.0,1.0,0.08326,84.41482
3.7,89.84082,64.0,139.0,86.0,84.0,1.0,0.08326,67.03111
3.8,71.32711,49.0,111.0,68.0,66.0,1.0,0.08326,53.21785
3.9,56.63031,37.0,90.0,54.0,52.0,1.0,0.08326,42.2499
4.0,44.95986,28.0,72.0,43.0,42.0,1.0,0.08326,33.53569
4.1,35.69518,21.0,58.0,34.0,33.0,1.0,0.08326,26.62204
4.2,28.3315,16.0,47.0,27.0,26.0,1.0,0.08326,21.12961
4.3,22.48077,12.0,38.0,21.0,21.0,1.0,0.08326,16.76563
4.4,17.83465,9.0,31.0,17.0,16.0,1.0,0.08326,13.30472
4.5,14.13949,6.0,26.0,13.0,13.0,1.0,0.08326,10.54986
4.6,11.20781,4.0,21.0,11.0,10.0,0.99992,0.08326,8.36274
4.7,8.87083,3.0,18.0,8.0,8.0,0.99945,0.08326,6.61548
4.8,7.02263,2.0,15.0,7.0,6.0,0.99773,0.08326,5.238
4.9,5.5499,1.0,12.0,5.0,5.0,0.99213,0.08326,4.14032
5.0,4.38135,1.0,10.0,4.0,3.0,0.97792,0.08326,3.26877
5.1,3.45008,0.0,9.0,3.0,3.0,0.95116,0.08326,2.57347
5.2,2.70848,0.0,7.0,2.0,2.0,0.90808,0.08326,2.02124
5.3,2.12696,0.0,6.0,2.0,1.0,0.84898,0.08326,1.58522
5.4,1.66244,0.0,5.0,1.0,1.0,0.77463,0.08326,1.24016
5.5,1.29466,0.0,4.0,1.0,1.0,0.68886,0.08326,0.96584
5.6,1.00233,0.0,4.0,1.0,0.0,0.59772,0.08326,0.74765
5.7,0.76968,0.0,3.0,1.0,0.0,0.50555,0.08326,0.57292
5.8,0.58516,0.0,3.0,0.0,0.0,0.417,0.08326,0.43495
5.9,0.43924,0.0,2.0,0.0,0.0,0.33554,0.08324,0.32559
6.0,0.3325,0.0,2.0,0.0,0.0,0.26625,0.08319,0.245
6.1,0.23839,0.0,2.0,0.0,0.0,0.20059,0.06865,0.17705
6.2,0.1609,0.0,1.0,0.0,0.0,0.14158,0.0567,0.12029
6.3,0.11849,0.0,1.0,0.0,0.0,0.10666,0.04636,0.08878
6.4,0.08889,0.0,1.0,0.0,0.0,0.08133,0.04137,0.06649
6.5,0.06666,0.0,1.0,0.0,0.0,0.06161,0.0356,0.05015
6.6,0.05287,0.0,1.0,0.0,0.0,0.04991,0.0318,0.04043
6.7,0.04124,0.0,1.0,0.0,0.0,0.03929,0.02684,0.03147
6.8,0.03135,0.0,1.0,0.0,0.0,0.03017,0.02219,0.02391
6.9,0.0227,0.0,0.0,0.0,0.0,0.02198,0.01703,0.01757
7.0,0.01661,0.0,0.0,0.0,0.0,0.01616,0.01299,0.01272
7.1,0.01289,0.0,0.0,0.0,0.0,0.01274,0.0109,0.00982
7.2,0.00914,0.0,0.0,0.0,0.0,0.00903,0.00793,0.0068
7.3,0.00615,0.0,0.0,0.0,0.0,0.0061,0.00565,0.00457
7.4,0.00539,0.0,0.0,0.0,0.0,0.00534,0.00517,0.00401
7.5,0.00404,0.0,0.0,0.0,0.0,0.00401,0.00396,0.00307
7.6,0.00212,0.0,0.0,0.0,0.0,0.00212,0.00209,0.00152
7.7,6.6E-4,0.0,0.0,0.0,0.0,6.6E-4,6.4E-4,4.2E-4
7.8,4.1E-4,0.0,0.0,0.0,0.0,4.1E-4,4.0E-4,2.6E-4
7.9,2.2E-4,0.0,0.0,0.0,0.0,2.2E-4,2.2E-4,1.6E-4
8.0,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
