Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.22318009,0.2854363,0.217
6.1,0.22318009,0.2854363,0.217
6.2,0.22318009,0.2854363,0.217
6.3,0.22318009,0.2854363,0.217
6.4,0.22318009,0.2854363,0.217
6.5,0.22318009,0.2854363,0.217
6.6,0.22318009,0.2854363,0.217
6.7,0.16671257,0.21528848,0.18
6.8,0.13375272,0.17344083,0.139
6.9,0.13342948,0.17308863,0.139
7.0,0.09449663,0.12271254,0.088
7.1,0.028629264,0.033163235,0.02
7.2,0.020713184,0.02392948,0.014
7.3,0.010884727,0.012569661,0.008
