Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.44463897,0.5774471,0.628
6.1,0.44372272,0.57647246,0.59
6.2,0.32724717,0.43402967,0.473
6.3,0.2982633,0.39937377,0.444
6.4,0.2770237,0.37368068,0.421
6.5,0.24700193,0.33660388,0.386
6.6,0.21870908,0.3009549,0.344
6.7,0.17503452,0.24466635,0.273
6.8,0.10046923,0.13349153,0.136
6.9,0.0890337,0.11629996,0.111
7.0,0.08208878,0.1059904,0.098
7.1,0.07725947,0.09917573,0.09
7.2,0.07285567,0.09331654,0.08
7.3,0.068577714,0.087587595,0.075
7.4,0.06193298,0.07911338,0.073
7.5,0.05535337,0.0706294,0.064
7.6,0.043997526,0.05615186,0.049
7.7,0.010894411,0.013613743,0.011
7.8,9.6110074E-4,0.0011200042,0.001
