Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.16731344,0.19086474,0.187
6.1,0.16731344,0.19086474,0.187
6.2,0.09163364,0.10433487,0.12
6.3,0.09163364,0.10433487,0.12
6.4,0.0854663,0.0973644,0.116
6.5,0.074052304,0.08445309,0.107
6.6,0.06078208,0.06952237,0.092
6.7,0.051314287,0.058887567,0.079
