Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,5463.361,3669.0,14056.0,4645.0,4320.0,1.0,0.2600804,2394.3586
2.6,4339.8364,2910.0,11145.0,3691.0,3304.0,1.0,0.2600804,1902.0688
2.7,3447.3257,2306.0,8844.0,2932.0,2627.0,1.0,0.2600804,1510.8467
2.8,2738.061,1827.0,7021.0,2330.0,2112.0,1.0,0.2600804,1200.0978
2.9,2174.7854,1447.0,5592.0,1852.0,1652.0,1.0,0.2600804,953.1148
3.0,1727.4517,1145.0,4442.0,1471.0,1387.0,1.0,0.2600804,757.0517
3.1,1371.9456,905.0,3526.0,1169.0,1062.0,1.0,0.2600804,601.2246
3.2,1089.6976,715.0,2798.0,929.0,847.0,1.0,0.2600804,477.5353
3.3,865.4442,564.0,2222.0,738.0,676.0,1.0,0.2600804,379.28217
3.4,687.3528,444.0,1763.0,587.0,556.0,1.0,0.2600804,301.21378
3.5,545.8923,350.0,1404.0,467.0,425.0,1.0,0.2600804,239.20721
3.6,433.45236,275.0,1117.0,371.0,338.0,1.0,0.2600804,189.96545
3.7,344.25378,215.0,889.0,295.0,270.0,1.0,0.2600804,150.85313
3.8,273.38602,169.0,706.0,234.0,204.0,1.0,0.2600804,119.79507
3.9,217.04016,132.0,561.0,186.0,171.0,1.0,0.2600804,95.11452
4.0,172.34299,102.0,444.0,148.0,138.0,1.0,0.2600804,75.51789
4.1,136.7973,79.0,354.0,118.0,106.0,1.0,0.2600804,59.958233
4.2,108.569824,61.0,281.0,94.0,88.0,1.0,0.2600804,47.57955
4.3,86.13124,47.0,223.0,74.0,67.0,1.0,0.2600804,37.744728
4.4,68.3136,36.0,177.0,59.0,54.0,1.0,0.2600804,29.944775
4.5,54.171043,27.0,140.0,47.0,41.0,1.0,0.2600804,23.74196
4.6,42.942814,20.0,112.0,37.0,33.0,1.0,0.2600804,18.823763
4.7,34.01995,15.0,89.0,30.0,28.0,1.0,0.2600804,14.916559
4.8,26.941221,11.0,71.0,23.0,21.0,1.0,0.2600804,11.804068
4.9,21.323088,8.0,57.0,18.0,15.0,1.0,0.2600804,9.338425
5.0,16.843874,6.0,45.0,15.0,13.0,0.9999839,0.2600804,7.3760934
5.1,13.279132,4.0,36.0,11.0,9.0,0.9998553,0.2600804,5.81209
5.2,10.455884,3.0,29.0,9.0,8.0,0.99901927,0.2600804,4.575209
5.3,8.2112055,2.0,23.0,7.0,5.0,0.9953376,0.2600804,3.5948875
5.4,6.431431,1.0,19.0,5.0,4.0,0.9867524,0.2600804,2.8132477
5.5,5.0097265,0.0,15.0,4.0,3.0,0.96757233,0.2600804,2.1903214
5.6,3.8849356,0.0,12.0,3.0,2.0,0.9359968,0.2600804,1.7021061
5.7,2.9940836,0.0,10.0,2.0,2.0,0.88561094,0.2600804,1.3135209
5.8,2.289582,0.0,8.0,2.0,1.0,0.8178296,0.2600643,1.0039872
5.9,1.738762,0.0,6.0,1.0,1.0,0.73318326,0.25998393,0.7630386
6.0,1.352926,0.0,5.0,1.0,0.0,0.64874595,0.25982314,0.58842444
6.1,1.0097107,0.0,4.0,1.0,0.0,0.55323154,0.21519293,0.44565916
6.2,0.71146303,0.0,3.0,0.0,0.0,0.4471865,0.17578778,0.3222508
6.3,0.52800643,0.0,3.0,0.0,0.0,0.361045,0.14332798,0.23971061
6.4,0.40019292,0.0,2.0,0.0,0.0,0.28890675,0.124678455,0.17818327
6.5,0.30122188,0.0,2.0,0.0,0.0,0.2290836,0.10802251,0.13215435
6.6,0.23254019,0.0,2.0,0.0,0.0,0.18721865,0.09884244,0.10262058
6.7,0.17890675,0.0,1.0,0.0,0.0,0.14819935,0.08588424,0.07747588
6.8,0.13628617,0.0,1.0,0.0,0.0,0.117572345,0.074855305,0.058617365
6.9,0.09950161,0.0,1.0,0.0,0.0,0.08966238,0.061623793,0.042604502
7.0,0.07480708,0.0,1.0,0.0,0.0,0.06914791,0.0514791,0.03051447
7.1,0.059742764,0.0,1.0,0.0,0.0,0.056559484,0.0461254,0.02318328
7.2,0.044276528,0.0,1.0,0.0,0.0,0.042652734,0.036961414,0.01675241
7.3,0.030385852,0.0,1.0,0.0,0.0,0.029453376,0.026511254,0.011093248
7.4,0.025787782,0.0,1.0,0.0,0.0,0.02516077,0.023890676,0.009051447
7.5,0.019405145,0.0,0.0,0.0,0.0,0.019051448,0.018601285,0.0066237943
7.6,0.011093248,0.0,0.0,0.0,0.0,0.010916399,0.010787781,0.0037942121
7.7,0.003874598,0.0,0.0,0.0,0.0,0.0038102893,0.003762058,0.0013022508
7.8,0.0024758843,0.0,0.0,0.0,0.0,0.002459807,0.0024276527,8.038585E-4
7.9,0.0013344052,0.0,0.0,0.0,0.0,0.001318328,0.001318328,4.0192925E-4
8.0,5.3054665E-4,0.0,0.0,0.0,0.0,5.3054665E-4,5.3054665E-4,1.7684887E-4
8.1,6.430868E-5,0.0,0.0,0.0,0.0,6.430868E-5,6.430868E-5,1.607717E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
