Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2200.1313,1753.0,3911.0,2014.0,1898.0,1.0,0.11229,1431.4386
2.6,1747.7139,1387.0,3112.0,1601.0,1529.0,1.0,0.11229,1137.1262
2.7,1388.1705,1097.0,2474.0,1272.0,1203.0,1.0,0.11229,903.22064
2.8,1102.6017,867.0,1965.0,1011.0,952.0,1.0,0.11229,717.39764
2.9,875.77814,684.0,1562.0,804.0,781.0,1.0,0.11229,569.77484
3.0,695.6685,539.0,1239.0,639.0,606.0,1.0,0.11229,452.5764
3.1,552.5002,424.0,984.0,508.0,492.0,1.0,0.11229,359.4652
3.2,438.82556,333.0,782.0,404.0,387.0,1.0,0.11229,285.49374
3.3,348.5167,262.0,622.0,321.0,313.0,1.0,0.11229,226.758
3.4,276.7959,205.0,494.0,256.0,245.0,1.0,0.11229,180.10023
3.5,219.83556,160.0,394.0,203.0,194.0,1.0,0.11229,143.04024
3.6,174.53677,125.0,313.0,162.0,155.0,1.0,0.11229,113.57149
3.7,138.61156,97.0,250.0,129.0,123.0,1.0,0.11229,90.17975
3.8,110.08151,75.0,199.0,102.0,98.0,1.0,0.11229,71.62037
3.9,87.38845,58.0,159.0,81.0,78.0,1.0,0.11229,56.86302
4.0,69.37908,44.0,127.0,64.0,60.0,1.0,0.11229,45.14318
4.1,55.06408,34.0,102.0,51.0,49.0,1.0,0.11229,35.83344
4.2,43.70883,26.0,81.0,41.0,38.0,1.0,0.11229,28.44555
4.3,34.67781,19.0,65.0,32.0,31.0,1.0,0.11229,22.56749
4.4,27.50759,14.0,52.0,26.0,24.0,1.0,0.11229,17.90715
4.5,21.81785,10.0,42.0,20.0,19.0,1.0,0.11229,14.20246
4.6,17.28827,8.0,34.0,16.0,15.0,0.99999,0.11229,11.25884
4.7,13.70037,5.0,28.0,13.0,12.0,0.99998,0.11229,8.92179
4.8,10.85552,4.0,23.0,10.0,9.0,0.9998,0.11229,7.06401
4.9,8.58675,2.0,19.0,8.0,7.0,0.99885,0.11229,5.58685
5.0,6.7813,2.0,16.0,6.0,5.0,0.99587,0.11229,4.4124
5.1,5.34534,1.0,13.0,5.0,4.0,0.98719,0.11229,3.47785
5.2,4.20589,0.0,11.0,4.0,3.0,0.96849,0.11229,2.73696
5.3,3.30636,0.0,9.0,3.0,2.0,0.93589,0.11229,2.15274
5.4,2.58668,0.0,7.0,2.0,2.0,0.88572,0.11229,1.68389
5.5,2.01525,0.0,6.0,2.0,1.0,0.81813,0.11229,1.3114
5.6,1.56359,0.0,5.0,1.0,1.0,0.7383,0.11229,1.01865
5.7,1.20865,0.0,4.0,1.0,0.0,0.64872,0.11229,0.78739
5.8,0.9272,0.0,4.0,1.0,0.0,0.55675,0.11229,0.60331
5.9,0.70353,0.0,3.0,0.0,0.0,0.46496,0.11225,0.45732
6.0,0.54729,0.0,3.0,0.0,0.0,0.38694,0.11218,0.35394
6.1,0.4107,0.0,2.0,0.0,0.0,0.31099,0.0924,0.26709
6.2,0.29208,0.0,2.0,0.0,0.0,0.23694,0.07466,0.19212
6.3,0.21601,0.0,2.0,0.0,0.0,0.18203,0.06087,0.14158
6.4,0.16206,0.0,1.0,0.0,0.0,0.1398,0.05263,0.10494
6.5,0.12116,0.0,1.0,0.0,0.0,0.10675,0.04545,0.07757
6.6,0.09358,0.0,1.0,0.0,0.0,0.08508,0.04159,0.06018
6.7,0.07196,0.0,1.0,0.0,0.0,0.06622,0.03624,0.04562
6.8,0.05462,0.0,1.0,0.0,0.0,0.0511,0.03111,0.03441
6.9,0.0401,0.0,1.0,0.0,0.0,0.03833,0.02558,0.02491
7.0,0.02986,0.0,1.0,0.0,0.0,0.0289,0.02092,0.01812
7.1,0.02372,0.0,0.0,0.0,0.0,0.02317,0.01858,0.01387
7.2,0.01768,0.0,0.0,0.0,0.0,0.0174,0.01489,0.01008
7.3,0.01189,0.0,0.0,0.0,0.0,0.0117,0.01053,0.00658
7.4,0.01004,0.0,0.0,0.0,0.0,0.00988,0.00947,0.00539
7.5,0.00763,0.0,0.0,0.0,0.0,0.00757,0.00741,0.00408
7.6,0.00425,0.0,0.0,0.0,0.0,0.00422,0.00417,0.00224
7.7,0.00135,0.0,0.0,0.0,0.0,0.00135,0.00132,7.3E-4
7.8,7.8E-4,0.0,0.0,0.0,0.0,7.8E-4,7.7E-4,4.3E-4
7.9,4.3E-4,0.0,0.0,0.0,0.0,4.3E-4,4.3E-4,2.1E-4
8.0,1.4E-4,0.0,0.0,0.0,0.0,1.4E-4,1.4E-4,6.0E-5
8.1,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
