Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,2855.309,2190.0,5494.0,2570.0,2418.0,1.0,0.14464772,1690.9258
2.6,2268.1594,1735.0,4366.0,2041.0,1919.0,1.0,0.14464772,1343.2318
2.7,1801.5417,1373.0,3464.0,1622.0,1570.0,1.0,0.14464772,1066.876
2.8,1430.9738,1086.0,2751.0,1289.0,1219.0,1.0,0.14464772,847.4596
2.9,1136.5907,859.0,2187.0,1025.0,957.0,1.0,0.14464772,673.07715
3.0,902.8069,678.0,1734.0,814.0,777.0,1.0,0.14464772,534.6174
3.1,717.0341,534.0,1378.0,648.0,610.0,1.0,0.14464772,424.63437
3.2,569.51495,420.0,1093.0,515.0,481.0,1.0,0.14464772,337.26904
3.3,452.2884,330.0,871.0,409.0,383.0,1.0,0.14464772,267.8759
3.4,359.19278,259.0,694.0,326.0,302.0,1.0,0.14464772,212.73758
3.5,285.29346,203.0,552.0,259.0,239.0,1.0,0.14464772,168.96635
3.6,226.52551,159.0,438.0,206.0,195.0,1.0,0.14464772,134.17957
3.7,179.90865,124.0,351.0,164.0,155.0,1.0,0.14464772,106.538666
3.8,142.86821,96.0,279.0,130.0,122.0,1.0,0.14464772,84.610855
3.9,113.42426,74.0,223.0,103.0,97.0,1.0,0.14464772,67.17534
4.0,90.06419,57.0,177.0,82.0,79.0,1.0,0.14464772,53.336872
4.1,71.48075,44.0,142.0,65.0,62.0,1.0,0.14464772,42.336056
4.2,56.740765,33.0,113.0,52.0,48.0,1.0,0.14464772,33.6013
4.3,45.011124,25.0,91.0,41.0,38.0,1.0,0.14464772,26.653992
4.4,35.70314,19.0,73.0,33.0,30.0,1.0,0.14464772,21.14843
4.5,28.31256,14.0,58.0,26.0,24.0,1.0,0.14464772,16.774376
4.6,22.428455,10.0,47.0,20.0,18.0,1.0,0.14464772,13.293374
4.7,17.773289,7.0,38.0,16.0,14.0,1.0,0.14464772,10.534376
4.8,14.075933,5.0,31.0,13.0,11.0,0.99997526,0.14464772,8.335414
4.9,11.132756,4.0,25.0,10.0,9.0,0.99976516,0.14464772,6.5912113
5.0,8.791298,2.0,21.0,8.0,7.0,0.99888754,0.14464772,5.2047467
5.1,6.930692,1.0,17.0,6.0,5.0,0.99545115,0.14464772,4.101817
5.2,5.455933,1.0,14.0,5.0,4.0,0.9861434,0.14464772,3.2286773
5.3,4.2882323,0.0,12.0,4.0,3.0,0.9668109,0.14464772,2.5399134
5.4,3.354759,0.0,9.0,3.0,2.0,0.9317305,0.14464772,1.9869963
5.5,2.613943,0.0,8.0,2.0,2.0,0.87830657,0.14464772,1.5477997
5.6,2.028393,0.0,7.0,2.0,1.0,0.81029665,0.14464772,1.2029172
5.7,1.5691842,0.0,5.0,1.0,1.0,0.72792333,0.14464772,0.9297157
5.8,1.2018541,0.0,5.0,1.0,0.0,0.63763905,0.14464772,0.71147096
5.9,0.9122003,0.0,4.0,1.0,0.0,0.54402965,0.14461063,0.5398146
6.0,0.70956737,0.0,3.0,0.0,0.0,0.4593078,0.14449938,0.4163659
6.1,0.5302349,0.0,3.0,0.0,0.0,0.3737701,0.118615575,0.3131273
6.2,0.3772806,0.0,2.0,0.0,0.0,0.28945613,0.095747836,0.22567368
6.3,0.27950555,0.0,2.0,0.0,0.0,0.22566131,0.07779975,0.16668727
6.4,0.20960446,0.0,2.0,0.0,0.0,0.17467244,0.06709518,0.12342398
6.5,0.15723115,0.0,1.0,0.0,0.0,0.13500617,0.058121137,0.09150803
6.6,0.12119901,0.0,1.0,0.0,0.0,0.10828183,0.05312732,0.07102596
6.7,0.0931026,0.0,1.0,0.0,0.0,0.08442522,0.046254635,0.05365884
6.8,0.07095179,0.0,1.0,0.0,0.0,0.065760195,0.04,0.040593326
6.9,0.052150805,0.0,1.0,0.0,0.0,0.04945612,0.032978985,0.02933251
7.0,0.0392089,0.0,1.0,0.0,0.0,0.037787393,0.027169345,0.021334982
7.1,0.03105068,0.0,1.0,0.0,0.0,0.030309023,0.024289247,0.016353523
7.2,0.023065513,0.0,0.0,0.0,0.0,0.022707045,0.019431397,0.011928307
