Subsection Index,Subsection Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
86,"Bear River fault zone, Subsection 7",1.1E-4,0.011,1.9570306E-4
87,"Bear River fault zone, Subsection 8",1.0E-4,0.01,1.7424025E-4
88,"Bear River fault zone, Subsection 9",1.0E-4,0.01,1.4789736E-4
89,"Bear River fault zone, Subsection 10",6.0E-5,0.006,1.09479406E-4
90,"Bennett Valley 2011 CFM, Subsection 0",4.0E-5,0.004,5.9303155E-5
91,"Bennett Valley 2011 CFM, Subsection 1",4.0E-5,0.004,6.009063E-5
92,"Bennett Valley 2011 CFM, Subsection 2",4.0E-5,0.004,5.931746E-5
93,"Bennett Valley 2011 CFM, Subsection 3",4.0E-5,0.004,5.8486323E-5
94,"Bennett Valley 2011 CFM, Subsection 4",4.0E-5,0.004,5.7386304E-5
95,"Bennett Valley 2011 CFM, Subsection 5",4.0E-5,0.004,5.614613E-5
96,"Bennett Valley 2011 CFM, Subsection 6",4.0E-5,0.004,5.1143576E-5
97,"Bicycle Lake, Subsection 0",0.0,0.0,0.0
98,"Bicycle Lake, Subsection 1",0.0,0.0,0.0
99,"Bicycle Lake, Subsection 2",0.0,0.0,0.0
100,"Bicycle Lake, Subsection 3",0.0,0.0,0.0
101,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 0",1.7E-4,0.017,2.404422E-4
102,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 1",1.8E-4,0.018,2.569114E-4
103,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 2",1.7E-4,0.017,2.5526198E-4
104,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 3",1.8E-4,0.018,2.5900046E-4
105,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 4",1.9E-4,0.019,2.5054475E-4
106,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 5",1.8E-4,0.018,2.4812162E-4
107,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 6",1.7E-4,0.017,2.469517E-4
108,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 7",1.9E-4,0.019,2.4645173E-4
109,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 8",2.0E-4,0.02,2.486382E-4
110,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 9",2.0E-4,0.02,2.5407903E-4
111,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 10",2.2E-4,0.022,2.5811756E-4
112,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 11",2.3E-4,0.023,2.6129629E-4
113,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 12",2.2E-4,0.022,2.7082406E-4
114,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 13",2.5E-4,0.025,2.9036138E-4
115,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 14",2.5E-4,0.025,3.105894E-4
116,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 15",2.3E-4,0.023,2.8873284E-4
117,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 16",1.9E-4,0.019,2.5574112E-4
118,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 17",1.7E-4,0.017,2.1895031E-4
119,"Big Pine (Central), Subsection 0",1.0E-5,0.001,4.2973712E-5
120,"Big Pine (Central), Subsection 1",1.0E-5,0.001,4.530342E-5
121,"Big Pine (Central), Subsection 2",1.0E-5,0.001,4.60706E-5
122,"Big Pine (Central), Subsection 3",1.0E-5,0.001,4.9796658E-5
123,"Big Pine (Central), Subsection 4",1.0E-5,0.001,4.8687158E-5
124,"Big Pine (Central), Subsection 5",0.0,0.0,3.5768642E-6
125,"Big Pine (Central), Subsection 6",0.0,0.0,2.4480144E-6
126,"Big Pine (East), Subsection 0",8.0E-5,0.008,1.0868567E-4
127,"Big Pine (East), Subsection 1",8.0E-5,0.008,1.1126479E-4
128,"Big Pine (East), Subsection 2",6.0E-5,0.006,1.0451772E-4
129,"Big Pine (East), Subsection 3",6.0E-5,0.006,1.00192294E-4
130,"Big Pine (West), Subsection 0",4.0E-5,0.004,1.0996553E-5
131,"Big Pine (West), Subsection 1",4.0E-5,0.004,1.2352267E-5
132,"Big Pine (West), Subsection 2",2.0E-5,0.002,8.6682E-6
133,"Blackwater, Subsection 0",1.0E-5,0.001,2.4725085E-5
134,"Blackwater, Subsection 1",1.0E-5,0.001,2.4725085E-5
135,"Blackwater, Subsection 2",1.0E-5,0.001,2.4725085E-5
136,"Blackwater, Subsection 3",1.0E-5,0.001,2.4725085E-5
137,"Blackwater, Subsection 4",1.0E-5,0.001,2.4725085E-5
138,"Blackwater, Subsection 5",1.0E-5,0.001,2.4725085E-5
139,"Blackwater, Subsection 6",1.0E-5,0.001,2.4725085E-5
140,"Blackwater, Subsection 7",1.0E-5,0.001,2.4725085E-5
141,"Blackwater, Subsection 8",1.0E-5,0.001,2.4725085E-5
142,"Blackwater, Subsection 9",1.0E-5,0.001,2.4725085E-5
143,"Blackwater, Subsection 10",1.0E-5,0.001,2.4725085E-5
144,"Blue Cut, Subsection 0",1.2E-4,0.012,1.5109398E-4
145,"Blue Cut, Subsection 1",1.2E-4,0.012,1.7635812E-4
146,"Blue Cut, Subsection 2",1.4E-4,0.014,1.9387153E-4
147,"Blue Cut, Subsection 3",1.4E-4,0.014,2.0261868E-4
148,"Blue Cut, Subsection 4",1.4E-4,0.014,2.0261868E-4
149,"Blue Cut, Subsection 5",1.4E-4,0.014,2.0261868E-4
150,"Blue Cut, Subsection 6",1.4E-4,0.014,2.0261868E-4
151,"Blue Cut, Subsection 7",1.4E-4,0.014,2.0261868E-4
152,"Blue Cut, Subsection 8",1.4E-4,0.014,2.0261868E-4
153,"Blue Cut, Subsection 9",1.4E-4,0.014,2.0261868E-4
154,"Blue Cut, Subsection 10",1.2E-4,0.012,1.9450209E-4
155,"Blue Cut, Subsection 11",1.1E-4,0.011,1.7742955E-4
156,"Blue Cut, Subsection 12",8.0E-5,0.008,1.5263453E-4
157,"Brawley (Seismic Zone) alt 1, Subsection 0",0.00392,0.382,0.003997975
158,"Brawley (Seismic Zone) alt 1, Subsection 1",0.00392,0.382,0.003998034
159,"Brawley (Seismic Zone) alt 1, Subsection 2",0.00392,0.382,0.0039789192
160,"Brawley (Seismic Zone) alt 1, Subsection 3",0.00392,0.382,0.0039591934
161,"Brawley (Seismic Zone) alt 1, Subsection 4",0.00392,0.382,0.00394044
162,"Brawley (Seismic Zone) alt 1, Subsection 5",0.00391,0.381,0.003923829
163,"Brawley (Seismic Zone) alt 1, Subsection 6",0.00391,0.381,0.0039039871
164,"Brawley (Seismic Zone) alt 1, Subsection 7",0.00391,0.381,0.0038832452
165,"Brawley (Seismic Zone) alt 1, Subsection 8",0.00391,0.381,0.0038616501
166,"Brawley (Seismic Zone) alt 1, Subsection 9",0.0039,0.38,0.0038425098
167,"Breckenridge 2011, Subsection 0",2.0E-5,0.002,3.5571426E-5
168,"Breckenridge 2011, Subsection 1",2.0E-5,0.002,3.5571426E-5
169,"Bullion Mountains, Subsection 0",6.0E-5,0.006,1.7905983E-4
170,"Bullion Mountains, Subsection 1",6.0E-5,0.006,1.7905983E-4
171,"Bullion Mountains, Subsection 2",6.0E-5,0.006,1.7905983E-4
172,"Bullion Mountains, Subsection 3",6.0E-5,0.006,1.7905983E-4
173,"Bullion Mountains, Subsection 4",6.0E-5,0.006,1.7905983E-4
174,"Bullion Mountains, Subsection 5",6.0E-5,0.006,1.7905983E-4
175,"Burnt Mtn, Subsection 0",0.0,0.0,0.0
176,"Burnt Mtn, Subsection 1",0.0,0.0,0.0
177,"Burnt Mtn, Subsection 2",0.0,0.0,0.0
178,"Butano 2011 CFM, Subsection 0",1.2E-4,0.012,2.0902144E-4
179,"Butano 2011 CFM, Subsection 1",1.2E-4,0.012,2.1483419E-4
180,"Butano 2011 CFM, Subsection 2",1.0E-4,0.01,2.2217828E-4
181,"Butano 2011 CFM, Subsection 3",9.0E-5,0.009,1.6750119E-4
182,"Butano 2011 CFM, Subsection 4",8.0E-5,0.008,1.5936428E-4
183,"Butano 2011 CFM, Subsection 5",8.0E-5,0.008,1.582853E-4
184,"Butano 2011 CFM, Subsection 6",7.0E-5,0.007,1.5138568E-4
185,"Butano 2011 CFM, Subsection 7",7.0E-5,0.007,1.4212308E-4
186,"Cady, Subsection 0",3.0E-5,0.003,3.578345E-5
187,"Cady, Subsection 1",3.0E-5,0.003,3.578345E-5
188,"Cady, Subsection 2",3.0E-5,0.003,3.578345E-5
189,"Cady, Subsection 3",3.0E-5,0.003,3.578345E-5
190,"Cady, Subsection 4",3.0E-5,0.003,3.068051E-5
191,"Calaveras (Central) 2011 CFM, Subsection 0",0.00156,0.152,0.0025381402
192,"Calaveras (Central) 2011 CFM, Subsection 1",0.00161,0.157,0.0026399526
193,"Calaveras (Central) 2011 CFM, Subsection 2",0.00164,0.159,0.0026947628
194,"Calaveras (Central) 2011 CFM, Subsection 3",0.00164,0.159,0.0027332578
195,"Calaveras (Central) 2011 CFM, Subsection 4",0.00159,0.155,0.0027097561
196,"Calaveras (Central) 2011 CFM, Subsection 5",0.0016,0.155,0.0027216657
197,"Calaveras (Central) 2011 CFM, Subsection 6",0.00161,0.156,0.0027350313
198,"Calaveras (Central) 2011 CFM, Subsection 7",0.00163,0.158,0.0027070313
199,"Calaveras (Central) 2011 CFM, Subsection 8",0.00169,0.165,0.0027483257
200,"Calaveras (Central) 2011 CFM, Subsection 9",0.00123,0.121,0.0019006811
201,"Calaveras (No) 2011 CFM, Subsection 0",7.6E-4,0.075,0.001274067
202,"Calaveras (No) 2011 CFM, Subsection 1",7.9E-4,0.078,0.001321028
203,"Calaveras (No) 2011 CFM, Subsection 2",8.0E-4,0.079,0.0013455108
204,"Calaveras (No) 2011 CFM, Subsection 3",8.1E-4,0.08,0.001366891
205,"Calaveras (No) 2011 CFM, Subsection 4",8.3E-4,0.082,0.0013960883
206,"Calaveras (No) 2011 CFM, Subsection 5",8.4E-4,0.083,0.0014340082
207,"Calaveras (No) 2011 CFM, Subsection 6",8.4E-4,0.083,0.001423603
208,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 0",0.00132,0.13,0.0022492753
209,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 1",0.00132,0.13,0.002256309
210,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 2",0.00127,0.125,0.002189378
211,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 3",0.00122,0.121,0.0021164147
212,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 4",0.00119,0.118,0.0020475816
213,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 5",0.00108,0.107,0.0019316674
214,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 6",8.8E-4,0.087,0.0016107257
215,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 7",8.9E-4,0.088,0.0017080749
216,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 8",3.3E-4,0.033,6.121918E-4
217,"Calaveras (So) 2011 CFM, Subsection 0",0.00132,0.13,0.0023521325
218,"Calaveras (So) 2011 CFM, Subsection 1",0.00143,0.141,0.0024416572
219,"Calaveras (So) 2011 CFM, Subsection 2",0.00146,0.144,0.0024747082
220,"Calaveras (So) 2011 CFM, Subsection 3",0.00149,0.146,0.0024975163
221,"Calaveras (So) 2011 CFM, Subsection 4",0.00153,0.149,0.0025179714
222,"Calaveras (So) 2011 CFM, Subsection 5",0.00153,0.149,0.0025097989
223,"Calico-Hidalgo, Subsection 0",4.0E-4,0.04,4.8350758E-4
224,"Calico-Hidalgo, Subsection 1",4.4E-4,0.044,5.16934E-4
225,"Calico-Hidalgo, Subsection 2",4.8E-4,0.048,5.327153E-4
226,"Calico-Hidalgo, Subsection 3",5.0E-4,0.05,5.4902176E-4
227,"Calico-Hidalgo, Subsection 4",5.1E-4,0.051,5.6350377E-4
228,"Calico-Hidalgo, Subsection 5",5.4E-4,0.054,5.7364756E-4
229,"Calico-Hidalgo, Subsection 6",5.4E-4,0.054,5.848063E-4
230,"Calico-Hidalgo, Subsection 7",5.5E-4,0.055,5.9110956E-4
231,"Calico-Hidalgo, Subsection 8",5.5E-4,0.055,5.973899E-4
232,"Calico-Hidalgo, Subsection 9",5.3E-4,0.053,6.0057314E-4
233,"Calico-Hidalgo, Subsection 10",5.3E-4,0.053,6.035532E-4
234,"Calico-Hidalgo, Subsection 11",5.1E-4,0.051,6.061449E-4
235,"Calico-Hidalgo, Subsection 12",5.2E-4,0.052,6.0639874E-4
236,"Calico-Hidalgo, Subsection 13",5.1E-4,0.051,6.0489035E-4
237,"Calico-Hidalgo, Subsection 14",4.9E-4,0.049,5.95984E-4
238,"Calico-Hidalgo, Subsection 15",6.1E-4,0.059,6.776543E-4
239,"Calico-Hidalgo, Subsection 16",4.2E-4,0.042,4.5029275E-4
240,"Calico-Hidalgo, Subsection 17",3.2E-4,0.032,2.7707536E-4
241,"Camp Rock 2011, Subsection 0",5.0E-5,0.005,6.501777E-5
242,"Camp Rock 2011, Subsection 1",1.4E-4,0.014,2.2354143E-4
243,"Camp Rock 2011, Subsection 2",1.5E-4,0.015,2.4797046E-4
244,"Camp Rock 2011, Subsection 3",1.6E-4,0.016,2.624311E-4
245,"Camp Rock 2011, Subsection 4",1.8E-4,0.018,2.7575568E-4
246,"Camp Rock 2011, Subsection 5",1.8E-4,0.018,2.712642E-4
247,"Canada David (Detachment), Subsection 0",6.0E-5,0.006,1.2774584E-4
248,"Canada David (Detachment), Subsection 1",6.0E-5,0.006,1.2774584E-4
249,"Canada David (Detachment), Subsection 2",5.0E-5,0.005,1.19904165E-4
250,"Carlsbad, Subsection 0",2.0E-5,0.002,7.182868E-5
251,"Carlsbad, Subsection 1",3.0E-5,0.003,7.524989E-5
252,"Carlsbad, Subsection 2",3.0E-5,0.003,7.259644E-5
253,"Carlsbad, Subsection 3",3.0E-5,0.003,7.1081784E-5
254,"Carlsbad, Subsection 4",4.0E-5,0.004,8.7159686E-5
255,"Carlsbad, Subsection 5",4.0E-5,0.004,7.277968E-5
256,"Carlsbad, Subsection 6",4.0E-5,0.004,7.023734E-5
257,"Carson Range (Genoa), Subsection 0",2.1E-4,0.021,3.9994184E-4
258,"Carson Range (Genoa), Subsection 1",2.1E-4,0.021,3.9994184E-4
259,"Carson Range (Genoa), Subsection 2",2.1E-4,0.021,3.9994184E-4
260,"Carson Range (Genoa), Subsection 3",2.1E-4,0.021,3.9994184E-4
261,"Carson Range (Genoa), Subsection 4",2.1E-4,0.021,3.9994184E-4
262,"Carson Range (Genoa), Subsection 5",2.1E-4,0.021,3.9994184E-4
263,"Carson Range (Genoa), Subsection 6",2.1E-4,0.021,3.9994184E-4
264,"Casmalia 2011 CFM, Subsection 0",6.0E-5,0.006,7.1743954E-5
265,"Casmalia 2011 CFM, Subsection 1",6.0E-5,0.006,7.6970115E-5
266,"Casmalia 2011 CFM, Subsection 2",6.0E-5,0.006,7.771681E-5
267,"Casmalia 2011 CFM, Subsection 3",5.0E-5,0.005,7.8414814E-5
268,"Casmalia 2011 CFM, Subsection 4",7.0E-5,0.007,8.2557366E-5
269,"Casmalia 2011 CFM, Subsection 5",8.0E-5,0.008,8.505353E-5
270,"Casmalia 2011 CFM, Subsection 6",9.0E-5,0.009,8.626383E-5
271,"Casmalia 2011 CFM, Subsection 7",9.0E-5,0.009,8.210364E-5
272,"Cedar Mtn-Mahogany Mtn, Subsection 0",1.0E-5,0.001,1.9589384E-5
273,"Cedar Mtn-Mahogany Mtn, Subsection 1",1.0E-5,0.001,2.6622296E-5
274,"Cedar Mtn-Mahogany Mtn, Subsection 2",1.0E-5,0.001,2.6622296E-5
275,"Cedar Mtn-Mahogany Mtn, Subsection 3",1.0E-5,0.001,2.6622296E-5
276,"Cedar Mtn-Mahogany Mtn, Subsection 4",1.0E-5,0.001,2.6622296E-5
277,"Cedar Mtn-Mahogany Mtn, Subsection 5",1.0E-5,0.001,2.6622296E-5
278,"Cedar Mtn-Mahogany Mtn, Subsection 6",1.0E-5,0.001,2.6622296E-5
279,"Cedar Mtn-Mahogany Mtn, Subsection 7",1.0E-5,0.001,2.6622296E-5
280,"Cedar Mtn-Mahogany Mtn, Subsection 8",1.0E-5,0.001,2.6622296E-5
281,"Cedar Mtn-Mahogany Mtn, Subsection 9",1.0E-5,0.001,2.6622296E-5
282,"Cedar Mtn-Mahogany Mtn, Subsection 10",1.0E-5,0.001,2.6622296E-5
283,"Cedar Mtn-Mahogany Mtn, Subsection 11",1.0E-5,0.001,2.6622296E-5
284,"Cedar Mtn-Mahogany Mtn, Subsection 12",1.0E-5,0.001,2.6622296E-5
285,"Cedar Mtn-Mahogany Mtn, Subsection 13",1.0E-5,0.001,2.6622296E-5
286,"Cedar Mtn-Mahogany Mtn, Subsection 14",0.0,0.0,1.889629E-5
287,"Cerro Prieto, Subsection 0",0.0,0.0,5.1191305E-6
288,"Cerro Prieto, Subsection 1",0.001,0.1,0.0014235282
289,"Cerro Prieto, Subsection 2",0.00179,0.178,0.0027346015
290,"Cerro Prieto, Subsection 3",0.00227,0.22,0.0036101984
291,"Cerro Prieto, Subsection 4",0.00313,0.299,0.0048668785
292,"Cerro Prieto, Subsection 5",0.00313,0.299,0.0048668785
293,"Cerro Prieto, Subsection 6",0.00313,0.299,0.0048668785
294,"Cerro Prieto, Subsection 7",0.00313,0.299,0.0048668785
295,"Cerro Prieto, Subsection 8",0.00313,0.299,0.0048668785
296,"Cerro Prieto, Subsection 9",0.00313,0.299,0.0048314985
297,"Cerro Prieto, Subsection 10",0.00311,0.297,0.004787584
298,"Cerro Prieto, Subsection 11",0.00277,0.267,0.004250659
299,"Channel Islands Thrust, Subsection 0",2.3E-4,0.023,2.3357844E-4
300,"Channel Islands Thrust, Subsection 1",2.6E-4,0.026,2.4170749E-4
301,"Channel Islands Thrust, Subsection 2",3.9E-4,0.039,3.9335983E-4
302,"Channel Islands Thrust, Subsection 3",4.2E-4,0.042,4.2637388E-4
303,"Channel Islands Thrust, Subsection 4",3.8E-4,0.038,3.340323E-4
304,"Channel Islands Thrust, Subsection 5",3.4E-4,0.034,3.0309788E-4
305,"Channel Islands Western Deep Ramp, Subsection 0",2.1E-4,0.021,1.6289942E-4
306,"Channel Islands Western Deep Ramp, Subsection 1",3.0E-4,0.029,1.9873494E-4
307,"Channel Islands Western Deep Ramp, Subsection 2",3.1E-4,0.03,2.0395425E-4
308,"Channel Islands Western Deep Ramp, Subsection 3",2.2E-4,0.022,1.6991323E-4
309,"Channel Islands Western Deep Ramp, Subsection 4",2.2E-4,0.022,1.6177217E-4
310,"Channel Islands Western Deep Ramp, Subsection 5",2.2E-4,0.022,1.568846E-4
311,"Chino alt 1, Subsection 0",3.0E-5,0.003,2.9621135E-5
312,"Chino alt 1, Subsection 1",3.0E-5,0.003,3.7988317E-5
313,"Chino alt 1, Subsection 2",4.0E-5,0.004,5.236842E-5
314,"Chino alt 1, Subsection 3",6.0E-5,0.006,9.32119E-5
315,"Chino alt 1, Subsection 4",5.0E-5,0.005,7.15344E-5
316,"Clamshell-Sawpit, Subsection 0",5.0E-5,0.005,9.479168E-5
317,"Clamshell-Sawpit, Subsection 1",5.0E-5,0.005,9.479168E-5
318,"Clayton, Subsection 0",9.0E-5,0.009,9.749414E-5
319,"Clayton, Subsection 1",9.0E-5,0.009,1.08032815E-4
320,"Clayton, Subsection 2",9.0E-5,0.009,1.0589399E-4
321,"Cleghorn, Subsection 0",4.0E-5,0.004,1.2119663E-4
322,"Cleghorn, Subsection 1",4.0E-5,0.004,1.278839E-4
323,"Cleghorn, Subsection 2",7.0E-5,0.007,1.2722069E-4
324,"Cleghorn, Subsection 3",7.0E-5,0.007,1.1339904E-4
325,"Cleghorn Lake, Subsection 0",1.0E-5,0.001,6.1906445E-5
326,"Cleghorn Lake, Subsection 1",1.0E-5,0.001,6.6931185E-5
327,"Cleghorn Lake, Subsection 2",1.0E-5,0.001,7.3236806E-5
328,"Cleghorn Lake, Subsection 3",2.0E-5,0.002,8.0133614E-5
329,"Cleghorn Lake, Subsection 4",2.0E-5,0.002,8.0133614E-5
330,"Cleghorn Pass, Subsection 0",0.0,0.0,0.0
331,"Cleghorn Pass, Subsection 1",0.0,0.0,0.0
332,"Cleghorn Pass, Subsection 2",0.0,0.0,0.0
333,"Cleghorn Pass, Subsection 3",0.0,0.0,0.0
334,"Collayami 2011 CFM, Subsection 0",0.0,0.0,0.0
335,"Collayami 2011 CFM, Subsection 1",0.0,0.0,0.0
336,"Collayami 2011 CFM, Subsection 2",0.0,0.0,0.0
337,"Collayami 2011 CFM, Subsection 3",0.0,0.0,0.0
338,"Collayami 2011 CFM, Subsection 4",0.0,0.0,0.0
339,"Collayami 2011 CFM, Subsection 5",0.0,0.0,0.0
340,"Collayami 2011 CFM, Subsection 6",0.0,0.0,0.0
341,"Compton, Subsection 0",4.0E-5,0.004,2.3304974E-4
342,"Compton, Subsection 1",5.0E-5,0.005,2.5309945E-4
343,"Compton, Subsection 2",1.7E-4,0.017,3.75266E-4
344,"Compton, Subsection 3",1.3E-4,0.013,2.480987E-4
345,"Compton, Subsection 4",1.2E-4,0.012,2.046347E-4
