Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1432.7773,945.0,3537.0,1177.0,1055.0,1.0,0.09508,729.2034
2.6,1138.1683,747.0,2814.0,935.0,870.0,1.0,0.09508,579.2307
2.7,904.0123,589.0,2235.0,743.0,656.0,1.0,0.09508,460.05884
2.8,718.0111,464.0,1772.0,591.0,549.0,1.0,0.09508,365.43222
2.9,570.3472,366.0,1411.0,470.0,421.0,1.0,0.09508,290.29514
3.0,453.04504,287.0,1123.0,374.0,336.0,1.0,0.09508,230.60385
3.1,359.87244,225.0,892.0,297.0,276.0,1.0,0.09508,183.16563
3.2,285.82547,176.0,712.0,236.0,215.0,1.0,0.09508,145.48116
3.3,227.0073,138.0,564.0,188.0,170.0,1.0,0.09508,115.56252
3.4,180.26236,107.0,449.0,150.0,134.0,1.0,0.09508,91.76961
3.5,143.16664,83.0,357.0,119.0,110.0,1.0,0.09508,72.89616
3.6,113.70735,64.0,284.0,95.0,86.0,1.0,0.09508,57.91054
3.7,90.29232,49.0,226.0,75.0,68.0,1.0,0.09508,45.99096
3.8,71.71084,38.0,181.0,60.0,54.0,1.0,0.09508,36.52737
3.9,56.94053,29.0,144.0,48.0,43.0,1.0,0.09508,28.99655
4.0,45.20771,22.0,115.0,38.0,34.0,1.0,0.09508,23.02827
4.1,35.87969,16.0,92.0,30.0,28.0,1.0,0.09508,18.27525
4.2,28.47415,12.0,74.0,24.0,21.0,1.0,0.09508,14.50879
4.3,22.59403,9.0,59.0,19.0,16.0,1.0,0.09508,11.51411
4.4,17.91788,6.0,47.0,15.0,13.0,0.99999,0.09508,9.12956
4.5,14.20697,4.0,38.0,12.0,10.0,0.99993,0.09508,7.24019
4.6,11.26048,3.0,31.0,9.0,8.0,0.99935,0.09508,5.73805
4.7,8.92035,2.0,25.0,7.0,6.0,0.99747,0.09508,4.54481
4.8,7.05153,1.0,20.0,6.0,4.0,0.99136,0.09508,3.59279
4.9,5.5808,1.0,17.0,4.0,4.0,0.97761,0.09508,2.84274
5.0,4.40585,0.0,14.0,3.0,3.0,0.95264,0.09508,2.24293
5.1,3.46847,0.0,11.0,3.0,2.0,0.91128,0.09508,1.76621
5.2,2.73147,0.0,9.0,2.0,1.0,0.85509,0.09508,1.3917
5.3,2.14445,0.0,8.0,2.0,1.0,0.78731,0.09508,1.09404
5.4,1.67915,0.0,7.0,1.0,1.0,0.70795,0.09508,0.85667
5.5,1.3081,0.0,6.0,1.0,0.0,0.62259,0.09508,0.66803
5.6,1.0133,0.0,5.0,1.0,0.0,0.53706,0.09507,0.51733
5.7,0.7771,0.0,4.0,0.0,0.0,0.45032,0.09507,0.39742
5.8,0.59359,0.0,3.0,0.0,0.0,0.37242,0.09506,0.3041
5.9,0.44783,0.0,3.0,0.0,0.0,0.3024,0.09504,0.23014
6.0,0.34366,0.0,2.0,0.0,0.0,0.24493,0.09501,0.17505
6.1,0.24968,0.0,2.0,0.0,0.0,0.18857,0.08105,0.12837
6.2,0.16631,0.0,1.0,0.0,0.0,0.13305,0.06323,0.08603
6.3,0.12307,0.0,1.0,0.0,0.0,0.1014,0.05226,0.06424
6.4,0.09414,0.0,1.0,0.0,0.0,0.07827,0.04545,0.04836
6.5,0.07176,0.0,1.0,0.0,0.0,0.06078,0.03905,0.03713
6.6,0.05775,0.0,1.0,0.0,0.0,0.05109,0.03559,0.03109
6.7,0.04672,0.0,1.0,0.0,0.0,0.04164,0.03088,0.02524
6.8,0.03713,0.0,1.0,0.0,0.0,0.03409,0.02689,0.0205
6.9,0.02872,0.0,1.0,0.0,0.0,0.02713,0.02239,0.01636
7.0,0.02218,0.0,0.0,0.0,0.0,0.02131,0.01852,0.01251
7.1,0.01867,0.0,0.0,0.0,0.0,0.01813,0.01653,0.01054
7.2,0.01449,0.0,0.0,0.0,0.0,0.01415,0.01317,0.00796
7.3,0.01011,0.0,0.0,0.0,0.0,0.00991,0.00953,0.00541
7.4,0.00906,0.0,0.0,0.0,0.0,0.00891,0.00872,0.00488
7.5,0.00719,0.0,0.0,0.0,0.0,0.00711,0.00708,0.00391
7.6,0.00385,0.0,0.0,0.0,0.0,0.0038,0.0038,0.00205
7.7,0.0012,0.0,0.0,0.0,0.0,0.00118,0.00118,6.2E-4
7.8,7.2E-4,0.0,0.0,0.0,0.0,7.2E-4,7.2E-4,3.6E-4
7.9,4.1E-4,0.0,0.0,0.0,0.0,4.1E-4,4.1E-4,2.1E-4
8.0,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,1.5E-4,8.0E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
