Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
5.0,8.189322,2.0,18.0,8.0,7.0,0.9986122,0.06565761,5.103227
5.1,6.422063,1.0,15.0,6.0,5.0,0.9944846,0.06565761,4.0009027
5.2,5.018125,1.0,12.0,5.0,4.0,0.9835314,0.06565761,3.125803
5.3,3.9020295,0.0,10.0,3.0,3.0,0.9602179,0.06565761,2.4305544
5.4,3.0189207,0.0,8.0,3.0,2.0,0.92045844,0.06565761,1.8804595
5.5,2.317736,0.0,7.0,2.0,1.0,0.8588864,0.06565761,1.4421772
5.6,1.7604858,0.0,6.0,1.0,1.0,0.7789211,0.06565761,1.0948294
5.7,1.3183539,0.0,5.0,1.0,1.0,0.6819664,0.06565761,0.81777483
5.8,0.96771306,0.0,4.0,1.0,0.0,0.57334685,0.06565761,0.5995652
5.9,0.6908072,0.0,3.0,0.0,0.0,0.45869753,0.06565761,0.42658848
6.0,0.49126592,0.0,3.0,0.0,0.0,0.35663176,0.06565761,0.30086306
6.1,0.35154012,0.0,2.0,0.0,0.0,0.27161685,0.065560564,0.21167843
6.2,0.23766069,0.0,2.0,0.0,0.0,0.1926899,0.065560564,0.13830249
6.3,0.18499097,0.0,1.0,0.0,0.0,0.15336715,0.065560564,0.10459866
6.4,0.116308786,0.0,1.0,0.0,0.0,0.097854,0.03955566,0.065405294
6.5,0.0968415,0.0,1.0,0.0,0.0,0.081527755,0.03952655,0.05329404
6.6,0.071803816,0.0,1.0,0.0,0.0,0.064146936,0.034020845,0.04133159
6.7,0.055726644,0.0,1.0,0.0,0.0,0.05009478,0.02917505,0.031869676
6.8,0.046449114,0.0,1.0,0.0,0.0,0.04196562,0.027868174,0.026493365
6.9,0.02787141,0.0,1.0,0.0,0.0,0.025519678,0.016332723,0.016203329
7.0,0.022731243,0.0,0.0,0.0,0.0,0.020790337,0.015084074,0.013156107
7.1,0.018263925,0.0,0.0,0.0,0.0,0.016834123,0.013424599,0.010723505
7.2,0.015032316,0.0,0.0,0.0,0.0,0.013977758,0.0120692,0.008934637
7.3,0.011451345,0.0,0.0,0.0,0.0,0.010545589,0.009633363,0.006744648
7.4,0.009549257,0.0,0.0,0.0,0.0,0.008802008,0.008413827,0.0057677254
7.5,0.0073495638,0.0,0.0,0.0,0.0,0.006667012,0.006534383,0.0043476294
7.6,0.0067511178,0.0,0.0,0.0,0.0,0.006120323,0.006062096,0.0039853267
7.7,0.002409958,0.0,0.0,0.0,0.0,0.0022773296,0.0022417463,0.0011936572
7.8,6.081505E-4,0.0,0.0,0.0,0.0,6.081505E-4,5.8874144E-4,1.1321951E-4
7.9,1.9732543E-4,0.0,0.0,0.0,0.0,1.9732543E-4,1.9732543E-4,1.9409059E-5
8.0,4.5287805E-5,0.0,0.0,0.0,0.0,4.5287805E-5,4.5287805E-5,1.2939373E-5
8.1,1.2939373E-5,0.0,0.0,0.0,0.0,1.2939373E-5,1.2939373E-5,3.2348432E-6
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
