Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2112.1267,1749.0,3110.0,1984.0,1896.0,1.0,0.05236261,1431.446
2.6,1677.6001,1384.0,2469.0,1577.0,1536.0,1.0,0.05236261,1136.9164
2.7,1332.4962,1094.0,1962.0,1253.0,1221.0,1.0,0.05236261,903.02203
2.8,1058.4722,864.0,1562.0,996.0,962.0,1.0,0.05236261,717.33466
2.9,840.69977,682.0,1243.0,791.0,778.0,1.0,0.05236261,569.7162
3.0,667.73956,537.0,989.0,629.0,620.0,1.0,0.05236261,452.52243
3.1,530.29517,423.0,787.0,500.0,483.0,1.0,0.05236261,359.39044
3.2,421.22137,332.0,627.0,398.0,383.0,1.0,0.05236261,285.45062
3.3,334.57397,261.0,499.0,316.0,311.0,1.0,0.05236261,226.75609
3.4,265.67108,204.0,396.0,251.0,245.0,1.0,0.05236261,180.067
3.5,210.9538,159.0,317.0,200.0,192.0,1.0,0.05236261,142.97498
3.6,167.50583,124.0,253.0,159.0,149.0,1.0,0.05236261,113.5188
3.7,132.97794,96.0,202.0,126.0,127.0,1.0,0.05236261,90.11909
3.8,105.577225,74.0,161.0,100.0,99.0,1.0,0.05236261,71.54464
3.9,83.83925,57.0,129.0,79.0,77.0,1.0,0.05236261,56.82251
4.0,66.55906,44.0,104.0,63.0,60.0,1.0,0.05236261,45.10692
4.1,52.829067,33.0,83.0,50.0,50.0,1.0,0.05236261,35.79263
4.2,41.886124,25.0,67.0,40.0,39.0,1.0,0.05236261,28.37388
4.3,33.234886,19.0,55.0,32.0,31.0,1.0,0.05236261,22.516628
4.4,26.342493,14.0,45.0,25.0,24.0,1.0,0.05236261,17.835857
4.5,20.867226,10.0,37.0,20.0,19.0,1.0,0.05236261,14.124537
4.6,16.51537,7.0,30.0,16.0,14.0,1.0,0.05236261,11.186511
4.7,13.046719,5.0,24.0,12.0,11.0,1.0,0.05236261,8.833969
