Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,500.34787,444.0,578.0,494.0,496.0,1.0,0.009863702,457.33243
2.6,397.31522,349.0,461.0,393.0,395.0,1.0,0.009863702,363.1583
2.7,315.5522,273.0,370.0,312.0,313.0,1.0,0.009863702,288.45294
2.8,250.68753,214.0,297.0,248.0,247.0,1.0,0.009863702,229.14174
2.9,199.11902,167.0,238.0,197.0,192.0,1.0,0.009863702,181.99576
3.0,158.16977,130.0,192.0,156.0,158.0,1.0,0.009863702,144.57443
3.1,125.64162,101.0,154.0,124.0,125.0,1.0,0.009863702,114.84517
3.2,99.76423,78.0,125.0,99.0,95.0,1.0,0.009863702,91.176056
3.3,79.2448,60.0,101.0,78.0,77.0,1.0,0.009863702,72.43227
3.4,62.93161,46.0,82.0,62.0,63.0,1.0,0.009863702,57.52648
3.5,49.993004,35.0,67.0,49.0,48.0,1.0,0.009863702,45.7014
3.6,39.671627,27.0,54.0,39.0,38.0,1.0,0.009863702,36.26943
3.7,31.454687,20.0,44.0,31.0,31.0,1.0,0.009863702,28.75526
3.8,24.973936,15.0,37.0,25.0,24.0,1.0,0.009863702,22.832855
3.9,19.827475,11.0,30.0,20.0,20.0,1.0,0.009863702,18.131815
4.0,15.7393,8.0,25.0,15.0,15.0,1.0,0.009863702,14.392994
4.1,12.500239,6.0,21.0,12.0,12.0,1.0,0.009863702,11.434122
4.2,9.897477,4.0,17.0,10.0,9.0,0.99988043,0.009863702,9.050335
4.3,7.839311,3.0,14.0,8.0,7.0,0.9997011,0.009863702,7.169955
4.4,6.215507,2.0,12.0,6.0,5.0,0.99802727,0.009863702,5.6822095
4.5,4.926172,1.0,10.0,5.0,4.0,0.99061453,0.009863702,4.50538
4.6,3.9023793,1.0,9.0,4.0,3.0,0.9754902,0.009863702,3.5689862
4.7,3.0665352,0.0,7.0,3.0,2.0,0.9469751,0.009863702,2.8019488
4.8,2.4215686,0.0,6.0,2.0,2.0,0.90208036,0.009863702,2.2113223
4.9,1.9039932,0.0,5.0,2.0,1.0,0.84104496,0.009863702,1.7400765
5.0,1.4876255,0.0,4.0,1.0,1.0,0.7635103,0.009863702,1.3587996
5.1,1.1650527,0.0,4.0,1.0,1.0,0.67443806,0.009863702,1.063845
