Subsection Index,Subsection Name,Total Mean Annual Rate,Total 500 Year Prob
0,"Airport Lake, Subsection 0",1.1235955E-4,0.056179777
1,"Airport Lake, Subsection 1",1.1685393E-4,0.058426965
2,"Airport Lake, Subsection 2",1.2134831E-4,0.060674157
3,"Airport Lake, Subsection 3",1.258427E-4,0.062921345
4,"Airport Lake, Subsection 4",1.05617975E-4,0.05280899
5,"Airport Lake, Subsection 5",9.213483E-5,0.046067417
6,"Almanor 2011 CFM, Subsection 0",4.1123596E-4,0.2011236
7,"Almanor 2011 CFM, Subsection 1",4.47191E-4,0.21910113
8,"Almanor 2011 CFM, Subsection 2",4.494382E-4,0.21910113
9,"Almanor 2011 CFM, Subsection 3",4.539326E-4,0.22134832
10,"Almanor 2011 CFM, Subsection 4",4.5617978E-4,0.22134832
11,"Almanor 2011 CFM, Subsection 5",4.5617978E-4,0.22134832
12,"Almanor 2011 CFM, Subsection 6",3.9550563E-4,0.19550562
13,"Anacapa-Dume alt 1, Subsection 0",8.539326E-5,0.041573033
14,"Anacapa-Dume alt 1, Subsection 1",9.887641E-5,0.048314605
15,"Anacapa-Dume alt 1, Subsection 2",8.764045E-5,0.043820225
16,"Anacapa-Dume alt 1, Subsection 3",8.089888E-5,0.040449437
17,"Anacapa-Dume alt 1, Subsection 4",5.6179775E-5,0.028089888
18,"Anaheim, Subsection 0",2.022472E-5,0.010112359
19,"Anaheim, Subsection 1",3.3707864E-5,0.016853932
20,"Anaheim, Subsection 2",3.3707864E-5,0.016853932
21,"Antelope Valley 2011, Subsection 0",3.3707864E-4,0.16516854
22,"Antelope Valley 2011, Subsection 1",3.7078653E-4,0.18202247
23,"Antelope Valley 2011, Subsection 2",4.2921348E-4,0.21123596
24,"Antelope Valley 2011, Subsection 3",4.2921348E-4,0.21235955
25,"Antelope Valley 2011, Subsection 4",3.7528088E-4,0.18539326
26,"Antelope Valley 2011, Subsection 5",3.3932584E-4,0.16853933
27,"Ash Hill, Subsection 0",1.505618E-4,0.0752809
28,"Ash Hill, Subsection 1",1.6404495E-4,0.08089887
29,"Ash Hill, Subsection 2",1.9325843E-4,0.09550562
30,"Ash Hill, Subsection 3",2.1573034E-4,0.10674157
31,"Ash Hill, Subsection 4",1.9775282E-4,0.09775281
