Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,933.92194,582.0,2351.0,742.0,691.0,1.0,0.02136,465.62808
2.6,741.68787,460.0,1867.0,590.0,515.0,1.0,0.02136,369.77203
2.7,589.1106,362.0,1485.0,469.0,432.0,1.0,0.02136,293.6362
2.8,467.88596,284.0,1179.0,373.0,344.0,1.0,0.02136,233.28644
2.9,371.51505,223.0,938.0,297.0,271.0,1.0,0.02136,185.19476
3.0,295.182,174.0,745.0,236.0,214.0,1.0,0.02136,147.16472
3.1,234.4276,136.0,593.0,188.0,175.0,1.0,0.02136,116.87016
3.2,186.18924,106.0,474.0,150.0,137.0,1.0,0.02136,92.79608
3.3,147.87312,82.0,377.0,119.0,110.0,1.0,0.02136,73.72344
3.4,117.49888,63.0,298.0,95.0,82.0,1.0,0.02136,58.57652
3.5,93.30076,49.0,239.0,75.0,68.0,1.0,0.02136,46.51472
3.6,74.0964,37.0,191.0,60.0,54.0,1.0,0.02136,36.92136
3.7,58.82736,28.0,152.0,48.0,44.0,1.0,0.02136,29.31348
3.8,46.75292,21.0,121.0,38.0,33.0,1.0,0.02136,23.28712
3.9,37.09336,16.0,96.0,30.0,25.0,1.0,0.02136,18.47516
4.0,29.45284,12.0,77.0,24.0,21.0,1.0,0.02136,14.67584
4.1,23.36676,8.0,62.0,19.0,18.0,1.0,0.02136,11.65052
4.2,18.54104,6.0,51.0,15.0,13.0,1.0,0.02136,9.2382
4.3,14.71688,4.0,41.0,12.0,10.0,0.99992,0.02136,7.336
4.4,11.66908,3.0,33.0,9.0,8.0,0.99948,0.02136,5.81272
4.5,9.26008,2.0,27.0,7.0,6.0,0.99712,0.02136,4.61468
4.6,7.346,1.0,22.0,6.0,5.0,0.99028,0.02136,3.66072
4.7,5.82008,1.0,18.0,5.0,3.0,0.97636,0.02136,2.90316
4.8,4.60392,0.0,15.0,4.0,2.0,0.95056,0.02136,2.29276
4.9,3.6468,0.0,12.0,3.0,2.0,0.9102,0.02136,1.8196
5.0,2.89192,0.0,10.0,2.0,1.0,0.8568,0.02136,1.441
5.1,2.283,0.0,8.0,2.0,1.0,0.79316,0.02136,1.13572
5.2,1.80124,0.0,7.0,1.0,1.0,0.71572,0.02136,0.89604
5.3,1.42264,0.0,6.0,1.0,0.0,0.63616,0.02136,0.70916
5.4,1.11316,0.0,5.0,1.0,0.0,0.5506,0.02136,0.55136
5.5,0.8674,0.0,4.0,0.0,0.0,0.46852,0.02136,0.42932
5.6,0.67776,0.0,4.0,0.0,0.0,0.39356,0.02136,0.33552
5.7,0.52788,0.0,3.0,0.0,0.0,0.3258,0.02136,0.2604
5.8,0.4058,0.0,3.0,0.0,0.0,0.2662,0.02136,0.20012
5.9,0.31256,0.0,2.0,0.0,0.0,0.21612,0.02132,0.1544
6.0,0.24532,0.0,2.0,0.0,0.0,0.17696,0.02132,0.12164
6.1,0.19756,0.0,2.0,0.0,0.0,0.14884,0.021,0.09856
6.2,0.15564,0.0,1.0,0.0,0.0,0.12108,0.01992,0.07716
6.3,0.11808,0.0,1.0,0.0,0.0,0.09448,0.01816,0.05688
6.4,0.08392,0.0,1.0,0.0,0.0,0.07064,0.01264,0.04112
6.5,0.05744,0.0,1.0,0.0,0.0,0.05072,0.00728,0.02916
6.6,0.04112,0.0,1.0,0.0,0.0,0.0374,0.0068,0.02132
6.7,0.0282,0.0,1.0,0.0,0.0,0.02616,0.00488,0.01428
6.8,0.01944,0.0,0.0,0.0,0.0,0.01804,0.00428,0.0098
6.9,0.013,0.0,0.0,0.0,0.0,0.01212,0.00396,0.00588
7.0,0.00972,0.0,0.0,0.0,0.0,0.00912,0.0036,0.00412
7.1,0.00684,0.0,0.0,0.0,0.0,0.00644,0.00304,0.00288
7.2,0.00488,0.0,0.0,0.0,0.0,0.00468,0.0028,0.00184
7.3,0.00372,0.0,0.0,0.0,0.0,0.00356,0.00232,0.00128
7.4,0.0026,0.0,0.0,0.0,0.0,0.00252,0.00208,8.8E-4
7.5,0.00204,0.0,0.0,0.0,0.0,0.00196,0.00188,6.0E-4
7.6,0.00192,0.0,0.0,0.0,0.0,0.00184,0.0018,6.0E-4
7.7,0.00164,0.0,0.0,0.0,0.0,0.00156,0.00152,5.2E-4
7.8,0.0014,0.0,0.0,0.0,0.0,0.0014,0.00136,4.8E-4
7.9,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,8.0E-4,3.2E-4
8.0,3.6E-4,0.0,0.0,0.0,0.0,3.6E-4,3.6E-4,2.4E-4
8.1,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,4.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
