Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,862.5953,747.0,1185.0,828.0,817.0,1.0,0.06414201,719.0199
2.6,685.4187,588.0,939.0,659.0,662.0,1.0,0.06414201,571.2464
2.7,544.60614,464.0,750.0,524.0,505.0,1.0,0.06414201,453.86462
2.8,432.4639,364.0,595.0,416.0,421.0,1.0,0.06414201,360.40994
2.9,343.73373,286.0,477.0,331.0,334.0,1.0,0.06414201,286.4748
3.0,272.81207,224.0,376.0,263.0,260.0,1.0,0.06414201,227.32994
3.1,216.77254,174.0,297.0,209.0,207.0,1.0,0.06414201,180.60426
3.2,172.1297,135.0,238.0,166.0,155.0,1.0,0.06414201,143.38036
3.3,136.68922,106.0,188.0,132.0,133.0,1.0,0.06414201,113.920944
3.4,108.53444,82.0,152.0,105.0,105.0,1.0,0.06414201,90.43006
3.5,86.1555,63.0,121.0,83.0,83.0,1.0,0.06414201,71.817276
3.6,68.48166,48.0,97.0,66.0,67.0,1.0,0.06414201,57.079525
3.7,54.371834,37.0,79.0,53.0,54.0,1.0,0.06414201,45.33065
3.8,43.163315,28.0,64.0,42.0,42.0,1.0,0.06414201,35.978935
3.9,34.26982,21.0,52.0,33.0,34.0,1.0,0.06414201,28.533018
4.0,27.174438,16.0,43.0,26.0,25.0,1.0,0.06414201,22.625563
4.1,21.600946,12.0,34.0,21.0,21.0,1.0,0.06414201,17.967812
4.2,17.12,9.0,29.0,16.0,16.0,1.0,0.06414201,14.239527
4.3,13.6071005,6.0,24.0,13.0,13.0,1.0,0.06414201,11.331361
4.4,10.826746,4.0,20.0,10.0,10.0,1.0,0.06414201,8.995976
4.5,8.574438,3.0,16.0,8.0,7.0,0.9997633,0.06414201,7.1228404
4.6,6.782722,2.0,14.0,6.0,6.0,0.99763316,0.06414201,5.644497
4.7,5.390296,1.0,11.0,5.0,4.0,0.9931361,0.06414201,4.4826035
4.8,4.2705326,1.0,10.0,4.0,4.0,0.97988164,0.06414201,3.5505326
4.9,3.4044971,0.0,8.0,3.0,3.0,0.9581065,0.06414201,2.8291125
5.0,2.6963313,0.0,7.0,2.0,2.0,0.91597635,0.06414201,2.23929
5.1,2.1443787,0.0,6.0,2.0,1.0,0.864142,0.06414201,1.7824852
5.2,1.6923077,0.0,5.0,1.0,1.0,0.7952663,0.06414201,1.4061538
5.3,1.3207101,0.0,4.0,1.0,1.0,0.7093491,0.06414201,1.1008284
5.4,1.0236686,0.0,4.0,1.0,0.0,0.6170414,0.06414201,0.8579882
5.5,0.7983432,0.0,3.0,1.0,0.0,0.5256805,0.06414201,0.671716
5.6,0.61278105,0.0,3.0,0.0,0.0,0.43905327,0.06414201,0.5152663
5.7,0.46343195,0.0,2.0,0.0,0.0,0.36,0.06414201,0.387929
5.8,0.35952663,0.0,2.0,0.0,0.0,0.29443786,0.06414201,0.29988167
5.9,0.26650888,0.0,2.0,0.0,0.0,0.2312426,0.06414201,0.22153845
6.0,0.20710059,0.0,1.0,0.0,0.0,0.18414201,0.06414201,0.17183432
6.1,0.15147929,0.0,1.0,0.0,0.0,0.13798817,0.05704142,0.12591717
6.2,0.096094675,0.0,1.0,0.0,0.0,0.09112426,0.04402367,0.079526626
6.3,0.072426036,0.0,1.0,0.0,0.0,0.06911243,0.03739645,0.060828403
6.4,0.05585799,0.0,1.0,0.0,0.0,0.05372781,0.035739645,0.04733728
6.5,0.042840235,0.0,1.0,0.0,0.0,0.04118343,0.030059172,0.036213018
6.6,0.03597633,0.0,1.0,0.0,0.0,0.034556214,0.027692307,0.03076923
6.7,0.030532544,0.0,1.0,0.0,0.0,0.0295858,0.024615385,0.026508875
6.8,0.024852071,0.0,0.0,0.0,0.0,0.024142012,0.02153846,0.02153846
6.9,0.020355029,0.0,0.0,0.0,0.0,0.019881656,0.017988166,0.017988166
7.0,0.01443787,0.0,0.0,0.0,0.0,0.014201184,0.013017751,0.012307692
7.1,0.012544379,0.0,0.0,0.0,0.0,0.012307692,0.011597633,0.010650887
7.2,0.009467456,0.0,0.0,0.0,0.0,0.009467456,0.009230769,0.0075739645
7.3,0.0063905325,0.0,0.0,0.0,0.0,0.0063905325,0.006153846,0.0056804735
7.4,0.00591716,0.0,0.0,0.0,0.0,0.00591716,0.00591716,0.0052071004
7.5,0.004260355,0.0,0.0,0.0,0.0,0.004260355,0.004260355,0.003550296
7.6,0.0018934911,0.0,0.0,0.0,0.0,0.0018934911,0.0018934911,0.0014201184
7.7,7.100592E-4,0.0,0.0,0.0,0.0,7.100592E-4,7.100592E-4,4.7337278E-4
7.8,4.7337278E-4,0.0,0.0,0.0,0.0,4.7337278E-4,4.7337278E-4,4.7337278E-4
7.9,2.3668639E-4,0.0,0.0,0.0,0.0,2.3668639E-4,2.3668639E-4,2.3668639E-4
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
