Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2432.96,1877.0,4912.0,2181.0,2043.0,1.0,0.16312858,1495.7623
2.6,1932.474,1486.0,3904.0,1733.0,1648.0,1.0,0.16312858,1188.0193
2.7,1534.9142,1176.0,3090.0,1377.0,1311.0,1.0,0.16312858,943.5925
2.8,1219.1399,930.0,2455.0,1094.0,1012.0,1.0,0.16312858,749.3926
2.9,968.4598,734.0,1957.0,870.0,811.0,1.0,0.16312858,595.37177
3.0,769.1959,579.0,1554.0,692.0,657.0,1.0,0.16312858,472.88464
3.1,610.8947,456.0,1236.0,550.0,526.0,1.0,0.16312858,375.52057
3.2,485.12772,358.0,985.0,437.0,416.0,1.0,0.16312858,298.21976
3.3,385.3194,281.0,783.0,347.0,329.0,1.0,0.16312858,236.8789
3.4,306.0332,220.0,622.0,276.0,263.0,1.0,0.16312858,188.18378
3.5,243.0658,172.0,496.0,220.0,210.0,1.0,0.16312858,149.46161
3.6,193.00441,134.0,395.0,175.0,166.0,1.0,0.16312858,118.66815
3.7,153.27095,105.0,313.0,139.0,133.0,1.0,0.16312858,94.247246
3.8,121.691734,81.0,249.0,110.0,107.0,1.0,0.16312858,74.84867
3.9,96.65163,62.0,199.0,88.0,82.0,1.0,0.16312858,59.4373
4.0,76.74109,48.0,159.0,70.0,65.0,1.0,0.16312858,47.195335
4.1,60.935825,37.0,127.0,55.0,52.0,1.0,0.16312858,37.472572
4.2,48.356514,28.0,102.0,44.0,42.0,1.0,0.16312858,29.741709
4.3,38.381824,21.0,81.0,35.0,32.0,1.0,0.16312858,23.599344
4.4,30.448126,15.0,66.0,28.0,25.0,1.0,0.16312858,18.71478
4.5,24.1543,11.0,53.0,22.0,20.0,1.0,0.16312858,14.848739
4.6,19.13021,8.0,42.0,17.0,16.0,1.0,0.16312858,11.759633
4.7,15.156053,6.0,34.0,14.0,13.0,0.99995565,0.16312858,9.315055
4.8,12.009738,4.0,28.0,11.0,10.0,0.99984473,0.16312858,7.3861713
4.9,9.491537,3.0,23.0,9.0,8.0,0.9993789,0.16312858,5.8402877
5.0,7.4820876,2.0,18.0,7.0,6.0,0.9968723,0.16312858,4.5991883
5.1,5.9028635,1.0,15.0,5.0,4.0,0.9895965,0.16312858,3.6266942
5.2,4.647146,0.0,12.0,4.0,3.0,0.9745791,0.16312858,2.8554158
5.3,3.6436636,0.0,10.0,3.0,2.0,0.94634104,0.16312858,2.238127
5.4,2.8432598,0.0,8.0,2.0,2.0,0.9008895,0.16312858,1.745791
5.5,2.2133715,0.0,7.0,2.0,1.0,0.8360507,0.16312858,1.3595084
5.6,1.7179521,0.0,6.0,1.0,1.0,0.7569486,0.16312858,1.0531931
5.7,1.3148998,0.0,5.0,1.0,0.0,0.6661343,0.16310641,0.80548346
5.8,0.9987578,0.0,4.0,1.0,0.0,0.572525,0.16310641,0.61354005
5.9,0.75211287,0.0,3.0,0.0,0.0,0.47827244,0.16308422,0.4640536
6.0,0.57523125,0.0,3.0,0.0,0.0,0.39391318,0.16301768,0.35276502
6.1,0.41971117,0.0,2.0,0.0,0.0,0.30986446,0.14258778,0.2608416
6.2,0.2742397,0.0,2.0,0.0,0.0,0.21851778,0.111510396,0.17100331
6.3,0.20667243,0.0,2.0,0.0,0.0,0.17211242,0.09545041,0.12998824
6.4,0.15687318,0.0,1.0,0.0,0.0,0.13340431,0.08336106,0.09757991
