Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,661.23114,375.0,1884.0,501.0,422.0,1.0,0.035605494,300.07742
2.6,525.19476,295.0,1496.0,399.0,351.0,1.0,0.035605494,238.3615
2.7,417.21912,231.0,1191.0,317.0,280.0,1.0,0.035605494,189.34384
2.8,331.41153,181.0,948.0,252.0,223.0,1.0,0.035605494,150.38948
2.9,263.2533,142.0,754.0,201.0,174.0,1.0,0.035605494,119.46696
3.0,209.07834,110.0,599.0,160.0,136.0,1.0,0.035605494,94.87783
3.1,166.06029,86.0,478.0,127.0,111.0,1.0,0.035605494,75.3506
3.2,131.9125,66.0,380.0,101.0,86.0,1.0,0.035605494,59.852657
3.3,104.76523,51.0,303.0,81.0,70.0,1.0,0.035605494,47.54789
3.4,83.217575,39.0,241.0,64.0,57.0,1.0,0.035605494,37.769424
3.5,66.09525,30.0,192.0,51.0,45.0,1.0,0.035605494,29.993034
3.6,52.498528,22.0,154.0,41.0,37.0,1.0,0.035605494,23.831373
3.7,41.69341,17.0,123.0,32.0,27.0,1.0,0.035605494,18.920786
3.8,33.100723,12.0,98.0,26.0,22.0,1.0,0.035605494,15.025168
3.9,26.287079,9.0,78.0,20.0,17.0,1.0,0.035605494,11.931048
4.0,20.858276,6.0,63.0,16.0,13.0,1.0,0.035605494,9.463296
4.1,16.555756,5.0,50.0,13.0,10.0,0.9999376,0.035605494,7.5093384
4.2,13.157827,3.0,41.0,10.0,9.0,0.9994382,0.035605494,5.9663544
4.3,10.443047,2.0,33.0,8.0,7.0,0.9974781,0.035605494,4.737428
4.4,8.284595,1.0,27.0,6.0,5.0,0.9916854,0.035605494,3.757653
4.5,6.569788,1.0,22.0,5.0,4.0,0.9799251,0.035605494,2.978427
4.6,5.20613,0.0,18.0,4.0,3.0,0.956005,0.035605494,2.3601623
4.7,4.127678,0.0,15.0,3.0,2.0,0.9202372,0.035605494,1.8724719
4.8,3.2665668,0.0,12.0,2.0,1.0,0.8695506,0.035605494,1.4834332
4.9,2.5826092,0.0,10.0,2.0,1.0,0.8062547,0.035605494,1.1713358
5.0,2.0390263,0.0,8.0,1.0,1.0,0.7326092,0.035605494,0.9246192
5.1,1.608864,0.0,7.0,1.0,0.0,0.6542946,0.035605494,0.72796506
5.2,1.2703121,0.0,6.0,1.0,0.0,0.57410735,0.035605494,0.57340825
5.3,0.99802744,0.0,5.0,0.0,0.0,0.49539325,0.035605494,0.45004994
5.4,0.78454435,0.0,4.0,0.0,0.0,0.4214357,0.035605494,0.35333332
5.5,0.6121973,0.0,4.0,0.0,0.0,0.35250935,0.035605494,0.27531835
5.6,0.47699127,0.0,3.0,0.0,0.0,0.29205993,0.035605494,0.21364544
5.7,0.3700874,0.0,3.0,0.0,0.0,0.23852684,0.035605494,0.16459426
5.8,0.28478152,0.0,2.0,0.0,0.0,0.19235955,0.035605494,0.1259925
5.9,0.21923845,0.0,2.0,0.0,0.0,0.15428215,0.03559301,0.096853934
6.0,0.17252184,0.0,2.0,0.0,0.0,0.12456929,0.035555556,0.074494384
6.1,0.123270914,0.0,1.0,0.0,0.0,0.09454432,0.024569288,0.054481898
6.2,0.08885144,0.0,1.0,0.0,0.0,0.071485646,0.020536829,0.039775282
6.3,0.06535581,0.0,1.0,0.0,0.0,0.053845193,0.01565543,0.02886392
6.4,0.04846442,0.0,1.0,0.0,0.0,0.040724095,0.013220974,0.02111111
6.5,0.035393257,0.0,1.0,0.0,0.0,0.030262172,0.0108489385,0.015268414
6.6,0.026292134,0.0,0.0,0.0,0.0,0.023021223,0.009350811,0.01144819
6.7,0.01906367,0.0,0.0,0.0,0.0,0.01701623,0.007503121,0.00803995
6.8,0.013895131,0.0,0.0,0.0,0.0,0.012709114,0.006117353,0.005667915
6.9,0.009875156,0.0,0.0,0.0,0.0,0.009151061,0.004843945,0.003832709
7.0,0.006966292,0.0,0.0,0.0,0.0,0.0065043694,0.0037827715,0.0026966291
7.1,0.0050187265,0.0,0.0,0.0,0.0,0.004719101,0.0032084894,0.001772784
7.2,0.0034956306,0.0,0.0,0.0,0.0,0.0032833957,0.0025468164,0.0011610487
7.3,0.002247191,0.0,0.0,0.0,0.0,0.002122347,0.0018352059,6.991261E-4
7.4,0.0018726592,0.0,0.0,0.0,0.0,0.0017977528,0.0015980025,6.242197E-4
7.5,0.0013108614,0.0,0.0,0.0,0.0,0.0012609238,0.0011985019,3.8701622E-4
7.6,6.1173533E-4,0.0,0.0,0.0,0.0,5.9925095E-4,5.7428214E-4,1.8726592E-4
7.7,2.372035E-4,0.0,0.0,0.0,0.0,2.372035E-4,2.247191E-4,9.987516E-5
7.8,1.3732834E-4,0.0,0.0,0.0,0.0,1.3732834E-4,1.3732834E-4,4.993758E-5
7.9,6.2421976E-5,0.0,0.0,0.0,0.0,6.2421976E-5,6.2421976E-5,2.496879E-5
8.0,2.496879E-5,0.0,0.0,0.0,0.0,2.496879E-5,2.496879E-5,1.2484395E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
