Subsection Index,Subsection Name,Total Mean Annual Rate,Total 500 Year Prob
0,"Airport Lake, Subsection 0",9.13884E-5,0.045694202
1,"Airport Lake, Subsection 1",9.490334E-5,0.04745167
2,"Airport Lake, Subsection 2",1.1950791E-4,0.057996485
3,"Airport Lake, Subsection 3",1.2653778E-4,0.061511423
4,"Airport Lake, Subsection 4",9.490334E-5,0.04745167
5,"Airport Lake, Subsection 5",8.7873465E-5,0.04393673
6,"Almanor 2011 CFM, Subsection 0",4.112478E-4,0.19859402
7,"Almanor 2011 CFM, Subsection 1",4.3585236E-4,0.21089631
8,"Almanor 2011 CFM, Subsection 2",4.3585236E-4,0.21089631
9,"Almanor 2011 CFM, Subsection 3",4.3936732E-4,0.21265379
10,"Almanor 2011 CFM, Subsection 4",4.4288224E-4,0.21441124
11,"Almanor 2011 CFM, Subsection 5",4.4288224E-4,0.21441124
12,"Almanor 2011 CFM, Subsection 6",3.8664322E-4,0.18804921
13,"Anacapa-Dume alt 1, Subsection 0",1.1950791E-4,0.059753954
14,"Anacapa-Dume alt 1, Subsection 1",1.3005272E-4,0.065026365
15,"Anacapa-Dume alt 1, Subsection 2",1.1599297E-4,0.057996485
16,"Anacapa-Dume alt 1, Subsection 3",1.0896309E-4,0.054481547
17,"Anacapa-Dume alt 1, Subsection 4",7.029877E-5,0.035149384
18,"Anaheim, Subsection 0",1.0544815E-5,0.0052724076
19,"Anaheim, Subsection 1",1.7574692E-5,0.008787346
20,"Anaheim, Subsection 2",1.7574692E-5,0.008787346
21,"Antelope Valley 2011, Subsection 0",3.1282954E-4,0.15465729
22,"Antelope Valley 2011, Subsection 1",3.550088E-4,0.17574692
23,"Antelope Valley 2011, Subsection 2",3.936731E-4,0.19332162
24,"Antelope Valley 2011, Subsection 3",3.831283E-4,0.19156414
25,"Antelope Valley 2011, Subsection 4",3.2688928E-4,0.16344464
26,"Antelope Valley 2011, Subsection 5",2.9876977E-4,0.14938489
27,"Ash Hill, Subsection 0",1.9332161E-4,0.09490334
28,"Ash Hill, Subsection 1",2.1441125E-4,0.10544816
29,"Ash Hill, Subsection 2",2.3550088E-4,0.11599297
30,"Ash Hill, Subsection 3",2.5307556E-4,0.12126538
31,"Ash Hill, Subsection 4",2.2144112E-4,0.10720562
32,"Ash Hill, Subsection 5",2.0738137E-4,0.10193322
33,"Ash Hill, Subsection 6",1.7574693E-4,0.08611599
34,"Ash Hill, Subsection 7",1.370826E-4,0.06678383
35,"Baker, Subsection 0",4.217926E-5,0.02108963
36,"Baker, Subsection 1",4.920914E-5,0.02460457
37,"Baker, Subsection 2",5.2724077E-5,0.02636204
38,"Baker, Subsection 3",5.6239016E-5,0.028119508
39,"Baker, Subsection 4",5.9753955E-5,0.029876977
40,"Baker, Subsection 5",5.2724077E-5,0.02636204
41,"Baker, Subsection 6",3.8664322E-5,0.019332161
42,"Baker, Subsection 7",3.5149384E-5,0.017574692
43,"Baker, Subsection 8",2.460457E-5,0.012302285
44,"Baker, Subsection 9",2.460457E-5,0.012302285
45,"Baker, Subsection 10",2.460457E-5,0.012302285
46,"Baker, Subsection 11",2.460457E-5,0.012302285
47,"Baker, Subsection 12",2.8119508E-5,0.014059754
48,"Baker, Subsection 13",2.460457E-5,0.012302285
49,"Bartlett Springs 2011 CFM, Subsection 0",7.170474E-4,0.3321617
50,"Bartlett Springs 2011 CFM, Subsection 1",7.2759227E-4,0.33743408
51,"Bartlett Springs 2011 CFM, Subsection 2",6.608084E-4,0.31282952
52,"Bartlett Springs 2011 CFM, Subsection 3",6.467487E-4,0.30579966
53,"Bartlett Springs 2011 CFM, Subsection 4",6.678383E-4,0.314587
54,"Bartlett Springs 2011 CFM, Subsection 5",6.608084E-4,0.31107205
55,"Bartlett Springs 2011 CFM, Subsection 6",6.502636E-4,0.3075571
56,"Bartlett Springs 2011 CFM, Subsection 7",6.467487E-4,0.30579966
57,"Bartlett Springs 2011 CFM, Subsection 8",6.397188E-4,0.30579966
58,"Bartlett Springs 2011 CFM, Subsection 9",6.221441E-4,0.2970123
59,"Bartlett Springs 2011 CFM, Subsection 10",4.885764E-4,0.23374341
60,"Bartlett Springs 2011 CFM, Subsection 11",4.920914E-4,0.23901582
61,"Bartlett Springs 2011 CFM, Subsection 12",6.678383E-4,0.31634447
62,"Bartlett Springs 2011 CFM, Subsection 13",6.85413E-4,0.3251318
63,"Bartlett Springs 2011 CFM, Subsection 14",7.135325E-4,0.33919156
64,"Bartlett Springs 2011 CFM, Subsection 15",7.2407734E-4,0.34622145
65,"Bartlett Springs 2011 CFM, Subsection 16",7.521968E-4,0.3602812
66,"Bartlett Springs 2011 CFM, Subsection 17",7.4516697E-4,0.35676625
67,"Bartlett Springs 2011 CFM, Subsection 18",8.2601054E-4,0.38488576
68,"Bartlett Springs 2011 CFM, Subsection 19",8.963093E-4,0.40773287
69,"Bartlett Springs 2011 CFM, Subsection 20",9.73638E-4,0.4340949
70,"Bartlett Springs 2011 CFM, Subsection 21",9.5254835E-4,0.427065
71,"Bartlett Springs 2011 CFM, Subsection 22",9.068541E-4,0.40949035
72,"Battle Creek 2011 CFM, Subsection 0",8.435852E-5,0.04042179
73,"Battle Creek 2011 CFM, Subsection 1",1.05448154E-4,0.05096661
74,"Battle Creek 2011 CFM, Subsection 2",9.490334E-5,0.04745167
75,"Battle Creek 2011 CFM, Subsection 3",1.0193322E-4,0.05096661
76,"Battle Creek 2011 CFM, Subsection 4",1.0193322E-4,0.05096661
77,"Battle Creek 2011 CFM, Subsection 5",1.0193322E-4,0.05096661
78,"Battle Creek 2011 CFM, Subsection 6",9.490334E-5,0.04745167
79,"Bear River fault zone, Subsection 0",2.1792618E-4,0.10720562
80,"Bear River fault zone, Subsection 1",2.3901582E-4,0.117750436
81,"Bear River fault zone, Subsection 2",2.5307556E-4,0.12478032
82,"Bear River fault zone, Subsection 3",2.5659052E-4,0.12829526
83,"Bear River fault zone, Subsection 4",2.460457E-4,0.12302285
84,"Bear River fault zone, Subsection 5",2.460457E-4,0.12302285
85,"Bear River fault zone, Subsection 6",2.5659052E-4,0.12829526
86,"Bear River fault zone, Subsection 7",2.460457E-4,0.12302285
87,"Bear River fault zone, Subsection 8",2.28471E-4,0.1142355
88,"Bear River fault zone, Subsection 9",2.1441125E-4,0.10720562
89,"Bear River fault zone, Subsection 10",1.9332161E-4,0.09666081
90,"Bennett Valley 2011 CFM, Subsection 0",4.9560633E-4,0.24428822
91,"Bennett Valley 2011 CFM, Subsection 1",5.3075573E-4,0.26010546
92,"Bennett Valley 2011 CFM, Subsection 2",5.272408E-4,0.258348
93,"Bennett Valley 2011 CFM, Subsection 3",5.202109E-4,0.25659052
94,"Bennett Valley 2011 CFM, Subsection 4",5.096661E-4,0.2513181
95,"Bennett Valley 2011 CFM, Subsection 5",4.7100175E-4,0.23198594
96,"Bennett Valley 2011 CFM, Subsection 6",4.4288224E-4,0.21792619
97,"Bicycle Lake, Subsection 0",2.4956063E-4,0.12478032
98,"Bicycle Lake, Subsection 1",2.4956063E-4,0.12478032
99,"Bicycle Lake, Subsection 2",2.2144112E-4,0.11072056
100,"Bicycle Lake, Subsection 3",2.0738137E-4,0.103690684
101,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 0",2.7065026E-4,0.13532513
102,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 1",2.9173988E-4,0.14586994
103,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 2",2.636204E-4,0.13005273
104,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 3",2.636204E-4,0.13005273
105,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 4",2.3550088E-4,0.117750436
106,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 5",2.28471E-4,0.11247803
107,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 6",1.9332161E-4,0.09490334
108,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 7",2.003515E-4,0.100175746
109,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 8",2.003515E-4,0.09841828
110,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 9",1.8980668E-4,0.09314587
111,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 10",2.1089631E-4,0.103690684
112,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 11",2.1089631E-4,0.103690684
113,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 12",2.1792618E-4,0.10720562
114,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 13",2.3901582E-4,0.11950791
115,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 14",2.5307556E-4,0.12302285
116,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 15",2.6713533E-4,0.13181019
117,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 16",3.655536E-4,0.17574692
118,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 17",3.5149386E-4,0.16871704
119,"Big Pine (Central), Subsection 0",1.0193322E-4,0.05096661
120,"Big Pine (Central), Subsection 1",1.1950791E-4,0.057996485
121,"Big Pine (Central), Subsection 2",1.1599297E-4,0.056239016
122,"Big Pine (Central), Subsection 3",1.2302285E-4,0.059753954
123,"Big Pine (Central), Subsection 4",1.2302285E-4,0.059753954
124,"Big Pine (Central), Subsection 5",4.56942E-5,0.022847101
125,"Big Pine (Central), Subsection 6",4.217926E-5,0.02108963
126,"Big Pine (East), Subsection 0",2.460457E-4,0.11599297
127,"Big Pine (East), Subsection 1",2.460457E-4,0.11599297
128,"Big Pine (East), Subsection 2",2.003515E-4,0.09666081
129,"Big Pine (East), Subsection 3",1.827768E-4,0.08787346
130,"Big Pine (West), Subsection 0",1.4059754E-5,0.007029877
131,"Big Pine (West), Subsection 1",2.108963E-5,0.010544815
132,"Big Pine (West), Subsection 2",1.7574692E-5,0.008787346
133,"Blackwater, Subsection 0",6.678383E-5,0.033391915
134,"Blackwater, Subsection 1",7.381371E-5,0.036906853
135,"Blackwater, Subsection 2",1.1599297E-4,0.057996485
136,"Blackwater, Subsection 3",1.370826E-4,0.0685413
137,"Blackwater, Subsection 4",1.5114236E-4,0.07557118
138,"Blackwater, Subsection 5",1.5114236E-4,0.07381371
139,"Blackwater, Subsection 6",1.5817223E-4,0.077328645
140,"Blackwater, Subsection 7",1.4059753E-4,0.0685413
141,"Blackwater, Subsection 8",1.2653778E-4,0.061511423
142,"Blackwater, Subsection 9",1.0193322E-4,0.04920914
143,"Blackwater, Subsection 10",8.435852E-5,0.04217926
144,"Blue Cut, Subsection 0",1.827768E-4,0.091388404
145,"Blue Cut, Subsection 1",2.0738137E-4,0.103690684
146,"Blue Cut, Subsection 2",2.2495606E-4,0.11247803
147,"Blue Cut, Subsection 3",2.2495606E-4,0.11247803
148,"Blue Cut, Subsection 4",2.1792618E-4,0.108963095
149,"Blue Cut, Subsection 5",2.0738137E-4,0.103690684
150,"Blue Cut, Subsection 6",1.7926186E-4,0.08963093
151,"Blue Cut, Subsection 7",1.8980668E-4,0.09490334
152,"Blue Cut, Subsection 8",2.003515E-4,0.100175746
153,"Blue Cut, Subsection 9",2.28471E-4,0.1142355
154,"Blue Cut, Subsection 10",2.2495606E-4,0.11247803
155,"Blue Cut, Subsection 11",2.1441125E-4,0.10720562
156,"Blue Cut, Subsection 12",1.8980668E-4,0.09490334
157,"Brawley (Seismic Zone) alt 1, Subsection 0",0.0066010547,0.9947276
158,"Brawley (Seismic Zone) alt 1, Subsection 1",0.0070896307,0.9947276
159,"Brawley (Seismic Zone) alt 1, Subsection 2",0.007325132,0.99648505
160,"Brawley (Seismic Zone) alt 1, Subsection 3",0.007420035,0.99824256
161,"Brawley (Seismic Zone) alt 1, Subsection 4",0.0074692443,0.99824256
162,"Brawley (Seismic Zone) alt 1, Subsection 5",0.0075852373,0.99824256
163,"Brawley (Seismic Zone) alt 1, Subsection 6",0.007595782,0.99824256
164,"Brawley (Seismic Zone) alt 1, Subsection 7",0.0076344465,0.99824256
165,"Brawley (Seismic Zone) alt 1, Subsection 8",0.0077082603,0.99824256
166,"Brawley (Seismic Zone) alt 1, Subsection 9",0.0076906853,0.99824256
167,"Breckenridge 2011, Subsection 0",3.8664322E-5,0.019332161
168,"Breckenridge 2011, Subsection 1",3.8664322E-5,0.019332161
169,"Bullion Mountains, Subsection 0",1.9332161E-4,0.09666081
170,"Bullion Mountains, Subsection 1",2.0386644E-4,0.10193322
171,"Bullion Mountains, Subsection 2",2.1792618E-4,0.108963095
172,"Bullion Mountains, Subsection 3",2.2495606E-4,0.11247803
173,"Bullion Mountains, Subsection 4",2.1089631E-4,0.10544816
174,"Bullion Mountains, Subsection 5",1.7574693E-4,0.08787346
175,"Burnt Mtn, Subsection 0",3.3391916E-4,0.16695958
176,"Burnt Mtn, Subsection 1",3.3391916E-4,0.16695958
177,"Burnt Mtn, Subsection 2",3.3391916E-4,0.16695958
178,"Butano 2011 CFM, Subsection 0",2.1792618E-4,0.10544816
179,"Butano 2011 CFM, Subsection 1",2.28471E-4,0.11072056
180,"Butano 2011 CFM, Subsection 2",2.1089631E-4,0.09841828
181,"Butano 2011 CFM, Subsection 3",1.827768E-4,0.08787346
182,"Butano 2011 CFM, Subsection 4",1.8629174E-4,0.08963093
183,"Butano 2011 CFM, Subsection 5",1.827768E-4,0.08787346
184,"Butano 2011 CFM, Subsection 6",1.7574693E-4,0.08787346
185,"Butano 2011 CFM, Subsection 7",1.5817223E-4,0.07908612
186,"Cady, Subsection 0",2.0386644E-4,0.10193322
187,"Cady, Subsection 1",2.1792618E-4,0.108963095
188,"Cady, Subsection 2",2.1089631E-4,0.10544816
189,"Cady, Subsection 3",1.9683655E-4,0.09841828
190,"Cady, Subsection 4",1.7926186E-4,0.08963093
191,"Calaveras (Central) 2011 CFM, Subsection 0",0.0028787346,0.8330404
192,"Calaveras (Central) 2011 CFM, Subsection 1",0.0031564147,0.86467487
193,"Calaveras (Central) 2011 CFM, Subsection 2",0.0031775043,0.86467487
194,"Calaveras (Central) 2011 CFM, Subsection 3",0.0032337434,0.8664323
195,"Calaveras (Central) 2011 CFM, Subsection 4",0.0032794375,0.8752197
196,"Calaveras (Central) 2011 CFM, Subsection 5",0.0031247803,0.8594025
197,"Calaveras (Central) 2011 CFM, Subsection 6",0.0032231987,0.8629174
198,"Calaveras (Central) 2011 CFM, Subsection 7",0.0034130053,0.8752197
199,"Calaveras (Central) 2011 CFM, Subsection 8",0.003827768,0.90685415
200,"Calaveras (Central) 2011 CFM, Subsection 9",0.0022003516,0.741652
201,"Calaveras (No) 2011 CFM, Subsection 0",0.00171529,0.6695958
202,"Calaveras (No) 2011 CFM, Subsection 1",0.0017750439,0.6906854
203,"Calaveras (No) 2011 CFM, Subsection 2",0.0017926187,0.6994728
204,"Calaveras (No) 2011 CFM, Subsection 3",0.0018207382,0.71001756
205,"Calaveras (No) 2011 CFM, Subsection 4",0.0018734622,0.71529
206,"Calaveras (No) 2011 CFM, Subsection 5",0.0019648506,0.72934973
207,"Calaveras (No) 2011 CFM, Subsection 6",0.0015325132,0.63268894
208,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 0",0.0033954305,0.90509665
209,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 1",0.0034622145,0.9173989
210,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 2",0.0033391917,0.90685415
211,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 3",0.0032091388,0.89982426
212,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 4",0.0030474516,0.8752197
213,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 5",0.0028857645,0.8523726
214,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 6",0.002231986,0.741652
215,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 7",0.0029384885,0.8049209
216,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 8",0.0015606327,0.5448155
217,"Calaveras (So) 2011 CFM, Subsection 0",0.0034727592,0.8963093
218,"Calaveras (So) 2011 CFM, Subsection 1",0.0035606327,0.9033392
219,"Calaveras (So) 2011 CFM, Subsection 2",0.0035008788,0.8963093
220,"Calaveras (So) 2011 CFM, Subsection 3",0.0034094902,0.8927944
221,"Calaveras (So) 2011 CFM, Subsection 4",0.0031669596,0.8611599
222,"Calaveras (So) 2011 CFM, Subsection 5",0.0030474516,0.85413
223,"Calico-Hidalgo, Subsection 0",3.831283E-4,0.18980668
224,"Calico-Hidalgo, Subsection 1",4.00703E-4,0.19859402
225,"Calico-Hidalgo, Subsection 2",4.0421792E-4,0.20035149
226,"Calico-Hidalgo, Subsection 3",4.2179262E-4,0.20913884
227,"Calico-Hidalgo, Subsection 4",4.112478E-4,0.2056239
228,"Calico-Hidalgo, Subsection 5",4.0421792E-4,0.20210896
229,"Calico-Hidalgo, Subsection 6",4.182777E-4,0.2056239
230,"Calico-Hidalgo, Subsection 7",3.9718804E-4,0.19683656
231,"Calico-Hidalgo, Subsection 8",4.112478E-4,0.20386644
232,"Calico-Hidalgo, Subsection 9",4.1476273E-4,0.2056239
233,"Calico-Hidalgo, Subsection 10",4.182777E-4,0.20738137
234,"Calico-Hidalgo, Subsection 11",4.463972E-4,0.21968366
235,"Calico-Hidalgo, Subsection 12",4.6397187E-4,0.228471
236,"Calico-Hidalgo, Subsection 13",4.6045694E-4,0.22495607
237,"Calico-Hidalgo, Subsection 14",4.8154657E-4,0.23374341
238,"Calico-Hidalgo, Subsection 15",5.237258E-4,0.24253076
239,"Calico-Hidalgo, Subsection 16",3.585237E-4,0.16695958
240,"Calico-Hidalgo, Subsection 17",2.4253076E-4,0.11599297
241,"Camp Rock 2011, Subsection 0",2.8119508E-5,0.014059754
242,"Camp Rock 2011, Subsection 1",4.217926E-5,0.019332161
243,"Camp Rock 2011, Subsection 2",5.6239016E-5,0.02636204
244,"Camp Rock 2011, Subsection 3",8.7873465E-5,0.04393673
245,"Camp Rock 2011, Subsection 4",9.841828E-5,0.04920914
246,"Camp Rock 2011, Subsection 5",9.841828E-5,0.04920914
247,"Canada David (Detachment), Subsection 0",5.2724077E-5,0.02636204
248,"Canada David (Detachment), Subsection 1",5.6239016E-5,0.028119508
249,"Canada David (Detachment), Subsection 2",5.6239016E-5,0.028119508
250,"Carlsbad, Subsection 0",5.6239016E-5,0.028119508
251,"Carlsbad, Subsection 1",5.6239016E-5,0.028119508
252,"Carlsbad, Subsection 2",5.6239016E-5,0.028119508
253,"Carlsbad, Subsection 3",5.6239016E-5,0.028119508
254,"Carlsbad, Subsection 4",5.9753955E-5,0.029876977
255,"Carlsbad, Subsection 5",6.678383E-5,0.033391915
256,"Carlsbad, Subsection 6",6.326889E-5,0.031634446
257,"Carson Range (Genoa), Subsection 0",4.2530755E-4,0.19859402
258,"Carson Range (Genoa), Subsection 1",4.745167E-4,0.2231986
259,"Carson Range (Genoa), Subsection 2",5.553603E-4,0.25659052
260,"Carson Range (Genoa), Subsection 3",5.6942005E-4,0.26362038
261,"Carson Range (Genoa), Subsection 4",6.29174E-4,0.29525483
262,"Carson Range (Genoa), Subsection 5",5.6942005E-4,0.27065027
263,"Carson Range (Genoa), Subsection 6",5.1669596E-4,0.2460457
264,"Casmalia 2011 CFM, Subsection 0",7.7328645E-5,0.038664322
265,"Casmalia 2011 CFM, Subsection 1",8.084359E-5,0.04042179
266,"Casmalia 2011 CFM, Subsection 2",7.029877E-5,0.035149384
267,"Casmalia 2011 CFM, Subsection 3",7.029877E-5,0.035149384
268,"Casmalia 2011 CFM, Subsection 4",6.678383E-5,0.033391915
269,"Casmalia 2011 CFM, Subsection 5",7.381371E-5,0.036906853
270,"Casmalia 2011 CFM, Subsection 6",9.490334E-5,0.04745167
271,"Casmalia 2011 CFM, Subsection 7",9.13884E-5,0.045694202
272,"Cedar Mtn-Mahogany Mtn, Subsection 0",5.9753955E-5,0.029876977
273,"Cedar Mtn-Mahogany Mtn, Subsection 1",7.381371E-5,0.036906853
274,"Cedar Mtn-Mahogany Mtn, Subsection 2",1.0193322E-4,0.05096661
275,"Cedar Mtn-Mahogany Mtn, Subsection 3",1.1950791E-4,0.059753954
276,"Cedar Mtn-Mahogany Mtn, Subsection 4",1.3356766E-4,0.06678383
277,"Cedar Mtn-Mahogany Mtn, Subsection 5",1.370826E-4,0.0685413
278,"Cedar Mtn-Mahogany Mtn, Subsection 6",1.3356766E-4,0.06678383
279,"Cedar Mtn-Mahogany Mtn, Subsection 7",1.4762742E-4,0.07381371
280,"Cedar Mtn-Mahogany Mtn, Subsection 8",1.4059753E-4,0.07029877
281,"Cedar Mtn-Mahogany Mtn, Subsection 9",1.370826E-4,0.0685413
282,"Cedar Mtn-Mahogany Mtn, Subsection 10",1.4411248E-4,0.07029877
283,"Cedar Mtn-Mahogany Mtn, Subsection 11",1.3356766E-4,0.06678383
284,"Cedar Mtn-Mahogany Mtn, Subsection 12",1.1950791E-4,0.059753954
285,"Cedar Mtn-Mahogany Mtn, Subsection 13",1.0193322E-4,0.05096661
286,"Cedar Mtn-Mahogany Mtn, Subsection 14",8.084359E-5,0.04042179
287,"Cerro Prieto, Subsection 0",7.029877E-6,0.0035149385
288,"Cerro Prieto, Subsection 1",0.0012302285,0.49560633
289,"Cerro Prieto, Subsection 2",0.0024885763,0.7768014
290,"Cerro Prieto, Subsection 3",0.0032934973,0.88224953
291,"Cerro Prieto, Subsection 4",0.004513181,0.9578207
292,"Cerro Prieto, Subsection 5",0.005760984,0.98242533
293,"Cerro Prieto, Subsection 6",0.0073813708,1.0
294,"Cerro Prieto, Subsection 7",0.009079086,1.0
295,"Cerro Prieto, Subsection 8",0.010358524,1.0
296,"Cerro Prieto, Subsection 9",0.011128295,1.0
297,"Cerro Prieto, Subsection 10",0.010980668,1.0
298,"Cerro Prieto, Subsection 11",0.010281195,1.0
299,"Channel Islands Thrust, Subsection 0",5.413005E-4,0.25659052
300,"Channel Islands Thrust, Subsection 1",5.553603E-4,0.2618629
301,"Channel Islands Thrust, Subsection 2",3.479789E-4,0.17223199
302,"Channel Islands Thrust, Subsection 3",3.550088E-4,0.16871704
303,"Channel Islands Thrust, Subsection 4",5.8699475E-4,0.2759227
304,"Channel Islands Thrust, Subsection 5",5.5184535E-4,0.26362038
305,"Channel Islands Western Deep Ramp, Subsection 0",2.0738137E-4,0.103690684
306,"Channel Islands Western Deep Ramp, Subsection 1",2.460457E-4,0.12126538
307,"Channel Islands Western Deep Ramp, Subsection 2",2.2495606E-4,0.11072056
308,"Channel Islands Western Deep Ramp, Subsection 3",2.8471003E-4,0.1370826
309,"Channel Islands Western Deep Ramp, Subsection 4",2.8822495E-4,0.13884006
310,"Channel Islands Western Deep Ramp, Subsection 5",2.8822495E-4,0.13884006
311,"Chino alt 1, Subsection 0",1.9683655E-4,0.09841828
312,"Chino alt 1, Subsection 1",2.2144112E-4,0.11072056
313,"Chino alt 1, Subsection 2",4.6045694E-4,0.23022847
314,"Chino alt 1, Subsection 3",6.3620385E-4,0.2970123
315,"Chino alt 1, Subsection 4",6.29174E-4,0.29349735
316,"Clamshell-Sawpit, Subsection 0",7.029877E-5,0.035149384
317,"Clamshell-Sawpit, Subsection 1",7.029877E-5,0.035149384
318,"Clayton, Subsection 0",2.3901582E-4,0.117750436
319,"Clayton, Subsection 1",2.5659052E-4,0.12478032
320,"Clayton, Subsection 2",2.460457E-4,0.11950791
321,"Cleghorn, Subsection 0",1.652021E-4,0.082601056
322,"Cleghorn, Subsection 1",1.7223199E-4,0.08435852
323,"Cleghorn, Subsection 2",1.5465729E-4,0.07557118
324,"Cleghorn, Subsection 3",1.2302285E-4,0.061511423
325,"Cleghorn Lake, Subsection 0",4.182777E-4,0.20386644
326,"Cleghorn Lake, Subsection 1",4.6045694E-4,0.22495607
327,"Cleghorn Lake, Subsection 2",4.4991213E-4,0.22144112
328,"Cleghorn Lake, Subsection 3",4.56942E-4,0.22495607
329,"Cleghorn Lake, Subsection 4",4.182777E-4,0.20738137
330,"Cleghorn Pass, Subsection 0",0.0,0.0
331,"Cleghorn Pass, Subsection 1",0.0,0.0
332,"Cleghorn Pass, Subsection 2",0.0,0.0
333,"Cleghorn Pass, Subsection 3",0.0,0.0
334,"Collayami 2011 CFM, Subsection 0",8.435852E-5,0.04217926
335,"Collayami 2011 CFM, Subsection 1",9.490334E-5,0.04745167
336,"Collayami 2011 CFM, Subsection 2",9.490334E-5,0.04745167
337,"Collayami 2011 CFM, Subsection 3",9.490334E-5,0.04745167
338,"Collayami 2011 CFM, Subsection 4",9.490334E-5,0.04745167
