Subsection Index,Subsection Name,Total Mean Annual Rate,Total 100 Year Prob
0,"Airport Lake, Subsection 0",1.6E-4,0.016
1,"Airport Lake, Subsection 1",2.0E-4,0.02
2,"Airport Lake, Subsection 2",1.8E-4,0.018
3,"Airport Lake, Subsection 3",1.5E-4,0.015
4,"Airport Lake, Subsection 4",2.7E-4,0.027
5,"Airport Lake, Subsection 5",2.4E-4,0.024
6,"Almanor 2011 CFM, Subsection 0",0.00129,0.126
7,"Almanor 2011 CFM, Subsection 1",0.00134,0.131
8,"Almanor 2011 CFM, Subsection 2",0.00122,0.119
9,"Almanor 2011 CFM, Subsection 3",0.00113,0.111
10,"Almanor 2011 CFM, Subsection 4",0.00123,0.12
11,"Almanor 2011 CFM, Subsection 5",0.00144,0.142
12,"Almanor 2011 CFM, Subsection 6",0.00139,0.137
13,"Anacapa-Dume alt 1, Subsection 0",1.0E-4,0.01
14,"Anacapa-Dume alt 1, Subsection 1",1.1E-4,0.011
15,"Anacapa-Dume alt 1, Subsection 2",1.1E-4,0.011
16,"Anacapa-Dume alt 1, Subsection 3",1.2E-4,0.012
17,"Anacapa-Dume alt 1, Subsection 4",1.0E-4,0.01
18,"Anaheim, Subsection 0",6.0E-5,0.006
19,"Anaheim, Subsection 1",7.0E-5,0.007
20,"Anaheim, Subsection 2",3.0E-5,0.003
21,"Antelope Valley 2011, Subsection 0",6.2E-4,0.062
22,"Antelope Valley 2011, Subsection 1",6.5E-4,0.064
23,"Antelope Valley 2011, Subsection 2",5.2E-4,0.052
24,"Antelope Valley 2011, Subsection 3",4.8E-4,0.047
25,"Antelope Valley 2011, Subsection 4",5.9E-4,0.059
26,"Antelope Valley 2011, Subsection 5",5.3E-4,0.053
27,"Ash Hill, Subsection 0",5.0E-4,0.049
28,"Ash Hill, Subsection 1",5.2E-4,0.05
29,"Ash Hill, Subsection 2",3.5E-4,0.035
30,"Ash Hill, Subsection 3",3.0E-4,0.03
31,"Ash Hill, Subsection 4",3.4E-4,0.034
32,"Ash Hill, Subsection 5",3.7E-4,0.037
33,"Ash Hill, Subsection 6",6.4E-4,0.064
34,"Ash Hill, Subsection 7",6.1E-4,0.061
35,"Baker, Subsection 0",1.1E-4,0.011
36,"Baker, Subsection 1",1.2E-4,0.012
37,"Baker, Subsection 2",7.0E-5,0.007
38,"Baker, Subsection 3",7.0E-5,0.007
39,"Baker, Subsection 4",7.0E-5,0.007
40,"Baker, Subsection 5",4.0E-5,0.004
41,"Baker, Subsection 6",4.0E-5,0.004
42,"Baker, Subsection 7",3.0E-5,0.003
43,"Baker, Subsection 8",5.0E-5,0.005
44,"Baker, Subsection 9",4.0E-5,0.004
45,"Baker, Subsection 10",3.0E-5,0.003
46,"Baker, Subsection 11",4.0E-5,0.004
47,"Baker, Subsection 12",5.0E-5,0.005
48,"Baker, Subsection 13",5.0E-5,0.005
49,"Bartlett Springs 2011 CFM, Subsection 0",8.6E-4,0.086
50,"Bartlett Springs 2011 CFM, Subsection 1",8.7E-4,0.087
51,"Bartlett Springs 2011 CFM, Subsection 2",8.3E-4,0.083
52,"Bartlett Springs 2011 CFM, Subsection 3",8.3E-4,0.083
53,"Bartlett Springs 2011 CFM, Subsection 4",8.2E-4,0.082
54,"Bartlett Springs 2011 CFM, Subsection 5",8.3E-4,0.083
55,"Bartlett Springs 2011 CFM, Subsection 6",7.7E-4,0.077
56,"Bartlett Springs 2011 CFM, Subsection 7",8.1E-4,0.081
57,"Bartlett Springs 2011 CFM, Subsection 8",8.3E-4,0.083
58,"Bartlett Springs 2011 CFM, Subsection 9",8.2E-4,0.082
59,"Bartlett Springs 2011 CFM, Subsection 10",6.4E-4,0.064
60,"Bartlett Springs 2011 CFM, Subsection 11",6.4E-4,0.064
61,"Bartlett Springs 2011 CFM, Subsection 12",9.2E-4,0.092
62,"Bartlett Springs 2011 CFM, Subsection 13",9.5E-4,0.095
63,"Bartlett Springs 2011 CFM, Subsection 14",9.8E-4,0.098
64,"Bartlett Springs 2011 CFM, Subsection 15",9.4E-4,0.094
65,"Bartlett Springs 2011 CFM, Subsection 16",9.6E-4,0.096
66,"Bartlett Springs 2011 CFM, Subsection 17",9.6E-4,0.096
67,"Bartlett Springs 2011 CFM, Subsection 18",0.00108,0.106
68,"Bartlett Springs 2011 CFM, Subsection 19",0.00128,0.126
69,"Bartlett Springs 2011 CFM, Subsection 20",0.00133,0.131
70,"Bartlett Springs 2011 CFM, Subsection 21",0.00169,0.167
71,"Bartlett Springs 2011 CFM, Subsection 22",0.00165,0.163
72,"Battle Creek 2011 CFM, Subsection 0",1.1E-4,0.011
73,"Battle Creek 2011 CFM, Subsection 1",1.3E-4,0.013
74,"Battle Creek 2011 CFM, Subsection 2",1.1E-4,0.011
75,"Battle Creek 2011 CFM, Subsection 3",1.1E-4,0.011
76,"Battle Creek 2011 CFM, Subsection 4",1.0E-4,0.01
77,"Battle Creek 2011 CFM, Subsection 5",1.2E-4,0.012
78,"Battle Creek 2011 CFM, Subsection 6",1.1E-4,0.011
79,"Bear River fault zone, Subsection 0",2.5E-4,0.025
80,"Bear River fault zone, Subsection 1",2.6E-4,0.026
81,"Bear River fault zone, Subsection 2",2.8E-4,0.028
82,"Bear River fault zone, Subsection 3",2.9E-4,0.029
83,"Bear River fault zone, Subsection 4",2.9E-4,0.029
84,"Bear River fault zone, Subsection 5",3.5E-4,0.035
85,"Bear River fault zone, Subsection 6",3.4E-4,0.034
86,"Bear River fault zone, Subsection 7",3.3E-4,0.033
87,"Bear River fault zone, Subsection 8",4.2E-4,0.041
88,"Bear River fault zone, Subsection 9",6.2E-4,0.06
89,"Bear River fault zone, Subsection 10",6.1E-4,0.059
90,"Bennett Valley 2011 CFM, Subsection 0",7.8E-4,0.078
91,"Bennett Valley 2011 CFM, Subsection 1",8.0E-4,0.08
92,"Bennett Valley 2011 CFM, Subsection 2",7.8E-4,0.078
93,"Bennett Valley 2011 CFM, Subsection 3",7.4E-4,0.073
94,"Bennett Valley 2011 CFM, Subsection 4",7.5E-4,0.075
95,"Bennett Valley 2011 CFM, Subsection 5",7.6E-4,0.075
96,"Bennett Valley 2011 CFM, Subsection 6",7.2E-4,0.071
97,"Bicycle Lake, Subsection 0",9.4E-4,0.093
98,"Bicycle Lake, Subsection 1",9.6E-4,0.095
99,"Bicycle Lake, Subsection 2",0.00111,0.11
100,"Bicycle Lake, Subsection 3",0.00108,0.107
101,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 0",3.4E-4,0.034
102,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 1",3.5E-4,0.035
103,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 2",3.4E-4,0.033
104,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 3",3.1E-4,0.031
105,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 4",3.2E-4,0.032
106,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 5",3.1E-4,0.031
107,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 6",2.8E-4,0.028
108,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 7",2.7E-4,0.027
109,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 8",2.7E-4,0.027
110,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 9",2.6E-4,0.026
111,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 10",2.8E-4,0.028
112,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 11",2.9E-4,0.029
113,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 12",2.9E-4,0.029
114,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 13",3.2E-4,0.032
115,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 14",3.3E-4,0.033
116,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 15",3.4E-4,0.034
117,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 16",4.7E-4,0.047
118,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 17",4.3E-4,0.043
119,"Big Pine (Central), Subsection 0",3.8E-4,0.036
120,"Big Pine (Central), Subsection 1",3.9E-4,0.037
121,"Big Pine (Central), Subsection 2",3.8E-4,0.036
122,"Big Pine (Central), Subsection 3",5.0E-4,0.047
123,"Big Pine (Central), Subsection 4",4.8E-4,0.047
124,"Big Pine (Central), Subsection 5",4.2E-4,0.041
125,"Big Pine (Central), Subsection 6",4.1E-4,0.04
126,"Big Pine (East), Subsection 0",2.5E-4,0.025
127,"Big Pine (East), Subsection 1",2.7E-4,0.026
128,"Big Pine (East), Subsection 2",2.9E-4,0.029
129,"Big Pine (East), Subsection 3",2.9E-4,0.029
130,"Big Pine (West), Subsection 0",4.0E-5,0.004
131,"Big Pine (West), Subsection 1",4.0E-5,0.004
132,"Big Pine (West), Subsection 2",4.0E-5,0.004
133,"Blackwater, Subsection 0",3.7E-4,0.037
134,"Blackwater, Subsection 1",3.9E-4,0.039
135,"Blackwater, Subsection 2",2.7E-4,0.027
136,"Blackwater, Subsection 3",3.1E-4,0.031
137,"Blackwater, Subsection 4",2.8E-4,0.028
138,"Blackwater, Subsection 5",3.3E-4,0.033
139,"Blackwater, Subsection 6",4.1E-4,0.04
140,"Blackwater, Subsection 7",4.7E-4,0.046
141,"Blackwater, Subsection 8",4.6E-4,0.045
142,"Blackwater, Subsection 9",5.4E-4,0.053
143,"Blackwater, Subsection 10",5.2E-4,0.051
144,"Blue Cut, Subsection 0",5.2E-4,0.051
145,"Blue Cut, Subsection 1",5.3E-4,0.052
146,"Blue Cut, Subsection 2",3.9E-4,0.038
147,"Blue Cut, Subsection 3",3.1E-4,0.03
148,"Blue Cut, Subsection 4",2.8E-4,0.028
149,"Blue Cut, Subsection 5",3.0E-4,0.03
150,"Blue Cut, Subsection 6",3.0E-4,0.03
151,"Blue Cut, Subsection 7",3.1E-4,0.031
152,"Blue Cut, Subsection 8",3.4E-4,0.034
153,"Blue Cut, Subsection 9",3.8E-4,0.038
154,"Blue Cut, Subsection 10",4.1E-4,0.041
155,"Blue Cut, Subsection 11",4.7E-4,0.044
156,"Blue Cut, Subsection 12",4.3E-4,0.041
157,"Brawley (Seismic Zone) alt 1, Subsection 0",0.00856,0.685
158,"Brawley (Seismic Zone) alt 1, Subsection 1",0.00936,0.719
159,"Brawley (Seismic Zone) alt 1, Subsection 2",0.00975,0.742
160,"Brawley (Seismic Zone) alt 1, Subsection 3",0.00983,0.745
161,"Brawley (Seismic Zone) alt 1, Subsection 4",0.00992,0.75
162,"Brawley (Seismic Zone) alt 1, Subsection 5",0.01009,0.752
163,"Brawley (Seismic Zone) alt 1, Subsection 6",0.01021,0.758
164,"Brawley (Seismic Zone) alt 1, Subsection 7",0.01038,0.768
165,"Brawley (Seismic Zone) alt 1, Subsection 8",0.01049,0.77
166,"Brawley (Seismic Zone) alt 1, Subsection 9",0.01015,0.757
167,"Breckenridge 2011, Subsection 0",3.0E-5,0.003
168,"Breckenridge 2011, Subsection 1",3.0E-5,0.003
169,"Bullion Mountains, Subsection 0",5.6E-4,0.056
170,"Bullion Mountains, Subsection 1",6.0E-4,0.06
171,"Bullion Mountains, Subsection 2",5.5E-4,0.055
172,"Bullion Mountains, Subsection 3",5.0E-4,0.05
173,"Bullion Mountains, Subsection 4",4.5E-4,0.045
174,"Bullion Mountains, Subsection 5",4.3E-4,0.043
175,"Burnt Mtn, Subsection 0",5.0E-4,0.05
176,"Burnt Mtn, Subsection 1",5.7E-4,0.057
177,"Burnt Mtn, Subsection 2",5.3E-4,0.053
178,"Butano 2011 CFM, Subsection 0",4.0E-5,0.004
179,"Butano 2011 CFM, Subsection 1",4.0E-5,0.004
180,"Butano 2011 CFM, Subsection 2",4.0E-5,0.004
181,"Butano 2011 CFM, Subsection 3",5.0E-5,0.005
182,"Butano 2011 CFM, Subsection 4",5.0E-5,0.005
183,"Butano 2011 CFM, Subsection 5",5.0E-5,0.005
184,"Butano 2011 CFM, Subsection 6",6.0E-5,0.006
185,"Butano 2011 CFM, Subsection 7",5.0E-5,0.005
186,"Cady, Subsection 0",5.6E-4,0.054
187,"Cady, Subsection 1",5.9E-4,0.057
188,"Cady, Subsection 2",5.8E-4,0.055
189,"Cady, Subsection 3",6.1E-4,0.059
190,"Cady, Subsection 4",5.4E-4,0.054
191,"Calaveras (Central) 2011 CFM, Subsection 0",0.0023,0.226
192,"Calaveras (Central) 2011 CFM, Subsection 1",0.00283,0.275
193,"Calaveras (Central) 2011 CFM, Subsection 2",0.00288,0.278
194,"Calaveras (Central) 2011 CFM, Subsection 3",0.00288,0.277
195,"Calaveras (Central) 2011 CFM, Subsection 4",0.00287,0.279
196,"Calaveras (Central) 2011 CFM, Subsection 5",0.00263,0.255
197,"Calaveras (Central) 2011 CFM, Subsection 6",0.0026,0.248
198,"Calaveras (Central) 2011 CFM, Subsection 7",0.00261,0.25
199,"Calaveras (Central) 2011 CFM, Subsection 8",0.004,0.355
200,"Calaveras (Central) 2011 CFM, Subsection 9",0.00293,0.277
201,"Calaveras (No) 2011 CFM, Subsection 0",0.00145,0.145
202,"Calaveras (No) 2011 CFM, Subsection 1",0.00148,0.148
203,"Calaveras (No) 2011 CFM, Subsection 2",0.00153,0.152
204,"Calaveras (No) 2011 CFM, Subsection 3",0.00154,0.153
205,"Calaveras (No) 2011 CFM, Subsection 4",0.00163,0.161
206,"Calaveras (No) 2011 CFM, Subsection 5",0.00163,0.163
207,"Calaveras (No) 2011 CFM, Subsection 6",0.00125,0.125
208,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 0",0.00251,0.245
209,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 1",0.00256,0.25
210,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 2",0.00284,0.274
211,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 3",0.00316,0.298
212,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 4",0.00304,0.286
213,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 5",0.00291,0.274
214,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 6",0.00223,0.211
215,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 7",0.00427,0.351
216,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 8",0.00325,0.282
217,"Calaveras (So) 2011 CFM, Subsection 0",0.00397,0.37
218,"Calaveras (So) 2011 CFM, Subsection 1",0.00553,0.481
219,"Calaveras (So) 2011 CFM, Subsection 2",0.00556,0.483
220,"Calaveras (So) 2011 CFM, Subsection 3",0.00525,0.463
221,"Calaveras (So) 2011 CFM, Subsection 4",0.00426,0.393
222,"Calaveras (So) 2011 CFM, Subsection 5",0.00361,0.341
223,"Calico-Hidalgo, Subsection 0",6.1E-4,0.061
224,"Calico-Hidalgo, Subsection 1",6.4E-4,0.064
225,"Calico-Hidalgo, Subsection 2",5.2E-4,0.051
226,"Calico-Hidalgo, Subsection 3",4.9E-4,0.048
227,"Calico-Hidalgo, Subsection 4",4.5E-4,0.044
228,"Calico-Hidalgo, Subsection 5",4.4E-4,0.043
229,"Calico-Hidalgo, Subsection 6",4.4E-4,0.043
230,"Calico-Hidalgo, Subsection 7",4.8E-4,0.047
231,"Calico-Hidalgo, Subsection 8",5.2E-4,0.051
232,"Calico-Hidalgo, Subsection 9",5.2E-4,0.051
233,"Calico-Hidalgo, Subsection 10",5.1E-4,0.051
234,"Calico-Hidalgo, Subsection 11",5.5E-4,0.055
235,"Calico-Hidalgo, Subsection 12",5.5E-4,0.055
236,"Calico-Hidalgo, Subsection 13",5.5E-4,0.055
237,"Calico-Hidalgo, Subsection 14",5.7E-4,0.057
238,"Calico-Hidalgo, Subsection 15",7.7E-4,0.077
239,"Calico-Hidalgo, Subsection 16",0.00116,0.116
240,"Calico-Hidalgo, Subsection 17",0.00101,0.101
241,"Camp Rock 2011, Subsection 0",3.1E-4,0.031
242,"Camp Rock 2011, Subsection 1",3.7E-4,0.037
243,"Camp Rock 2011, Subsection 2",2.0E-4,0.02
244,"Camp Rock 2011, Subsection 3",1.7E-4,0.017
245,"Camp Rock 2011, Subsection 4",2.0E-4,0.02
246,"Camp Rock 2011, Subsection 5",1.9E-4,0.019
247,"Canada David (Detachment), Subsection 0",5.0E-5,0.005
248,"Canada David (Detachment), Subsection 1",8.0E-5,0.008
249,"Canada David (Detachment), Subsection 2",7.0E-5,0.007
250,"Carlsbad, Subsection 0",1.0E-4,0.01
251,"Carlsbad, Subsection 1",1.3E-4,0.013
252,"Carlsbad, Subsection 2",1.2E-4,0.012
253,"Carlsbad, Subsection 3",1.1E-4,0.011
254,"Carlsbad, Subsection 4",1.0E-4,0.01
255,"Carlsbad, Subsection 5",1.1E-4,0.011
256,"Carlsbad, Subsection 6",9.0E-5,0.009
257,"Carson Range (Genoa), Subsection 0",7.1E-4,0.07
258,"Carson Range (Genoa), Subsection 1",7.5E-4,0.074
259,"Carson Range (Genoa), Subsection 2",5.7E-4,0.057
260,"Carson Range (Genoa), Subsection 3",6.3E-4,0.063
261,"Carson Range (Genoa), Subsection 4",6.7E-4,0.067
262,"Carson Range (Genoa), Subsection 5",9.9E-4,0.098
263,"Carson Range (Genoa), Subsection 6",9.6E-4,0.095
264,"Casmalia 2011 CFM, Subsection 0",6.0E-5,0.006
265,"Casmalia 2011 CFM, Subsection 1",6.0E-5,0.006
266,"Casmalia 2011 CFM, Subsection 2",1.0E-4,0.01
267,"Casmalia 2011 CFM, Subsection 3",1.2E-4,0.012
268,"Casmalia 2011 CFM, Subsection 4",1.1E-4,0.011
269,"Casmalia 2011 CFM, Subsection 5",1.4E-4,0.014
270,"Casmalia 2011 CFM, Subsection 6",1.7E-4,0.017
271,"Casmalia 2011 CFM, Subsection 7",1.6E-4,0.016
272,"Cedar Mtn-Mahogany Mtn, Subsection 0",4.3E-4,0.043
273,"Cedar Mtn-Mahogany Mtn, Subsection 1",4.5E-4,0.044
274,"Cedar Mtn-Mahogany Mtn, Subsection 2",3.8E-4,0.037
275,"Cedar Mtn-Mahogany Mtn, Subsection 3",3.1E-4,0.031
276,"Cedar Mtn-Mahogany Mtn, Subsection 4",3.4E-4,0.033
277,"Cedar Mtn-Mahogany Mtn, Subsection 5",3.2E-4,0.03
278,"Cedar Mtn-Mahogany Mtn, Subsection 6",3.1E-4,0.03
279,"Cedar Mtn-Mahogany Mtn, Subsection 7",3.4E-4,0.033
280,"Cedar Mtn-Mahogany Mtn, Subsection 8",3.0E-4,0.029
281,"Cedar Mtn-Mahogany Mtn, Subsection 9",3.0E-4,0.029
282,"Cedar Mtn-Mahogany Mtn, Subsection 10",2.7E-4,0.027
283,"Cedar Mtn-Mahogany Mtn, Subsection 11",2.9E-4,0.029
284,"Cedar Mtn-Mahogany Mtn, Subsection 12",3.1E-4,0.031
285,"Cedar Mtn-Mahogany Mtn, Subsection 13",3.7E-4,0.037
286,"Cedar Mtn-Mahogany Mtn, Subsection 14",3.4E-4,0.034
287,"Cerro Prieto, Subsection 0",0.0,0.0
288,"Cerro Prieto, Subsection 1",9.1E-4,0.091
289,"Cerro Prieto, Subsection 2",0.00186,0.183
290,"Cerro Prieto, Subsection 3",0.00267,0.255
291,"Cerro Prieto, Subsection 4",0.00386,0.361
292,"Cerro Prieto, Subsection 5",0.00498,0.455
293,"Cerro Prieto, Subsection 6",0.00633,0.551
294,"Cerro Prieto, Subsection 7",0.00816,0.667
295,"Cerro Prieto, Subsection 8",0.00951,0.736
296,"Cerro Prieto, Subsection 9",0.01051,0.775
297,"Cerro Prieto, Subsection 10",0.01193,0.814
298,"Cerro Prieto, Subsection 11",0.01139,0.794
299,"Channel Islands Thrust, Subsection 0",6.7E-4,0.067
300,"Channel Islands Thrust, Subsection 1",6.8E-4,0.068
301,"Channel Islands Thrust, Subsection 2",4.4E-4,0.044
302,"Channel Islands Thrust, Subsection 3",4.2E-4,0.042
303,"Channel Islands Thrust, Subsection 4",6.5E-4,0.064
304,"Channel Islands Thrust, Subsection 5",6.1E-4,0.061
305,"Channel Islands Western Deep Ramp, Subsection 0",1.6E-4,0.016
306,"Channel Islands Western Deep Ramp, Subsection 1",2.0E-4,0.02
307,"Channel Islands Western Deep Ramp, Subsection 2",1.9E-4,0.019
308,"Channel Islands Western Deep Ramp, Subsection 3",2.0E-4,0.02
309,"Channel Islands Western Deep Ramp, Subsection 4",1.8E-4,0.018
310,"Channel Islands Western Deep Ramp, Subsection 5",1.8E-4,0.018
311,"Chino alt 1, Subsection 0",0.00117,0.116
312,"Chino alt 1, Subsection 1",0.00123,0.121
313,"Chino alt 1, Subsection 2",0.00101,0.099
314,"Chino alt 1, Subsection 3",9.3E-4,0.091
315,"Chino alt 1, Subsection 4",7.4E-4,0.073
316,"Clamshell-Sawpit, Subsection 0",1.4E-4,0.014
317,"Clamshell-Sawpit, Subsection 1",1.4E-4,0.014
318,"Clayton, Subsection 0",3.2E-4,0.032
319,"Clayton, Subsection 1",3.5E-4,0.035
320,"Clayton, Subsection 2",2.6E-4,0.026
321,"Cleghorn, Subsection 0",1.5E-4,0.015
322,"Cleghorn, Subsection 1",1.9E-4,0.019
323,"Cleghorn, Subsection 2",2.1E-4,0.021
324,"Cleghorn, Subsection 3",2.0E-4,0.02
325,"Cleghorn Lake, Subsection 0",5.5E-4,0.053
326,"Cleghorn Lake, Subsection 1",5.9E-4,0.057
327,"Cleghorn Lake, Subsection 2",5.3E-4,0.051
328,"Cleghorn Lake, Subsection 3",5.5E-4,0.054
329,"Cleghorn Lake, Subsection 4",5.1E-4,0.051
330,"Cleghorn Pass, Subsection 0",4.0E-4,0.04
331,"Cleghorn Pass, Subsection 1",4.1E-4,0.041
332,"Cleghorn Pass, Subsection 2",3.5E-4,0.034
333,"Cleghorn Pass, Subsection 3",3.2E-4,0.032
334,"Collayami 2011 CFM, Subsection 0",5.1E-4,0.05
335,"Collayami 2011 CFM, Subsection 1",5.1E-4,0.05
336,"Collayami 2011 CFM, Subsection 2",3.9E-4,0.039
337,"Collayami 2011 CFM, Subsection 3",3.5E-4,0.035
338,"Collayami 2011 CFM, Subsection 4",3.6E-4,0.036
339,"Collayami 2011 CFM, Subsection 5",4.4E-4,0.044
340,"Collayami 2011 CFM, Subsection 6",4.2E-4,0.042
341,"Compton, Subsection 0",1.2E-4,0.012
342,"Compton, Subsection 1",1.6E-4,0.016
343,"Compton, Subsection 2",1.6E-4,0.016
344,"Compton, Subsection 3",1.5E-4,0.015
345,"Compton, Subsection 4",1.4E-4,0.014
346,"Concord 2011 CFM, Subsection 0",0.00213,0.21
347,"Concord 2011 CFM, Subsection 1",0.0022,0.217
348,"Concord 2011 CFM, Subsection 2",0.00188,0.187
349,"Contra Costa (Lafayette) 2011 CFM, Subsection 0",1.9E-4,0.019
350,"Contra Costa (Lafayette) 2011 CFM, Subsection 1",1.9E-4,0.019
351,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 0",4.5E-4,0.044
352,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 1",4.5E-4,0.044
353,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 2",2.2E-4,0.022
354,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 3",2.3E-4,0.023
355,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 4",2.1E-4,0.021
356,"Coronado Bank alt1, Subsection 0",0.00126,0.123
357,"Coronado Bank alt1, Subsection 1",0.00144,0.138
358,"Coronado Bank alt1, Subsection 2",0.00131,0.128
359,"Coronado Bank alt1, Subsection 3",0.00105,0.103
360,"Coronado Bank alt1, Subsection 4",9.6E-4,0.095
361,"Coronado Bank alt1, Subsection 5",9.3E-4,0.092
362,"Coronado Bank alt1, Subsection 6",8.7E-4,0.087
363,"Coronado Bank alt1, Subsection 7",8.1E-4,0.081
364,"Coronado Bank alt1, Subsection 8",7.6E-4,0.076
365,"Coronado Bank alt1, Subsection 9",7.3E-4,0.073
366,"Coronado Bank alt1, Subsection 10",7.1E-4,0.071
367,"Coronado Bank alt1, Subsection 11",6.8E-4,0.068
368,"Coronado Bank alt1, Subsection 12",6.6E-4,0.066
369,"Coronado Bank alt1, Subsection 13",6.6E-4,0.066
370,"Coronado Bank alt1, Subsection 14",6.3E-4,0.063
371,"Coronado Bank alt1, Subsection 15",6.5E-4,0.065
372,"Coronado Bank alt1, Subsection 16",6.6E-4,0.066
373,"Coronado Bank alt1, Subsection 17",6.7E-4,0.065
374,"Coronado Bank alt1, Subsection 18",7.3E-4,0.069
375,"Coronado Bank alt1, Subsection 19",7.6E-4,0.072
376,"Coronado Bank alt1, Subsection 20",7.6E-4,0.074
377,"Coronado Bank alt1, Subsection 21",7.3E-4,0.07
378,"Coronado Bank alt1, Subsection 22",7.1E-4,0.07
379,"Coronado Bank alt1, Subsection 23",7.2E-4,0.071
380,"Coronado Bank alt1, Subsection 24",7.5E-4,0.075
381,"Coronado Bank alt1, Subsection 25",8.2E-4,0.082
382,"Coronado Bank alt1, Subsection 26",8.0E-4,0.08
383,"Coronado Bank alt1, Subsection 27",9.3E-4,0.091
384,"Coronado Bank alt1, Subsection 28",0.00143,0.14
385,"Coronado Bank alt1, Subsection 29",0.00145,0.143
