Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,2205.3945,1729.0,4342.0,1990.0,1856.0,1.0,0.1528963,1403.6077
2.6,1751.7794,1368.0,3455.0,1581.0,1522.0,1.0,0.1528963,1114.9253
2.7,1391.3416,1081.0,2746.0,1257.0,1195.0,1.0,0.1528963,885.5246
2.8,1104.9642,854.0,2177.0,999.0,962.0,1.0,0.1528963,703.28174
2.9,877.6304,674.0,1725.0,794.0,776.0,1.0,0.1528963,558.6706
3.0,697.1993,531.0,1369.0,631.0,608.0,1.0,0.1528963,443.8591
3.1,553.66876,418.0,1091.0,502.0,494.0,1.0,0.1528963,352.46747
3.2,439.78366,329.0,867.0,399.0,387.0,1.0,0.1528963,279.96472
3.3,349.36652,258.0,690.0,317.0,303.0,1.0,0.1528963,222.41843
3.4,277.41626,202.0,548.0,252.0,236.0,1.0,0.1528963,176.59633
3.5,220.32376,157.0,436.0,201.0,193.0,1.0,0.1528963,140.21901
3.6,174.99704,122.0,348.0,160.0,154.0,1.0,0.1528963,111.38656
3.7,138.9861,95.0,277.0,127.0,120.0,1.0,0.1528963,88.444885
3.8,110.28863,74.0,218.0,101.0,95.0,1.0,0.1528963,70.177795
3.9,87.55697,56.0,175.0,80.0,77.0,1.0,0.1528963,55.708763
4.0,69.492424,43.0,139.0,64.0,59.0,1.0,0.1528963,44.231655
4.1,55.149334,33.0,111.0,50.0,45.0,1.0,0.1528963,35.08237
4.2,43.776478,25.0,89.0,40.0,37.0,1.0,0.1528963,27.852877
4.3,34.74134,19.0,72.0,32.0,29.0,1.0,0.1528963,22.086388
4.4,27.570726,14.0,58.0,25.0,25.0,1.0,0.1528963,17.519728
4.5,21.853329,10.0,46.0,20.0,18.0,1.0,0.1528963,13.889871
4.6,17.313473,7.0,37.0,16.0,16.0,1.0,0.1528963,11.00261
4.7,13.721263,5.0,30.0,12.0,12.0,1.0,0.1528963,8.71529
