Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,728.59515,633.0,952.0,701.0,704.0,1.0,0.05815603,623.3382
2.6,578.71277,498.0,754.0,557.0,555.0,1.0,0.05815603,495.1035
2.7,459.62357,391.0,601.0,443.0,436.0,1.0,0.05815603,393.2352
2.8,365.08493,307.0,476.0,352.0,348.0,1.0,0.05815603,312.3785
2.9,290.01395,240.0,382.0,280.0,272.0,1.0,0.05815603,248.17159
3.0,230.47989,188.0,305.0,223.0,215.0,1.0,0.05815603,197.2393
3.1,183.04416,147.0,243.0,177.0,172.0,1.0,0.05815603,156.64232
3.2,145.34198,114.0,194.0,141.0,139.0,1.0,0.05815603,124.378265
3.3,115.46552,89.0,155.0,112.0,109.0,1.0,0.05815603,98.81912
3.4,91.71334,68.0,125.0,89.0,89.0,1.0,0.05815603,78.51073
3.5,72.82416,53.0,101.0,70.0,69.0,1.0,0.05815603,62.33123
3.6,57.83665,40.0,81.0,56.0,52.0,1.0,0.05815603,49.50812
3.7,45.919056,31.0,66.0,44.0,42.0,1.0,0.05815603,39.303318
3.8,36.440678,23.0,54.0,35.0,34.0,1.0,0.05815603,31.198215
3.9,28.930496,17.0,44.0,28.0,26.0,1.0,0.05815603,24.76646
4.0,22.959276,13.0,36.0,22.0,22.0,1.0,0.05815603,19.651613
4.1,18.215374,9.0,30.0,18.0,17.0,1.0,0.05815603,15.591536
4.2,14.46264,7.0,24.0,14.0,13.0,1.0,0.05815603,12.381377
4.3,11.471013,5.0,20.0,11.0,11.0,1.0,0.05815603,9.816106
4.4,9.1125145,3.0,17.0,9.0,8.0,0.9999085,0.05815603,7.7962937
4.5,7.2205443,2.0,14.0,7.0,6.0,0.99899334,0.05815603,6.1757493
4.6,5.7142987,1.0,12.0,5.0,5.0,0.9950126,0.05815603,4.8844657
4.7,4.529764,1.0,10.0,4.0,4.0,0.9838939,0.05815603,3.8713338
4.8,3.582933,0.0,8.0,3.0,3.0,0.96092427,0.05815603,3.0600777
4.9,2.8387096,0.0,7.0,3.0,2.0,0.9246854,0.05815603,2.425715
5.0,2.2522993,0.0,6.0,2.0,2.0,0.8732098,0.05815603,1.9218028
5.1,1.7843971,0.0,5.0,2.0,1.0,0.80722946,0.05815603,1.5247769
5.2,1.4030199,0.0,4.0,1.0,1.0,0.7290323,0.05815603,1.2008693
5.3,1.1013956,0.0,4.0,1.0,0.0,0.64323956,0.05815603,0.9446351
5.4,0.8586593,0.0,3.0,1.0,0.0,0.5557996,0.05815603,0.7354381
5.5,0.66918325,0.0,3.0,0.0,0.0,0.46909174,0.05815603,0.57272935
5.6,0.5164951,0.0,2.0,0.0,0.0,0.3880119,0.05815603,0.44168383
5.7,0.3970716,0.0,2.0,0.0,0.0,0.31617478,0.05815603,0.3388698
5.8,0.30171585,0.0,2.0,0.0,0.0,0.25165865,0.05815603,0.25728667
5.9,0.22864333,0.0,2.0,0.0,0.0,0.19688858,0.05815603,0.19528712
6.0,0.17442232,0.0,1.0,0.0,0.0,0.15342027,0.05811027,0.14820407
6.1,0.1275223,0.0,1.0,0.0,0.0,0.11457332,0.052161977,0.10825898
6.2,0.08496912,0.0,1.0,0.0,0.0,0.078792036,0.039441776,0.07238618
6.3,0.0653855,0.0,1.0,0.0,0.0,0.061633494,0.033676505,0.056097005
6.4,0.049187828,0.0,1.0,0.0,0.0,0.046762753,0.029329672,0.042232897
6.5,0.038252115,0.0,1.0,0.0,0.0,0.036604896,0.02594372,0.03266987
6.6,0.03244109,0.0,1.0,0.0,0.0,0.031434454,0.024250744,0.027956989
6.7,0.026080988,0.0,1.0,0.0,0.0,0.025303135,0.021322351,0.022466255
6.8,0.021413865,0.0,0.0,0.0,0.0,0.02100206,0.018485472,0.018897278
6.9,0.017158546,0.0,0.0,0.0,0.0,0.016929764,0.015282544,0.015191032
7.0,0.0132692745,0.0,0.0,0.0,0.0,0.013132007,0.012125372,0.0119423475
7.1,0.011484786,0.0,0.0,0.0,0.0,0.011347517,0.0106611755,0.010386639
7.2,0.008922444,0.0,0.0,0.0,0.0,0.008922444,0.008602151,0.008098833
7.3,0.006405857,0.0,0.0,0.0,0.0,0.006405857,0.0063143447,0.0056737587
7.4,0.0054907342,0.0,0.0,0.0,0.0,0.0054907342,0.0054449784,0.0048501487
7.5,0.0048501487,0.0,0.0,0.0,0.0,0.0048501487,0.004804393,0.004255319
7.6,0.0024708305,0.0,0.0,0.0,0.0,0.0024708305,0.0024250743,0.002287806
7.7,0.0010066347,0.0,0.0,0.0,0.0,0.0010066347,0.0010066347,9.151224E-4
7.8,6.4058567E-4,0.0,0.0,0.0,0.0,6.4058567E-4,6.4058567E-4,5.9482956E-4
7.9,2.7453672E-4,0.0,0.0,0.0,0.0,2.7453672E-4,2.7453672E-4,2.7453672E-4
8.0,1.3726836E-4,0.0,0.0,0.0,0.0,1.3726836E-4,1.3726836E-4,1.3726836E-4
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
