Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,614.31696,443.0,1153.0,541.0,506.0,1.0,0.031784512,385.3273
2.6,487.9323,349.0,918.0,430.0,395.0,1.0,0.031784512,305.99548
2.7,387.599,274.0,730.0,342.0,327.0,1.0,0.031784512,243.09045
2.8,307.86514,215.0,581.0,272.0,257.0,1.0,0.031784512,193.09302
2.9,244.56221,168.0,462.0,217.0,207.0,1.0,0.031784512,153.40106
3.0,194.28574,131.0,368.0,172.0,161.0,1.0,0.031784512,121.83913
3.1,154.27997,102.0,294.0,137.0,131.0,1.0,0.031784512,96.73157
3.2,122.51518,79.0,234.0,109.0,100.0,1.0,0.031784512,76.80825
3.3,97.28953,61.0,186.0,87.0,86.0,1.0,0.031784512,61.012005
3.4,77.27958,47.0,149.0,69.0,64.0,1.0,0.031784512,48.46936
3.5,61.397038,36.0,119.0,55.0,50.0,1.0,0.031784512,38.500504
3.6,48.748367,27.0,95.0,44.0,41.0,1.0,0.031784512,30.57303
3.7,38.722946,20.0,76.0,35.0,32.0,1.0,0.031784512,24.286179
3.8,30.751616,15.0,61.0,28.0,26.0,1.0,0.031784512,19.282188
3.9,24.423552,11.0,50.0,22.0,19.0,1.0,0.031784512,15.311616
4.0,19.394209,8.0,40.0,17.0,16.0,1.0,0.031784512,12.162391
4.1,15.397256,6.0,33.0,14.0,12.0,0.9999832,0.031784512,9.647575
4.2,12.219714,4.0,27.0,11.0,10.0,0.9998485,0.031784512,7.6569695
4.3,9.6944275,3.0,22.0,9.0,8.0,0.99920875,0.031784512,6.0761447
4.4,7.687744,2.0,18.0,7.0,6.0,0.99653196,0.031784512,4.822273
4.5,6.0904884,1.0,15.0,5.0,5.0,0.9896296,0.031784512,3.8208082
4.6,4.8294783,1.0,13.0,4.0,3.0,0.9754209,0.031784512,3.0322053
4.7,3.8285017,0.0,11.0,3.0,3.0,0.94796294,0.031784512,2.4019024
4.8,3.028569,0.0,9.0,3.0,2.0,0.90498316,0.031784512,1.8996465
4.9,2.3906734,0.0,8.0,2.0,1.0,0.84835017,0.031784512,1.4971548
5.0,1.8883333,0.0,6.0,1.0,1.0,0.77772725,0.031784512,1.1822559
5.1,1.4868687,0.0,5.0,1.0,1.0,0.6983333,0.031784512,0.9316835
