Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,43.77658,25.0,79.0,39.0,38.0,1.0,0.0022053872,34.059597
2.6,34.76005,19.0,63.0,31.0,31.0,1.0,0.0022053872,27.044292
2.7,27.600235,14.0,51.0,25.0,24.0,1.0,0.0022053872,21.471247
2.8,21.930708,11.0,41.0,20.0,18.0,1.0,0.0022053872,17.063686
2.9,17.425522,8.0,33.0,16.0,14.0,1.0,0.0022053872,13.554141
3.0,13.842205,5.0,27.0,12.0,11.0,0.9999832,0.0022053872,10.772778
3.1,10.997996,4.0,22.0,10.0,9.0,0.9998653,0.0022053872,8.559057
3.2,8.733552,3.0,18.0,8.0,7.0,0.99919194,0.0022053872,6.7957406
3.3,6.930404,2.0,15.0,6.0,5.0,0.99666667,0.0022053872,5.39601
3.4,5.504613,1.0,13.0,5.0,4.0,0.9896801,0.0022053872,4.2863297
3.5,4.3718014,0.0,11.0,4.0,3.0,0.972963,0.0022053872,3.4025588
3.6,3.4711952,0.0,9.0,3.0,2.0,0.9430135,0.0022053872,2.7009933
3.7,2.7496297,0.0,8.0,2.0,2.0,0.8986532,0.0022053872,2.139074
3.8,2.1848652,0.0,6.0,2.0,1.0,0.83750844,0.0022053872,1.6987374
3.9,1.7300336,0.0,6.0,1.0,1.0,0.764899,0.0022053872,1.3453199
4.0,1.3721886,0.0,5.0,1.0,1.0,0.6844276,0.0022053872,1.0669528
4.1,1.0859596,0.0,4.0,1.0,0.0,0.6010101,0.0022053872,0.8430808
4.2,0.86099327,0.0,4.0,1.0,0.0,0.5190572,0.0022053872,0.66887206
4.3,0.68277776,0.0,3.0,0.0,0.0,0.44324917,0.0022053872,0.53094274
4.4,0.54117846,0.0,3.0,0.0,0.0,0.3726936,0.0022053872,0.42156565
4.5,0.42858586,0.0,2.0,0.0,0.0,0.31037036,0.0022053872,0.33407408
4.6,0.34016836,0.0,2.0,0.0,0.0,0.25545454,0.0022053872,0.2646128
4.7,0.26973063,0.0,2.0,0.0,0.0,0.20996633,0.0022053872,0.2093266
4.8,0.21294613,0.0,2.0,0.0,0.0,0.17043771,0.0022053872,0.16563973
4.9,0.16811448,0.0,1.0,0.0,0.0,0.13796297,0.0022053872,0.1306229
5.0,0.13299663,0.0,1.0,0.0,0.0,0.11127946,0.0022053872,0.10314815
5.1,0.10557239,0.0,1.0,0.0,0.0,0.08954545,0.0022053872,0.082121216
5.2,0.08316498,0.0,1.0,0.0,0.0,0.07158249,0.0022053872,0.06481481
5.3,0.06491583,0.0,1.0,0.0,0.0,0.05666667,0.0022053872,0.05057239
5.4,0.050791245,0.0,1.0,0.0,0.0,0.044983163,0.0022053872,0.039579123
5.5,0.039511785,0.0,1.0,0.0,0.0,0.03550505,0.0022053872,0.03070707
5.6,0.029915825,0.0,1.0,0.0,0.0,0.027239058,0.0022053872,0.023265993
5.7,0.022222223,0.0,0.0,0.0,0.0,0.020454545,0.0022053872,0.017121213
5.8,0.016632996,0.0,0.0,0.0,0.0,0.015370371,0.0022053872,0.012592592
5.9,0.012289562,0.0,0.0,0.0,0.0,0.011397307,0.0022053872,0.009225589
6.0,0.009377104,0.0,0.0,0.0,0.0,0.008855219,0.0022053872,0.006986532
