Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.697826,0.0,5.0,1.0,1.0,0.79347825,1.3377926E-4,1.5822408
2.6,1.3451171,0.0,4.0,1.0,1.0,0.7134114,1.3377926E-4,1.2535785
2.7,1.0674248,0.0,4.0,1.0,0.0,0.63190633,1.3377926E-4,0.99528426
2.8,0.8518729,0.0,3.0,1.0,0.0,0.5526756,1.3377926E-4,0.7944147
2.9,0.6758863,0.0,3.0,0.0,0.0,0.4726756,1.3377926E-4,0.63086957
3.0,0.53488296,0.0,2.0,0.0,0.0,0.39695653,1.3377926E-4,0.4995652
3.1,0.42528427,0.0,2.0,0.0,0.0,0.33227426,1.3377926E-4,0.3971572
3.2,0.33571905,0.0,2.0,0.0,0.0,0.2734448,1.3377926E-4,0.31384614
3.3,0.26705685,0.0,2.0,0.0,0.0,0.22511706,1.3377926E-4,0.2493311
3.4,0.2119398,0.0,1.0,0.0,0.0,0.18397993,1.3377926E-4,0.19829431
3.5,0.16882943,0.0,1.0,0.0,0.0,0.14983277,1.3377926E-4,0.15795986
3.6,0.13377926,0.0,1.0,0.0,0.0,0.120167226,1.3377926E-4,0.12511706
3.7,0.1061204,0.0,1.0,0.0,0.0,0.09632107,1.3377926E-4,0.09896321
3.8,0.08260869,0.0,1.0,0.0,0.0,0.07608695,1.3377926E-4,0.07722408
3.9,0.06538462,0.0,1.0,0.0,0.0,0.061137125,1.3377926E-4,0.061404683
4.0,0.052274246,0.0,1.0,0.0,0.0,0.04946488,1.3377926E-4,0.049264215
4.1,0.041137125,0.0,1.0,0.0,0.0,0.03909699,1.3377926E-4,0.038695652
4.2,0.031906355,0.0,1.0,0.0,0.0,0.030367892,1.3377926E-4,0.02986622
4.3,0.024916388,0.0,0.0,0.0,0.0,0.023879599,1.3377926E-4,0.023210702
4.4,0.019565217,0.0,0.0,0.0,0.0,0.0190301,1.3377926E-4,0.018361203
4.5,0.015685618,0.0,0.0,0.0,0.0,0.0152508365,1.3377926E-4,0.014749164
4.6,0.012441471,0.0,0.0,0.0,0.0,0.012173913,1.3377926E-4,0.01173913
4.7,0.009632107,0.0,0.0,0.0,0.0,0.0094314385,1.3377926E-4,0.0090301
4.8,0.007324415,0.0,0.0,0.0,0.0,0.00722408,1.3377926E-4,0.006956522
4.9,0.0055852844,0.0,0.0,0.0,0.0,0.0055852844,1.3377926E-4,0.0053511704
5.0,0.004347826,0.0,0.0,0.0,0.0,0.004347826,1.3377926E-4,0.0041137123
5.1,0.0035451504,0.0,0.0,0.0,0.0,0.0035451504,1.3377926E-4,0.0034113713
5.2,0.0028762543,0.0,0.0,0.0,0.0,0.0028762543,1.3377926E-4,0.0027759196
5.3,0.0020066889,0.0,0.0,0.0,0.0,0.0020066889,1.3377926E-4,0.0019397993
5.4,0.001638796,0.0,0.0,0.0,0.0,0.001638796,1.3377926E-4,0.0016053512
5.5,0.0013712374,0.0,0.0,0.0,0.0,0.0013712374,1.3377926E-4,0.0013377926
5.6,0.0011705685,0.0,0.0,0.0,0.0,0.0011705685,1.3377926E-4,0.0011371238
5.7,8.026756E-4,0.0,0.0,0.0,0.0,8.026756E-4,1.3377926E-4,7.6923077E-4
5.8,6.688963E-4,0.0,0.0,0.0,0.0,6.688963E-4,1.3377926E-4,6.354515E-4
5.9,4.3478262E-4,0.0,0.0,0.0,0.0,4.3478262E-4,1.3377926E-4,4.013378E-4
6.0,3.3444815E-4,0.0,0.0,0.0,0.0,3.3444815E-4,1.3377926E-4,3.0100334E-4
6.1,1.6722408E-4,0.0,0.0,0.0,0.0,1.6722408E-4,1.0033445E-4,1.6722408E-4
6.2,1.6722408E-4,0.0,0.0,0.0,0.0,1.6722408E-4,1.0033445E-4,1.6722408E-4
6.3,1.3377926E-4,0.0,0.0,0.0,0.0,1.3377926E-4,1.0033445E-4,1.3377926E-4
6.4,1.0033445E-4,0.0,0.0,0.0,0.0,1.0033445E-4,6.688963E-5,1.0033445E-4
6.5,1.0033445E-4,0.0,0.0,0.0,0.0,1.0033445E-4,6.688963E-5,1.0033445E-4
6.6,6.688963E-5,0.0,0.0,0.0,0.0,6.688963E-5,3.3444816E-5,6.688963E-5
6.7,3.3444816E-5,0.0,0.0,0.0,0.0,3.3444816E-5,3.3444816E-5,3.3444816E-5
6.8,3.3444816E-5,0.0,0.0,0.0,0.0,3.3444816E-5,3.3444816E-5,3.3444816E-5
6.9,3.3444816E-5,0.0,0.0,0.0,0.0,3.3444816E-5,3.3444816E-5,3.3444816E-5
7.0,3.3444816E-5,0.0,0.0,0.0,0.0,3.3444816E-5,3.3444816E-5,3.3444816E-5
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
