Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,1.1925945E-4,3.285021E-4,8.883181E-4,2.7041476,5.6E-4,5.110118E-4,0.0014071113,0.002285873,1.6245147,8.8E-4,0.0062038354,0.016998356,0.018217279,1.0717082,0.00124
6.1,1.1925945E-4,3.285021E-4,8.883181E-4,2.7041476,5.6E-4,5.110118E-4,0.0014071113,0.002285873,1.6245147,8.8E-4,0.0062038354,0.016998356,0.018217279,1.0717082,0.00124
6.2,1.07432395E-4,3.0350155E-4,8.633316E-4,2.8445706,5.6E-4,4.603433E-4,0.0013000766,0.0021789325,1.6760032,8.8E-4,0.005590286,0.015714664,0.016935177,1.0776672,0.00124
6.3,1.0718766E-4,3.0295455E-4,8.627849E-4,2.847902,5.6E-4,4.592948E-4,0.0012977346,0.0021765926,1.6772248,8.8E-4,0.005577586,0.01568656,0.01690711,1.0778085,0.00124
6.4,1.0355944E-4,2.9503368E-4,8.5486844E-4,2.8975284,5.6E-4,4.4375064E-4,0.0012638214,0.0021427092,1.695421,8.8E-4,0.0053892885,0.01527953,0.016500583,1.0799143,0.00124
6.5,1.0227914E-4,2.9222743E-4,8.5206376E-4,2.9157555,5.6E-4,4.382655E-4,0.0012518062,0.0021307045,1.7021042,8.8E-4,0.0053228354,0.015135286,0.016356518,1.0806878,0.00124
6.6,1.0116757E-4,2.898844E-4,8.4972207E-4,2.9312446,5.6E-4,4.3350324E-4,0.0012417742,0.0021206813,1.7077835,8.8E-4,0.0052651367,0.015014836,0.016236218,1.081345,0.00124
6.7,1.0050676E-4,2.8846966E-4,8.483081E-4,2.9407187,5.6E-4,4.3067214E-4,0.0012357167,0.0021146294,1.7112573,8.8E-4,0.005230834,0.0149421,0.016163573,1.0817469,0.00124
6.8,9.976819E-5,2.8650457E-4,8.463441E-4,2.9540336,5.6E-4,4.2750788E-4,0.0012273028,0.0021062228,1.7161394,8.8E-4,0.0051924936,0.014841062,0.01606266,1.082312,0.00124
6.9,9.77719E-5,2.8146335E-4,8.413057E-4,2.9890418,5.6E-4,4.1895514E-4,0.0012057178,0.0020846566,1.7289758,8.8E-4,0.0050888555,0.014581811,0.01580373,1.0837975,0.00124
7.0,8.500761E-5,2.487273E-4,8.08588E-4,3.2509017,5.6E-4,3.6426744E-4,0.001065542,0.0019446043,1.8249907,8.8E-4,0.0044259406,0.012896588,0.014120596,1.0949094,0.00124
7.1,8.319876E-5,2.4473912E-4,8.0460205E-4,3.2875907,5.6E-4,3.5651738E-4,0.0010484635,0.0019275409,1.8384434,8.8E-4,0.004331963,0.012691099,0.013915363,1.0964663,0.00124
7.2,7.563917E-5,2.2518281E-4,7.8505673E-4,3.4863083,5.6E-4,3.2412758E-4,9.647154E-4,0.0018438664,1.9113061,8.8E-4,0.0039391145,0.011682851,0.012908365,1.1048985,0.00124
7.3,7.082985E-5,2.0829777E-4,7.681811E-4,3.6878989,5.6E-4,3.0352117E-4,8.9240225E-4,0.001771617,1.9852225,8.8E-4,0.0036891096,0.010811501,0.012038095,1.1134527,0.00124
7.4,5.146215E-5,1.4354692E-4,7.0346653E-4,4.900604,5.6E-4,2.2053342E-4,6.150569E-4,0.0014945157,2.4298818,8.8E-4,0.0026816884,0.0074627977,0.008653842,1.1595976,0.0012
7.5,4.0285166E-5,1.1011688E-4,6.700552E-4,6.0849457,5.6E-4,1.7263928E-4,4.7184445E-4,0.0013514293,2.8641415,8.8E-4,0.002099857,0.0057296446,0.0069227694,1.208237,0.0012
7.6,3.1168736E-5,8.5009575E-5,6.4496195E-4,7.586933,5.6E-4,1.3357346E-4,3.6427603E-4,0.0012439555,3.4148705,8.8E-4,0.0016250437,0.0044260686,0.005620757,1.269921,0.0012
7.7,2.2100989E-5,6.2934116E-5,6.2289886E-4,9.8976345,5.6E-4,9.4715084E-5,2.696898E-4,0.0011494524,4.2621284,8.8E-4,0.001152546,0.003278536,0.0044746017,1.364817,0.0012
7.8,1.7484861E-5,5.2283296E-5,6.12254E-4,11.710319,5.6E-4,7.493296E-5,2.2405203E-4,0.0011038549,4.9267793,8.8E-4,9.1192697E-4,0.0027244242,0.003921155,1.43926,0.0012
7.9,1.3967285E-5,3.862311E-5,5.186046E-4,13.427312,4.8E-4,5.985842E-5,1.6551714E-4,8.8539795E-4,5.3492827,7.2E-4,7.2853256E-4,0.0020133099,0.0030112965,1.4956945,0.001
8.0,1.1887396E-5,3.1410258E-5,3.9139893E-4,12.460864,3.6E-4,5.094499E-5,1.3460845E-4,6.9453305E-4,5.1596546,5.6E-4,6.200787E-4,0.0016376268,0.0023963822,1.4633262,7.6E-4
8.1,5.100864E-6,9.116648E-6,8.9115914E-5,9.775076,8.0E-5,2.1860664E-5,3.907076E-5,1.5906607E-4,4.0712304,1.2E-4,2.6612106E-4,4.755828E-4,6.355067E-4,1.3362693,1.6E-4
8.2,2.3004484E-6,2.842999E-6,2.842999E-6,1.0,0.0,9.859027E-6,1.2184225E-5,1.2184225E-5,1.0,0.0,1.2002704E-4,1.4833287E-4,1.4833287E-4,1.0,0.0
8.3,1.0424446E-7,5.965764E-8,5.965764E-8,1.0,0.0,4.4676187E-7,2.5567556E-7,2.5567556E-7,1.0,0.0,5.439312E-6,3.112846E-6,3.112846E-6,1.0,0.0
