Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,1.5950744E-4,3.0790493E-4,3.878803E-4,1.2597405,8.0E-5,6.834242E-4,0.0013187632,0.001438605,1.0908743,1.2E-4,0.00828899,0.015898287,0.016016379,1.0074279,1.2E-4
6.1,1.3584697E-4,2.6108976E-4,3.4106887E-4,1.306328,8.0E-5,5.8207137E-4,0.0011183338,0.0012381995,1.1071825,1.2E-4,0.007063716,0.013499089,0.013617469,1.0087695,1.2E-4
6.2,1.14676266E-4,2.1784513E-4,2.978277E-4,1.3671534,8.0E-5,4.9137714E-4,9.3321304E-4,0.001053101,1.128468,1.2E-4,0.0059661185,0.011280941,0.011399588,1.0105174,1.2E-4
6.3,8.691518E-5,1.6052955E-4,2.4051672E-4,1.4982706,8.0E-5,3.7244044E-4,6.8776263E-4,8.0768013E-4,1.1743588,1.2E-4,0.004525038,0.008334652,0.008453651,1.0142777,1.2E-4
6.4,8.50982E-5,1.5758992E-4,2.375773E-4,1.5075667,8.0E-5,3.646556E-4,6.7517074E-4,7.950897E-4,1.1776128,1.2E-4,0.0044306475,0.008182503,0.008301522,1.0145454,1.2E-4
6.5,8.4062965E-5,1.5583218E-4,2.3581972E-4,1.5132928,8.0E-5,3.602201E-4,6.6764234E-4,7.875622E-4,1.1796169,1.2E-4,0.004376863,0.008091622,0.008210652,1.0147102,1.2E-4
6.6,8.194716E-5,1.521856E-4,2.3217342E-4,1.5255939,8.0E-5,3.5115483E-4,6.5202266E-4,7.719444E-4,1.1839226,1.2E-4,0.0042669317,0.007903222,0.008022274,1.0150636,1.2E-4
6.7,8.012326E-5,1.4886065E-4,2.2884874E-4,1.5373354,8.0E-5,3.433402E-4,6.377831E-4,7.577065E-4,1.1880318,1.2E-4,0.004172157,0.0077315248,0.007850597,1.0154009,1.2E-4
6.8,7.119773E-5,1.2941338E-4,2.0940304E-4,1.6180941,8.0E-5,3.0509746E-4,5.54491E-4,6.344466E-4,1.1441965,8.0E-5,0.0037082357,0.0067267935,0.0068062553,1.0118127,8.0E-5
6.9,5.7343088E-5,9.972352E-5,1.7971554E-4,1.802138,8.0E-5,2.4573295E-4,4.2731693E-4,5.0728273E-4,1.1871346,8.0E-5,0.0029876942,0.005190248,0.005269833,1.0153335,8.0E-5
7.0,4.8746577E-5,8.3315186E-5,1.6330852E-4,1.9601291,8.0E-5,2.0889717E-4,3.5701657E-4,4.3698802E-4,1.2239993,8.0E-5,0.0025403565,0.0043380805,0.0044177338,1.0183613,8.0E-5
7.1,4.2998014E-5,7.307419E-5,1.5306835E-4,2.0946977,8.0E-5,1.8426418E-4,3.1313783E-4,3.931128E-4,1.2553985,8.0E-5,0.002241108,0.0038058492,0.0038855448,1.0209403,8.0E-5
7.2,3.221292E-5,5.426544E-5,1.342611E-4,2.4741547,8.0E-5,1.3804805E-4,2.325456E-4,3.12527E-4,1.3439386,8.0E-5,0.0016794393,0.0028275952,0.0029073688,1.0282125,8.0E-5
7.3,2.3756531E-5,3.976839E-5,1.1976521E-4,3.0115678,8.0E-5,1.0180973E-4,1.7042493E-4,2.504113E-4,1.4693348,8.0E-5,0.0012388286,0.0020729662,0.0021528003,1.038512,8.0E-5
7.4,1.5997684E-5,2.7537306E-5,1.075351E-4,3.9050698,8.0E-5,6.8559704E-5,1.18011696E-4,1.9800226E-4,1.6778189,8.0E-5,8.343947E-4,0.001435848,0.0015157331,1.0556362,8.0E-5
7.5,1.3814293E-5,2.4971192E-5,1.0496919E-4,4.203612,8.0E-5,5.9202768E-5,1.0701502E-4,1.8700646E-4,1.7474786,8.0E-5,7.205553E-4,0.0013021316,0.0013820274,1.0613577,8.0E-5
7.6,8.817309E-6,1.6584063E-5,9.6582735E-5,5.823828,8.0E-5,3.7787922E-5,7.107262E-5,1.5106694E-4,2.1255293,8.0E-5,4.5997082E-4,8.6496706E-4,9.448979E-4,1.092409,8.0E-5
7.7,4.0352206E-6,7.815648E-6,8.7815024E-5,11.235795,8.0E-5,1.7293689E-5,3.3495206E-5,1.13492526E-4,3.3883214,8.0E-5,2.1053031E-4,4.077279E-4,4.876953E-4,1.1961293,8.0E-5
7.8,3.413169E-6,6.882057E-6,8.6881504E-5,12.6243515,8.0E-5,1.4627784E-5,2.9494196E-5,1.0949184E-4,3.712318,8.0E-5,1.7807873E-4,3.5903274E-4,4.39004E-4,1.2227409,8.0E-5
7.9,2.4740732E-6,5.3497497E-6,8.534932E-5,15.95389,8.0E-5,1.06031275E-5,2.29273E-5,1.0292546E-4,4.48921,8.0E-5,1.2908543E-4,2.7910416E-4,3.5908184E-4,1.2865514,8.0E-5
8.0,1.5231818E-6,3.3315503E-6,8.333128E-5,25.012764,8.0E-5,6.527906E-6,1.42779945E-5,9.427685E-5,6.6029477,8.0E-5,7.9474354E-5,1.7382075E-4,2.5380685E-4,1.4601642,8.0E-5
8.1,1.0104524E-6,2.0730229E-6,4.207294E-5,20.295454,4.0E-5,4.330503E-6,8.8843535E-6,4.8883998E-5,5.5022573,4.0E-5,5.2722597E-5,1.08161665E-4,1.4815734E-4,1.3697767,4.0E-5
