Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,8.31567E-5,2.3487274E-4,0.0011946473,5.0863595,9.6E-4,3.5633717E-4,0.0010062061,0.002324878,2.3105383,0.00132,0.004329778,0.01218165,0.013920209,1.1427196,0.00176
6.1,8.31567E-5,2.3487274E-4,0.0011946473,5.0863595,9.6E-4,3.5633717E-4,0.0010062061,0.002324878,2.3105383,0.00132,0.004329778,0.01218165,0.013920209,1.1427196,0.00176
6.2,8.31567E-5,2.3487274E-4,0.0011946473,5.0863595,9.6E-4,3.5633717E-4,0.0010062061,0.002324878,2.3105383,0.00132,0.004329778,0.01218165,0.013920209,1.1427196,0.00176
6.3,8.31567E-5,2.3487274E-4,0.0011946473,5.0863595,9.6E-4,3.5633717E-4,0.0010062061,0.002324878,2.3105383,0.00132,0.004329778,0.01218165,0.013920209,1.1427196,0.00176
6.4,8.059055E-5,2.3044254E-4,0.0011902213,5.1649375,9.6E-4,3.4534236E-4,9.872341E-4,0.002305931,2.335749,0.00132,0.0041964394,0.011953557,0.013692519,1.1454765,0.00176
6.5,8.059055E-5,2.3044254E-4,0.0011902213,5.1649375,9.6E-4,3.4534236E-4,9.872341E-4,0.002305931,2.335749,0.00132,0.0041964394,0.011953557,0.013692519,1.1454765,0.00176
6.6,7.619237E-5,2.2287853E-4,0.0011826645,5.306319,9.6E-4,3.2649786E-4,9.548463E-4,0.0022735859,2.3811014,0.00132,0.0039678677,0.011563838,0.013303486,1.1504385,0.00176
6.7,7.440636E-5,2.1963443E-4,0.0011794235,5.36994,9.6E-4,3.188454E-4,9.409531E-4,0.002259711,2.4015129,0.00132,0.0038750346,0.011396466,0.013136408,1.1526738,0.00176
6.8,7.3735864E-5,2.1810358E-4,0.0011778942,5.400618,9.6E-4,3.1597257E-4,9.3439705E-4,0.0022531636,2.4113557,0.00132,0.0038401815,0.011317481,0.0130575625,1.1537516,0.00176
6.9,7.27575E-5,2.1579085E-4,0.0011755837,5.447792,9.6E-4,3.117806E-4,9.244924E-4,0.002243272,2.4264905,0.00132,0.003789323,0.011198137,0.012938429,1.155409,0.00176
7.0,7.102591E-5,2.1162683E-4,0.0011714237,5.5353265,9.6E-4,3.0436125E-4,9.066591E-4,0.0022254623,2.4545743,0.00132,0.003699303,0.010983224,0.012723894,1.1584843,0.00176
7.1,7.028513E-5,2.0997925E-4,0.0011697777,5.5709205,9.6E-4,3.0118722E-4,8.9960295E-4,0.0022184155,2.465994,0.00132,0.0036607897,0.010898178,0.012638997,1.1597348,0.00176
7.2,6.8498244E-5,2.0605292E-4,0.0011658551,5.658037,9.6E-4,2.9353087E-4,8.827873E-4,0.0022016221,2.493944,0.00132,0.003567883,0.010695473,0.012436649,1.1627955,0.00176
7.3,6.622592E-5,1.9831101E-4,0.0011581206,5.839921,9.6E-4,2.8379448E-4,8.496297E-4,0.0021685082,2.552298,0.00132,0.0034497243,0.010295663,0.012037543,1.1691858,0.00176
7.4,5.1050705E-5,1.477468E-4,0.0011076049,7.496642,9.6E-4,2.1877038E-4,6.3304784E-4,0.0019522122,3.0838304,0.00132,0.002660276,0.007680315,0.009426798,1.2273973,0.00176
7.5,3.9302922E-5,1.1204231E-4,0.0010719347,9.567232,9.6E-4,1.6843023E-4,4.8009327E-4,0.0017994596,3.7481458,0.00132,0.0020487092,0.0058295405,0.0075792805,1.3001506,0.00176
7.6,2.9851626E-5,8.560878E-5,0.0010455266,12.212843,9.6E-4,1.2792926E-4,3.668433E-4,0.001686359,4.5969467,0.00132,0.0015564259,0.0044571967,0.006209352,1.393107,0.00176
7.7,2.1135214E-5,6.411543E-5,0.0010240539,15.9720335,9.6E-4,9.0576345E-5,2.747515E-4,0.0015943889,5.803021,0.00132,0.0011022091,0.0033399744,0.005094096,1.5251901,0.00176
7.8,1.883379E-5,5.6178174E-5,9.7612647E-4,17.375546,9.2E-4,8.0713755E-5,2.4074141E-4,0.0015204332,6.3156285,0.00128,9.822468E-4,0.0029270905,0.004602173,1.5722688,0.00168
7.9,1.5156185E-5,4.2101485E-5,7.2207284E-4,17.15077,6.8E-4,6.495346E-5,1.8042246E-4,0.0011402493,6.3198853,9.6E-4,7.9052144E-4,0.0021944318,0.003471623,1.5820144,0.00128
8.0,1.1405907E-5,3.0308918E-5,4.7029558E-4,15.51674,4.4E-4,4.8881542E-5,1.298889E-4,7.6980575E-4,5.9266477,6.4E-4,5.9497025E-4,0.0015802513,0.0024588606,1.5559934,8.8E-4
8.1,4.3511436E-6,7.4929885E-6,8.7492386E-5,11.676568,8.0E-5,1.8647626E-5,3.2112413E-5,1.5210857E-4,4.7367525,1.2E-4,2.2701119E-4,3.908986E-4,5.508361E-4,1.4091533,1.6E-4
8.2,2.3042528E-6,2.7894796E-6,2.7894796E-6,1.0,0.0,9.875332E-6,1.1954859E-5,1.1954859E-5,1.0,0.0,1.2022553E-4,1.4554072E-4,1.4554072E-4,1.0,0.0
8.3,5.202968E-7,3.241516E-7,3.241516E-7,1.0,0.0,2.2298414E-6,1.3892205E-6,1.3892205E-6,1.0,0.0,2.714798E-5,1.6913642E-5,1.6913642E-5,1.0,0.0
