Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,397.0,796.35724,709.0,670.0,481.0,3686.0,576.0,627.0,915.0,1667.0
2.65,312.0,632.5671,564.0,519.0,377.0,2902.0,455.0,498.0,728.0,1327.0
2.75,310.0,502.45264,448.0,409.0,296.0,2446.0,360.0,395.0,579.0,1052.0
2.85,213.0,399.16165,357.0,343.0,228.0,1832.0,284.0,312.0,460.0,836.0
2.95,157.0,317.04156,283.0,262.0,177.0,1468.0,223.0,248.0,366.0,666.0
3.05,162.0,251.81152,226.0,214.0,140.0,1176.0,175.0,196.0,291.0,528.0
3.15,126.0,200.01205,179.0,168.0,97.0,982.0,138.0,155.0,232.0,421.0
3.25,119.0,158.87666,143.0,133.0,78.0,800.0,107.0,122.0,185.0,335.0
3.35,116.0,126.25398,114.0,107.0,59.0,609.0,84.0,97.0,148.0,265.0
3.45,126.0,100.24354,90.0,88.0,42.0,485.0,65.0,76.0,118.0,211.0
3.55,115.0,79.68275,72.0,68.0,30.0,383.0,51.0,60.0,94.0,168.0
3.65,68.0,63.25193,57.0,55.0,22.0,300.0,39.0,47.0,76.0,134.0
3.75,33.0,50.27746,46.0,43.0,16.0,228.0,30.0,37.0,61.0,106.0
3.85,32.0,39.88171,36.0,34.0,12.0,183.0,23.0,29.0,49.0,85.0
3.95,29.0,31.69251,29.0,27.0,6.0,147.0,17.0,22.0,39.0,68.0
4.05,22.0,25.19996,23.0,22.0,3.0,141.0,13.0,17.0,32.0,54.0
4.15,14.0,20.00272,18.0,17.0,3.0,103.0,10.0,13.0,26.0,43.0
4.25,8.0,15.89045,15.0,13.0,1.0,77.0,7.0,10.0,21.0,35.0
4.35,10.0,12.6216,12.0,10.0,0.0,73.0,5.0,8.0,17.0,28.0
4.45,6.0,10.01796,9.0,8.0,0.0,51.0,3.0,6.0,14.0,22.0
4.55,10.0,7.96916,7.0,7.0,0.0,43.0,2.0,5.0,11.0,18.0
4.65,6.0,6.32241,6.0,5.0,0.0,37.0,1.0,3.0,9.0,15.0
4.75,2.0,5.02028,5.0,4.0,0.0,35.0,1.0,2.0,7.0,12.0
4.85,6.0,3.99158,4.0,3.0,0.0,23.0,0.0,2.0,6.0,10.0
4.95,2.0,3.1752,3.0,2.0,0.0,20.0,0.0,1.0,5.0,8.0
5.05,0.0,2.51916,2.0,2.0,0.0,19.0,0.0,1.0,4.0,7.0
5.15,0.0,1.99983,2.0,1.0,0.0,15.0,0.0,0.0,3.0,6.0
5.25,0.0,1.5913,1.0,1.0,0.0,15.0,0.0,0.0,3.0,5.0
5.35,0.0,1.25905,1.0,1.0,0.0,13.0,0.0,0.0,2.0,4.0
5.45,1.0,1.00291,1.0,0.0,0.0,12.0,0.0,0.0,2.0,4.0
5.55,1.0,0.79786,1.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0
5.65,0.0,0.63479,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0
5.75,0.0,0.50307,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
5.85,0.0,0.39458,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
5.95,0.0,0.27237,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0
6.05,0.0,0.24795,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0
6.15,0.0,0.23978,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0
6.25,0.0,0.11827,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
6.35,0.0,0.08194,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.45,0.0,0.05853,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.55,0.0,0.03418,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.65,0.0,0.02852,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.75,0.0,0.02082,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6.85,0.0,0.0235,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6.95,0.0,0.01525,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.05,0.0,0.00928,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.15,0.0,0.01578,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.25,0.0,0.01716,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.35,0.0,0.00471,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.45,0.0,0.00805,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.55,0.0,0.01225,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.65,0.0,0.00995,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.75,0.0,0.00164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.85,0.0,0.00117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.95,0.0,9.1E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.05,0.0,4.4E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.15,0.0,4.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
