Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,9.561135E-6,6.2491204E-6,6.2491204E-6,1.0,0.0,4.097565E-5,2.6781681E-5,2.6781681E-5,1.0,0.0,4.9876433E-4,3.2602038E-4,3.6600733E-4,1.1226517,4.0E-5
6.1,9.561135E-6,6.2491204E-6,6.2491204E-6,1.0,0.0,4.097565E-5,2.6781681E-5,2.6781681E-5,1.0,0.0,4.9876433E-4,3.2602038E-4,3.6600733E-4,1.1226517,4.0E-5
6.2,8.364741E-6,5.002027E-6,5.002027E-6,1.0,0.0,3.5848396E-5,2.143709E-5,2.143709E-5,1.0,0.0,4.3636683E-4,2.609669E-4,3.0095645E-4,1.1532362,4.0E-5
6.3,8.364741E-6,5.002027E-6,5.002027E-6,1.0,0.0,3.5848396E-5,2.143709E-5,2.143709E-5,1.0,0.0,4.3636683E-4,2.609669E-4,3.0095645E-4,1.1532362,4.0E-5
6.4,7.768282E-6,4.379884E-6,4.379884E-6,1.0,0.0,3.329221E-5,1.8770805E-5,1.8770805E-5,1.0,0.0,4.0525728E-4,2.2851194E-4,2.685028E-4,1.1750056,4.0E-5
6.5,7.673437E-6,4.2794272E-6,4.2794272E-6,1.0,0.0,3.2885746E-5,1.834028E-5,1.834028E-5,1.0,0.0,4.0031038E-4,2.2327139E-4,2.6326245E-4,1.1791142,4.0E-5
6.6,7.5244197E-6,4.1243584E-6,4.1243584E-6,1.0,0.0,3.2247113E-5,1.767571E-5,1.767571E-5,1.0,0.0,3.9253788E-4,2.1518185E-4,2.1518185E-4,1.0,0.0
6.7,6.4921405E-6,3.064174E-6,3.064174E-6,1.0,0.0,2.7823162E-5,1.3132108E-5,1.3132108E-5,1.0,0.0,3.3869434E-4,1.5987176E-4,1.5987176E-4,1.0,0.0
6.8,6.2890294E-6,2.850884E-6,2.850884E-6,1.0,0.0,2.6952705E-5,1.2218016E-5,1.2218016E-5,1.0,0.0,3.2809976E-4,1.4874428E-4,1.4874428E-4,1.0,0.0
6.9,6.0965517E-6,2.657334E-6,2.657334E-6,1.0,0.0,2.6127816E-5,1.1388525E-5,1.1388525E-5,1.0,0.0,3.1805973E-4,1.3864654E-4,1.3864654E-4,1.0,0.0
7.0,5.566252E-6,2.1744972E-6,2.1744972E-6,1.0,0.0,2.3855147E-5,9.319241E-6,9.319241E-6,1.0,0.0,2.9039773E-4,1.1345589E-4,1.1345589E-4,1.0,0.0
7.1,3.878588E-6,1.622304E-6,1.622304E-6,1.0,0.0,1.6622414E-5,6.9527127E-6,6.9527127E-6,1.0,0.0,2.023591E-4,8.4645995E-5,8.4645995E-5,1.0,0.0
7.2,3.7038085E-6,1.503103E-6,1.503103E-6,1.0,0.0,1.587337E-5,6.4418537E-6,6.4418537E-6,1.0,0.0,1.9324113E-4,7.842675E-5,7.842675E-5,1.0,0.0
7.3,3.5277278E-6,1.4109602E-6,1.4109602E-6,1.0,0.0,1.5118746E-5,6.0469583E-6,6.0469583E-6,1.0,0.0,1.8405518E-4,7.361923E-5,7.361923E-5,1.0,0.0
7.4,3.3711294E-6,1.3478906E-6,1.3478906E-6,1.0,0.0,1.4447617E-5,5.776661E-6,5.776661E-6,1.0,0.0,1.7588554E-4,7.0328584E-5,7.0328584E-5,1.0,0.0
7.5,3.0496426E-6,1.2360495E-6,1.2360495E-6,1.0,0.0,1.3069831E-5,5.2973437E-6,5.2973437E-6,1.0,0.0,1.5911358E-4,6.449325E-5,6.449325E-5,1.0,0.0
7.6,2.2179781E-6,9.018709E-7,9.018709E-7,1.0,0.0,9.505586E-6,3.865155E-6,3.865155E-6,1.0,0.0,1.1572436E-4,4.705725E-5,4.705725E-5,1.0,0.0
7.7,1.7519328E-6,7.0631194E-7,7.0631194E-7,1.0,0.0,7.508262E-6,3.0270476E-6,3.0270476E-6,1.0,0.0,9.140925E-5,3.6853682E-5,3.6853682E-5,1.0,0.0
7.8,1.1478974E-6,6.2948965E-7,6.2948965E-7,1.0,0.0,4.9195505E-6,2.69781E-6,2.69781E-6,1.0,0.0,5.9893882E-5,3.2845343E-5,3.2845343E-5,1.0,0.0
7.9,6.1154634E-7,5.6872983E-7,5.6872983E-7,1.0,0.0,2.6209104E-6,2.4374115E-6,2.4374115E-6,1.0,0.0,3.1909116E-5,2.9675079E-5,2.9675079E-5,1.0,0.0
8.0,4.6520046E-7,5.2855574E-7,5.2855574E-7,1.0,0.0,1.9937147E-6,2.2652368E-6,2.2652368E-6,1.0,0.0,2.4273206E-5,2.757891E-5,2.757891E-5,1.0,0.0
8.1,2.8425194E-7,3.1117247E-7,3.1117247E-7,1.0,0.0,1.218222E-6,1.3335956E-6,1.3335956E-6,1.0,0.0,1.4831752E-5,1.6236405E-5,1.6236405E-5,1.0,0.0
8.2,5.585778E-8,4.1445816E-8,4.1445816E-8,1.0,0.0,2.3939046E-7,1.7762493E-7,1.7762493E-7,1.0,0.0,2.914575E-6,2.1625813E-6,2.1625813E-6,1.0,0.0
8.3,1.0371215E-10,5.4957816E-11,5.4957816E-11,1.0,0.0,4.4448079E-10,2.3553404E-10,2.3553404E-10,1.0,0.0,5.4115543E-9,2.867626E-9,2.867626E-9,1.0,0.0
