Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,2.5315949E-5,2.7111251E-5,2.7111251E-5,1.0,0.0,1.0849241E-4,1.1618615E-4,1.561815E-4,1.3442351,4.0E-5,0.0013200947,0.0014136931,0.0014536366,1.0282546,4.0E-5
6.1,2.5315949E-5,2.7111251E-5,2.7111251E-5,1.0,0.0,1.0849241E-4,1.1618615E-4,1.561815E-4,1.3442351,4.0E-5,0.0013200947,0.0014136931,0.0014536366,1.0282546,4.0E-5
6.2,1.6375941E-5,1.7469787E-5,1.7469787E-5,1.0,0.0,7.0180715E-5,7.486843E-5,1.1486544E-4,1.5342306,4.0E-5,8.5411523E-4,9.1115426E-4,9.5111784E-4,1.0438603,4.0E-5
6.3,1.1945543E-5,1.2715355E-5,1.2715355E-5,1.0,0.0,5.119418E-5,5.4493274E-5,9.449109E-5,1.7339956,4.0E-5,6.2311086E-4,6.6325895E-4,7.032324E-4,1.0602683,4.0E-5
6.4,9.192729E-6,9.770562E-6,9.770562E-6,1.0,0.0,3.939681E-5,4.1873183E-5,8.1871505E-5,1.9552253,4.0E-5,4.7955062E-4,5.0968945E-4,5.496691E-4,1.0784391,4.0E-5
6.5,7.67906E-6,8.154327E-6,8.154327E-6,1.0,0.0,3.2909844E-5,3.4946657E-5,3.4946657E-5,1.0,0.0,4.006037E-4,4.2539436E-4,4.2539436E-4,1.0,0.0
6.6,6.4884057E-6,6.8861764E-6,6.8861764E-6,1.0,0.0,2.7807157E-5,2.9511859E-5,2.9511859E-5,1.0,0.0,3.3849955E-4,3.5924907E-4,3.5924907E-4,1.0,0.0
6.7,4.6060636E-6,4.88504E-6,4.88504E-6,1.0,0.0,1.9740122E-5,2.0935724E-5,2.0935724E-5,1.0,0.0,2.403095E-4,2.5486347E-4,2.5486347E-4,1.0,0.0
6.8,3.2795615E-6,3.478084E-6,3.478084E-6,1.0,0.0,1.4055187E-5,1.4905992E-5,1.4905992E-5,1.0,0.0,1.7110848E-4,1.814659E-4,1.814659E-4,1.0,0.0
6.9,2.3289967E-6,2.471066E-6,2.471066E-6,1.0,0.0,9.981376E-6,1.0590242E-5,1.0590242E-5,1.0,0.0,1.2151648E-4,1.28929E-4,1.28929E-4,1.0,0.0
7.0,1.211292E-6,1.2866661E-6,1.2866661E-6,1.0,0.0,5.1912407E-6,5.514273E-6,5.514273E-6,1.0,0.0,6.320152E-5,6.713451E-5,6.713451E-5,1.0,0.0
