Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,504.911,444.0,604.0,496.0,488.0,1.0,0.03048,457.5671
2.6,401.0368,349.0,482.0,394.0,393.0,1.0,0.03048,363.43408
2.7,318.5581,274.0,385.0,313.0,311.0,1.0,0.03048,288.6967
2.8,253.04613,214.0,308.0,249.0,245.0,1.0,0.03048,229.32173
2.9,200.99792,167.0,247.0,198.0,193.0,1.0,0.03048,182.15337
3.0,159.63902,130.0,198.0,157.0,157.0,1.0,0.03048,144.67384
3.1,126.78623,101.0,159.0,125.0,122.0,1.0,0.03048,114.90078
3.2,100.68156,78.0,129.0,99.0,99.0,1.0,0.03048,91.24061
3.3,79.96276,60.0,104.0,79.0,78.0,1.0,0.03048,72.46168
3.4,63.52424,46.0,84.0,63.0,61.0,1.0,0.03048,57.56447
3.5,50.46723,35.0,69.0,50.0,49.0,1.0,0.03048,45.73127
3.6,40.08198,27.0,56.0,39.0,40.0,1.0,0.03048,36.3247
3.7,31.81911,20.0,46.0,31.0,31.0,1.0,0.03048,28.83215
3.8,25.26128,15.0,38.0,25.0,25.0,1.0,0.03048,22.89059
3.9,20.05338,11.0,31.0,20.0,19.0,1.0,0.03048,18.17392
4.0,15.91994,8.0,25.0,16.0,15.0,1.0,0.03048,14.42974
4.1,12.63145,6.0,21.0,12.0,12.0,1.0,0.03048,11.44881
4.2,10.03473,4.0,18.0,10.0,9.0,0.9999,0.03048,9.09672
4.3,7.95874,3.0,15.0,8.0,7.0,0.99943,0.03048,7.21584
4.4,6.31057,2.0,12.0,6.0,6.0,0.99746,0.03048,5.72161
4.5,5.00666,1.0,10.0,5.0,4.0,0.99163,0.03048,4.54159
4.6,3.96789,1.0,9.0,4.0,3.0,0.97703,0.03048,3.59985
4.7,3.14421,0.0,7.0,3.0,3.0,0.95,0.03048,2.85203
4.8,2.48944,0.0,6.0,2.0,2.0,0.90653,0.03048,2.25836
4.9,1.96355,0.0,5.0,2.0,1.0,0.84645,0.03048,1.78142
5.0,1.54912,0.0,5.0,1.0,1.0,0.77205,0.03048,1.40589
5.1,1.22232,0.0,4.0,1.0,1.0,0.68961,0.03048,1.10977
5.2,0.96362,0.0,3.0,1.0,0.0,0.60273,0.03048,0.87448
5.3,0.75507,0.0,3.0,1.0,0.0,0.51584,0.03048,0.68441
5.4,0.59225,0.0,3.0,0.0,0.0,0.43452,0.03048,0.53665
5.5,0.45951,0.0,2.0,0.0,0.0,0.3586,0.03048,0.41604
5.6,0.3539,0.0,2.0,0.0,0.0,0.29082,0.03048,0.32069
5.7,0.27127,0.0,2.0,0.0,0.0,0.23213,0.03048,0.24599
5.8,0.20487,0.0,1.0,0.0,0.0,0.18119,0.03048,0.18563
5.9,0.15424,0.0,1.0,0.0,0.0,0.14002,0.03046,0.14015
6.0,0.11631,0.0,1.0,0.0,0.0,0.10778,0.03045,0.10541
6.1,0.08736,0.0,1.0,0.0,0.0,0.08221,0.02773,0.07951
6.2,0.06149,0.0,1.0,0.0,0.0,0.05872,0.0236,0.05596
6.3,0.04296,0.0,1.0,0.0,0.0,0.04158,0.01738,0.0393
6.4,0.03283,0.0,1.0,0.0,0.0,0.03188,0.01579,0.03005
6.5,0.02418,0.0,0.0,0.0,0.0,0.02355,0.01325,0.02217
6.6,0.01894,0.0,0.0,0.0,0.0,0.01858,0.01115,0.01743
6.7,0.01477,0.0,0.0,0.0,0.0,0.01454,0.00926,0.01355
6.8,0.01156,0.0,0.0,0.0,0.0,0.01145,0.00786,0.0106
6.9,0.00846,0.0,0.0,0.0,0.0,0.00841,0.00582,0.00771
7.0,0.00604,0.0,0.0,0.0,0.0,0.006,0.00451,0.00549
7.1,0.00479,0.0,0.0,0.0,0.0,0.00475,0.00382,0.00435
7.2,0.00339,0.0,0.0,0.0,0.0,0.00337,0.0028,0.00308
7.3,0.00228,0.0,0.0,0.0,0.0,0.00226,0.00198,0.00207
7.4,0.00191,0.0,0.0,0.0,0.0,0.00189,0.00178,0.00172
7.5,0.00128,0.0,0.0,0.0,0.0,0.00126,0.00124,0.00114
7.6,8.2E-4,0.0,0.0,0.0,0.0,8.1E-4,8.0E-4,7.6E-4
7.7,3.4E-4,0.0,0.0,0.0,0.0,3.4E-4,3.3E-4,3.1E-4
7.8,2.1E-4,0.0,0.0,0.0,0.0,2.1E-4,2.1E-4,1.8E-4
7.9,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,8.0E-5
8.0,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,2.0E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
