Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,400.0,766.9815,705.0,646.0,494.0,4670.0,577.0,627.0,872.0,1413.0
2.65,313.0,609.0695,560.0,523.0,389.0,3714.0,456.0,497.0,692.0,1123.0
2.75,311.0,483.80328,445.0,416.0,294.0,3019.0,359.0,394.0,551.0,892.0
2.85,214.0,384.3204,354.0,334.0,232.0,2353.0,284.0,312.0,439.0,708.0
2.95,157.0,305.3909,282.0,262.0,170.0,1895.0,223.0,247.0,349.0,564.0
3.05,161.0,242.55034,224.0,210.0,138.0,1505.0,175.0,196.0,278.0,448.0
3.15,127.0,192.69682,178.0,171.0,106.0,1192.0,137.0,155.0,221.0,356.0
3.25,119.0,153.05458,142.0,132.0,78.0,884.0,108.0,122.0,177.0,284.0
3.35,116.0,121.5444,113.0,109.0,56.0,738.0,84.0,97.0,141.0,225.0
3.45,126.0,96.56046,90.0,85.0,43.0,571.0,65.0,76.0,112.0,179.0
3.55,116.0,76.70247,71.0,67.0,34.0,469.0,50.0,60.0,90.0,143.0
3.65,68.0,61.00879,57.0,53.0,23.0,369.0,39.0,47.0,72.0,114.0
3.75,33.0,48.36459,45.0,42.0,18.0,293.0,30.0,37.0,58.0,90.0
3.85,32.0,38.44506,36.0,34.0,12.0,238.0,23.0,29.0,47.0,72.0
3.95,29.0,30.52474,29.0,27.0,7.0,181.0,17.0,22.0,38.0,58.0
4.05,23.0,24.27116,23.0,21.0,4.0,149.0,13.0,17.0,30.0,46.0
4.15,14.0,19.2452,18.0,17.0,2.0,126.0,9.0,13.0,24.0,37.0
4.25,8.0,15.32074,14.0,14.0,1.0,88.0,7.0,10.0,20.0,30.0
4.35,10.0,12.14058,11.0,11.0,0.0,85.0,5.0,8.0,16.0,24.0
4.45,6.0,9.64209,9.0,8.0,0.0,61.0,3.0,6.0,13.0,20.0
4.55,10.0,7.6797,7.0,6.0,0.0,49.0,2.0,4.0,11.0,16.0
4.65,6.0,6.08754,6.0,5.0,0.0,47.0,1.0,3.0,9.0,13.0
4.75,2.0,4.8269,4.0,4.0,0.0,33.0,1.0,2.0,7.0,11.0
4.85,6.0,3.85015,4.0,3.0,0.0,25.0,0.0,2.0,6.0,9.0
4.95,2.0,3.05512,3.0,2.0,0.0,27.0,0.0,1.0,5.0,8.0
